,make,model,year,body_type,mileage,color,fuel_type,engine_capacity,engine_power,gearbox,transmission,pollution_standard,price
477,Audi,A6,2021.0,Combi,218000.0,Negru,Hibrid Plug-In,1984.0,299.0,Automata,4x4 (automat),Euro 6,24650.0
478,Ford,Fiesta,2010.0,Masina de oras,298400.0,Gri,Diesel,1560.0,95.0,Manuala,Fata,Euro 5,3490.0
479,Jaguar,XE,2021.0,Sedan,177957.0,Negru,Diesel,1998.0,204.0,Automata,Spate,Euro 6b,17999.0
480,Peugeot,208,2023.0,Masina de oras,40000.0,Gri,Benzina,1199.0,101.0,Automata,Fata,Euro 6d,15500.0
481,Citroën,Jumper,2022.0,Monovolum,199400.0,Alb,Diesel,2179.0,140.0,Manuala,Fata,Euro 6d,19995.25
482,Volkswagen,Passat,2015.0,Sedan,245000.0,Negru,Diesel,1968.0,150.0,Manuala,Fata,Euro 6,10800.0
483,Land Rover,Range Rover Evoque,2012.0,SUV,342000.0,Alb,Diesel,2179.0,190.0,Automata,4x4 (automat),Euro 5,12350.0
484,BMW,X1,2018.0,SUV,109000.0,Alb,Diesel,1995.0,149.0,Automata,4x4 (automat),Euro 6,25200.0
485,Volkswagen,Golf,2015.0,Masina de oras,175000.0,Gri,Benzina,1197.0,110.0,Manuala,Fata,Euro 6,6900.0
486,Citroën,C3,2017.0,Masina mica,87258.0,Alb,Benzina,1199.0,82.0,Manuala,Fata,Euro 6,7000.0
487,Nissan,Juke,2012.0,SUV,191358.0,Maro,Benzina,1598.0,117.0,Manuala,Fata,Euro 5,5550.0
488,Skoda,Octavia,2022.0,Combi,118690.0,Negru,Diesel,1968.0,150.0,Automata,Fata,Euro 6,19965.0
489,Hyundai,Tucson,2021.0,SUV,99950.0,Gri,Hibrid Plug-In,1598.0,180.0,Automata,4x4 (automat),Euro 6,28998.86
490,Volkswagen,Touareg,2016.0,SUV,205000.0,Alb,Diesel,2967.0,262.0,Automata,4x4 (automat),Euro 6,19700.0
491,Hyundai,Tucson,2019.0,SUV,189000.0,Albastru,Diesel,1685.0,116.0,Manuala,Fata,Euro 6b,12900.0
492,Opel,Astra,2013.0,Combi,224290.0,Gri,Diesel,1686.0,130.0,Manuala,Fata,Euro 5,4550.0
493,Volvo,XC 40,2023.0,SUV,43500.0,Gri,Benzina,1477.0,129.0,Automata,Fata,Euro 6d,30000.0
494,Renault,Laguna,2009.0,Sedan,180700.0,Gri,Diesel,1461.0,110.0,Manuala,Fata,Euro 4,3790.0
495,BMW,Seria 3,2022.0,Sedan,72720.0,Negru,Benzina,1998.0,184.0,Automata,Spate,Euro 6,35989.0
496,Volvo,XC 60,2020.0,SUV,138000.0,Gri,Hibrid Plug-In,1969.0,303.0,Automata,4x4 (automat),Euro 6,33000.0
497,BMW,X1,2013.0,SUV,210000.0,Alb,Diesel,1995.0,184.0,Automata,4x4 (automat),Euro 5,11990.0
498,Audi,A5,2015.0,Sedan,193000.0,Gri,Diesel,1968.0,150.0,Automata,Fata,Euro 5,12800.0
499,Skoda,Octavia,2021.0,Sedan,150000.0,Alb,Diesel,1968.0,150.0,Automata,Fata,Euro 6,17990.0
500,Ford,Kuga,2021.0,SUV,60000.0,Albastru,Diesel,1499.0,120.0,Automata,Fata,Euro 6,17990.0
501,Renault,Kadjar,2017.0,SUV,30000.0,Gri,Benzina,1197.0,130.0,Automata,Fata,Euro 6,14490.0
502,Ford,Fiesta,2008.0,Compacta,170000.0,Gri,Diesel,1399.0,68.0,Manuala,Fata,Euro 4,2790.01
503,Volkswagen,Scirocco,2013.0,Coupe,200000.0,Alb,Diesel,1968.0,140.0,Automata,Fata,Euro 5,10990.0
504,Honda,HR-V,2017.0,SUV,198000.0,Alb,Diesel,1597.0,120.0,Manuala,Fata,Euro 6,11599.0
505,Renault,Megane,2021.0,Combi,153400.0,Gri,Diesel,1461.0,116.0,Automata,Fata,Euro 6,10950.0
506,Ford,Focus,2019.0,Compacta,68000.0,Albastru,Benzina,999.0,125.0,Manuala,Fata,Euro 6,12000.0
507,BMW,Seria 3,2022.0,Combi,127775.0,Negru,Diesel,1995.0,190.0,Automata,4x4 (automat),Euro 6,24500.0
508,Mercedes-Benz,GLA,2021.0,SUV,59058.0,Negru,Diesel,1950.0,150.0,Automata,4x4 (automat),Euro 6,29499.8
509,Mitsubishi,ASX,2015.0,SUV,240000.0,Maro,Diesel,2268.0,150.0,Automata,4x4 (automat),Euro 6,8550.0
510,Renault,Captur,2017.0,SUV,176000.0,Negru,Diesel,1461.0,90.0,Automata,Fata,Euro 6,7500.0
511,Audi,A3,2012.0,Compacta,282400.0,Negru,Diesel,1598.0,105.0,Automata,Fata,Euro 5,7390.0
512,Volkswagen,Passat,2016.0,Sedan,270000.0,Maro,Diesel,1968.0,150.0,Automata,Fata,Euro 6,15700.0
513,Volkswagen,Polo,2013.0,Masina de oras,203500.0,Gri,Diesel,1199.0,75.0,Manuala,Fata,Euro 5,4990.0
514,Renault,Espace,2015.0,Monovolum,191000.0,Gri,Diesel,1598.0,160.0,Automata,Fata,Euro 6,11590.0
515,BMW,Seria 3,2020.0,Sedan,209000.0,Gri,Benzina,1998.0,184.0,Automata,Spate,Euro 6b,25034.9
516,Volkswagen,Passat,2008.0,Sedan,262200.0,Negru,Diesel,1968.0,140.0,Automata,Fata,Euro 4,5990.0
517,Audi,Q5,2014.0,SUV,243000.0,Gri,Diesel,1968.0,150.0,Manuala,4x4 (manual),Euro 6,11490.0
518,Renault,Kangoo,2016.0,Monovolum,85400.0,Alb,Diesel,1461.0,90.0,Manuala,Fata,Euro 5b,7990.0
519,Renault,Talisman,2019.0,Sedan,130000.0,Alb,Diesel,1997.0,160.0,Automata,Fata,Euro 6,18990.0
520,Fiat,Doblo,2017.0,Monovolum,124000.0,Alb,Diesel,1248.0,95.0,Manuala,Fata,Euro 6,8390.0
521,Renault,Megane,2018.0,Combi,172500.0,Albastru,Diesel,1461.0,90.0,Manuala,Fata,Euro 6,9990.0
522,Audi,A4,2018.0,Combi,191000.0,Alb,Diesel,1968.0,150.0,Automata,Fata,Euro 6,14290.0
523,Renault,Megane,2018.0,Sedan,64500.0,Gri,Benzina,1198.0,130.0,Manuala,Fata,Euro 6,10850.0
524,Volkswagen,Tiguan,2020.0,SUV,173000.0,Gri,Diesel,1968.0,150.0,Automata,Fata,Euro 6,21490.0
525,Mercedes-Benz,GLC,2020.0,SUV,153250.0,Gri,Diesel,1950.0,194.0,Automata,4x4 (automat),Euro 6b,31499.0
526,Fiat,Doblo,2014.0,Monovolum,220100.0,Alb,Diesel,1248.0,90.0,Manuala,Fata,Euro 6b,5590.0
527,Ford,Fiesta,2021.0,Masina de oras,112000.0,Alb,Benzina,999.0,100.0,Manuala,Fata,Euro 6,8950.0
528,BMW,Seria 5,2016.0,Sedan,165000.0,Negru,Diesel,1995.0,190.0,Automata,4x4 (automat),Euro 6,18290.0
529,Mercedes-Benz,GLE,2021.0,SUV,169000.0,Albastru,Diesel,2925.0,272.0,Automata,4x4 (automat),Euro 6d-Temp,47980.13
530,Volkswagen,Passat,2019.0,Sedan,206000.0,Gri,Diesel,1968.0,150.0,Automata,Fata,Euro 6,18499.0
531,Audi,A6,2011.0,Sedan,267900.0,Alb,Diesel,1968.0,170.0,Manuala,Fata,Euro 5,8390.0
532,BMW,X5,2021.0,SUV,169000.0,Alb,Hibrid Plug-In,2998.0,394.0,Automata,4x4 (manual),Euro 6d,50820.0
533,BMW,X1,2015.0,SUV,77250.0,Gri,Diesel,1995.0,143.0,Automata,4x4 (automat),Euro 5b,12700.0
534,BMW,Seria 3,2013.0,Sedan,275000.0,Negru,Diesel,1995.0,143.0,Manuala,Spate,Euro 5,8498.0
535,BMW,X4,2024.0,SUV,13000.0,Gri,Diesel,1995.0,190.0,Automata,Fata,Euro 6,47990.0
536,Ford,Puma,2021.0,SUV,89000.0,Alb,Benzina,999.0,125.0,Manuala,Fata,Euro 6,13950.0
537,Mercedes-Benz,GLE,2021.0,SUV,60800.0,Alb,Diesel,2925.0,272.0,Automata,4x4 (automat),Euro 6,64899.56
538,Mercedes-Benz,E,2024.0,Sedan,18454.0,Negru,Hibrid Plug-In,1999.0,252.0,Automata,4x4 (automat),Euro 6d,90521.31
539,Peugeot,3008,2019.0,SUV,169400.0,Gri,Benzina,1199.0,131.0,Automata,Fata,Euro 6,14990.0
540,Volkswagen,Amarok,2018.0,SUV,241001.0,Alb,Diesel,2967.0,258.0,Automata,4x4 (automat),Euro 6,23490.0
541,Alfa Romeo,Stelvio,2019.0,SUV,194000.0,Gri,Diesel,2143.0,210.0,Automata,4x4 (manual),Euro 6,19500.0
542,Volkswagen,T-Roc,2021.0,SUV,153217.0,Gri,Diesel,1968.0,150.0,Automata,Fata,Euro 6,18400.0
543,Seat,Leon,2007.0,Compacta,260435.0,Negru,Benzina,1595.0,102.0,Manuala,Fata,Euro 4,2400.0
544,Volkswagen,Tiguan,2020.0,SUV,105000.0,Alb,Benzina,1498.0,150.0,Automata,Fata,Euro 6,19890.0
545,Mercedes-Benz,A,2024.0,Compacta,19000.0,Gri,Hibrid Plug-In,1332.0,218.0,Automata,Fata,Euro 6,38990.0
546,Audi,Q3,2019.0,SUV,219243.0,Negru,Benzina,1498.0,150.0,Automata,Fata,Euro 6,17800.0
547,Opel,Corsa,2023.0,Masina de oras,100000.0,Alb,Benzina,1199.0,75.0,Manuala,Fata,Euro 6,8490.0
548,Renault,Megane,2021.0,Compacta,154007.0,Gri,Diesel,1461.0,116.0,Automata,Fata,Euro 6d,14490.0
549,Suzuki,Vitara,2021.0,SUV,37400.0,Gri,Benzina,1373.0,129.0,Manuala,Fata,Euro 6,15999.0
550,Ford,Focus,2021.0,Compacta,29000.0,Albastru,Diesel,1499.0,120.0,Manuala,Fata,Euro 6,11950.0
551,Audi,Q5,2018.0,SUV,179000.0,Alb,Diesel,1968.0,190.0,Automata,4x4 (automat),Euro 6,23990.0
552,Volkswagen,Tiguan,2010.0,SUV,243000.0,Negru,Diesel,1968.0,140.0,Automata,Fata,Euro 6,7990.0
553,BMW,X5 M,2017.0,SUV,210000.0,Negru,Diesel,2993.0,381.0,Automata,4x4 (automat),Euro 6,21990.0
554,Hyundai,ix35,2015.0,SUV,172000.0,Negru,Benzina,1591.0,135.0,Manuala,Fata,Euro 6b,9900.0
555,Audi,A3,2013.0,Compacta,148000.0,Negru,Diesel,1598.0,105.0,Automata,Fata,Euro 5,6500.0
556,Audi,A6,2019.0,Sedan,236712.0,Negru,Diesel,2967.0,286.0,Automata,4x4 (automat),Euro 6,25989.59
557,Ford,Transit,2019.0,Monovolum,54323.0,Alb,Diesel,1995.0,130.0,Manuala,Fata,Euro 6,22990.0
558,Chevrolet,Spark,2012.0,Masina de oras,115000.0,Verde,Benzina,1206.0,82.0,Manuala,Fata,Euro 5,3390.0
559,BMW,Seria 5,2017.0,Combi,175675.0,Negru,Diesel,1995.0,163.0,Automata,Spate,Euro 6,17990.0
560,Volkswagen,Passat,2015.0,Sedan,215460.0,Alb,Diesel,1598.0,120.0,Manuala,Fata,Euro 6,10490.0
561,Skoda,Scala,2021.0,Sedan,186367.0,Gri,Benzina,999.0,110.0,Automata,Fata,Euro 6,12990.0
562,Volkswagen,Multivan,2017.0,Monovolum,244000.0,Albastru,Diesel,1968.0,150.0,Automata,4x4 (automat),Euro 6,24990.0
563,Audi,S5,2017.0,Coupe,130000.0,Albastru,Benzina,2995.0,353.0,Automata,4x4 (automat),Euro 6,29900.0
564,Ford,Transit,2020.0,Monovolum,131000.0,Alb,Diesel,1995.0,130.0,Manuala,Fata,Euro 6,18143.95
565,Audi,A6,2021.0,Combi,162228.0,Alte culori,Diesel,2967.0,286.0,Automata,4x4 (automat),Euro 6d,28490.0
566,Volkswagen,Passat,2010.0,Combi,360000.0,Albastru,Diesel,1968.0,143.0,Manuala,Fata,Euro 5,5500.0
567,Dacia,Duster,2018.0,SUV,210000.0,Negru,Benzina,1598.0,114.0,Manuala,Fata,Euro 6,9440.0
568,Ford,S-Max,2009.0,Monovolum,261408.0,Gri,Diesel,1753.0,125.0,Manuala,Fata,Euro 4,3499.0
569,Mercedes-Benz,V,2018.0,Monovolum,226000.0,Gri,Diesel,2143.0,190.0,Automata,4x4 (automat),Euro 6,36900.0
570,Audi,A4,2022.0,Sedan,44000.0,Alb,Benzina,1984.0,150.0,Automata,Fata,Euro 6,30900.0
571,Ford,Focus,2007.0,Compacta,260000.0,Argint,Diesel,1560.0,90.0,Manuala,Fata,Euro 4,1690.0
572,Renault,Megane,2016.0,Combi,232680.0,Albastru,Diesel,1461.0,110.0,Automata,Fata,Euro 6,8200.0
573,Peugeot,5008,2021.0,SUV,37521.0,Albastru,Benzina,1598.0,180.0,Automata,Fata,Euro 6,28900.0
574,Volkswagen,Golf,2008.0,Compacta,192500.0,Alb,Benzina,1984.0,230.0,Automata,Fata,Euro 4,11700.0
575,Opel,Astra,2010.0,Masina mica,193750.0,Negru,Benzina,1398.0,100.0,Manuala,Fata,Euro 5,4399.0
576,Audi,Q7,2021.0,SUV,92807.0,Negru,Hibrid Plug-In,2995.0,380.0,Automata,4x4 (automat),Euro 6d-Temp,49150.0
577,Renault,Kadjar,2018.0,SUV,142809.0,Albastru,Diesel,1461.0,110.0,Automata,Fata,Euro 6,14499.0
578,Renault,Espace,2018.0,Monovolum,166910.0,Negru,Diesel,1598.0,160.0,Automata,Fata,Euro 6b,15980.0
579,Seat,Leon,2019.0,Compacta,87648.0,Albastru,Benzina,1498.0,130.0,Manuala,Fata,Euro 6d-Temp,13900.0
580,Mercedes-Benz,E,2021.0,Sedan,54200.0,Alb,Diesel,1597.0,160.0,Automata,Spate,Euro 6d,30990.0
581,BMW,Seria 1,2010.0,Compacta,271896.0,Negru,Diesel,1995.0,204.0,Automata,Spate,Euro 5,6650.0
582,Renault,Espace,2018.0,Monovolum,219990.0,Gri,Diesel,1598.0,160.0,Automata,Fata,Euro 6,13999.0
583,Opel,Astra,2015.0,Combi,215322.0,Maro,Diesel,1598.0,110.0,Manuala,Fata,Euro 6b,5699.0
584,BMW,X3,2019.0,SUV,158000.0,Maro,Diesel,1995.0,190.0,Automata,4x4 (automat),Euro 6,27999.0
585,Volkswagen,Golf,2021.0,Combi,226700.0,Gri,Diesel,1968.0,150.0,Automata,Fata,Euro 6,18500.0
586,BMW,X5,2020.0,SUV,85000.0,Gri,Hibrid Plug-In,2998.0,394.0,Automata,4x4 (automat),Euro 6,49900.0
587,Ford,Puma,2024.0,SUV,16905.0,Gri,Hibrid,999.0,125.0,Automata,Fata,Euro 6,20000.01
588,Mercedes-Benz,E,2017.0,Sedan,127500.0,Negru,Benzina,1991.0,245.0,Automata,Spate,Euro 6,29500.01
589,Volvo,XC 90,2020.0,SUV,83362.0,Negru,Hibrid Plug-In,1969.0,303.0,Automata,4x4 (automat),Euro 6,45900.0
590,Audi,Q7,2021.0,SUV,50227.0,Negru,Diesel,2967.0,231.0,Automata,4x4 (automat),Euro 6,46999.0
591,BMW,X3,2014.0,SUV,296000.0,Negru,Diesel,1995.0,184.0,Manuala,4x4 (automat),Euro 5,11490.0
592,Skoda,RAPID,2019.0,Sedan,164000.0,Alb,Benzina,999.0,95.0,Manuala,Fata,Euro 6,6897.0
593,Kia,XCeed,2021.0,SUV,34000.0,Albastru,Hibrid Plug-In,1580.0,141.0,Automata,Fata,Euro 6,19999.0
594,Volvo,XC 40,2019.0,SUV,82631.0,Gri,Diesel,1969.0,150.0,Automata,4x4 (automat),Euro 6,26500.21
595,Kia,Sportage,2022.0,SUV,129320.0,Gri,Hibrid,1598.0,230.0,Automata,Fata,Euro 6,25490.0
596,Volvo,S60,2017.0,Sedan,191700.0,Negru,Diesel,1969.0,120.0,Manuala,Fata,Euro 6,10750.0
597,Peugeot,3008,2022.0,SUV,145596.0,Gri,Hibrid Plug-In,1598.0,225.0,Automata,Fata,Euro 6,18290.0
598,Toyota,Corolla,2019.0,Compacta,82900.0,Rosu,Hibrid,1987.0,178.0,Automata,Fata,Euro 6,21875.0
599,Ford,Fiesta,2016.0,Masina mica,116622.0,Argint,Benzina,999.0,100.0,Automata,Fata,Euro 6,7499.58
600,Seat,Leon,2021.0,Compacta,109290.0,Rosu,Benzina,1498.0,130.0,Manuala,Fata,Euro 6,13988.81
601,Ford,Transit Connect,2018.0,Combi,197000.0,Alb,Diesel,1498.0,100.0,Manuala,Fata,Euro 6,8200.0
602,Renault,Kadjar,2017.0,SUV,77058.0,Gri,Benzina,1197.0,130.0,Automata,Fata,Euro 6,13400.0
603,BMW,X3,2021.0,SUV,101336.0,Albastru,Diesel,1995.0,190.0,Automata,4x4 (automat),Euro 6,35500.0
604,BMW,X6,2020.0,SUV,95000.0,Negru,Diesel,2993.0,286.0,Automata,4x4 (manual),Euro 6c,64999.0
605,Mercedes-Benz,GLB,2024.0,SUV,42600.0,Alb,Diesel,1950.0,150.0,Automata,4x4 (automat),Euro 6d,44757.9
606,Dacia,Duster,2021.0,SUV,151000.0,Albastru,Benzina + GPL,999.0,90.0,Manuala,Fata,Euro 6,11999.0
607,Skoda,Karoq,2021.0,SUV,123435.0,Gri,Benzina,1498.0,150.0,Automata,Fata,Euro 6,20490.01
608,Ford,Focus,2020.0,Compacta,97980.0,Albastru,Benzina,999.0,125.0,Automata,Fata,Euro 6b,13297.9
609,Land Rover,Discovery Sport,2015.0,SUV,143200.0,Maro,Diesel,1999.0,180.0,Automata,4x4 (automat),Euro 4,13900.0
610,Hyundai,i30,2014.0,Compacta,249000.0,Gri,Diesel,1582.0,110.0,Manuala,Fata,Euro 5,6490.0
611,Volkswagen,Touareg,2021.0,SUV,168040.0,Gri,Hibrid Plug-In,2995.0,340.0,Automata,4x4 (automat),Euro 6,39600.0
612,Skoda,RAPID,2015.0,Sedan,131628.0,Gri,Benzina,1390.0,122.0,Automata,Fata,Euro 6,9370.0
613,Dacia,Logan,2023.0,Sedan,58000.0,Alb,Benzina + GPL,999.0,90.0,Manuala,Fata,Euro 6,10490.0
614,Ford,Galaxy,2019.0,Monovolum,222581.0,Gri,Diesel,1998.0,240.0,Automata,Fata,Euro 6,14500.0
615,Citroën,C3,2019.0,Masina de oras,46803.0,Gri,Benzina,1199.0,110.0,Manuala,Fata,Euro 6,9990.0
616,Kia,Sportage,2019.0,SUV,155000.0,Gri,Diesel,1598.0,115.0,Manuala,Fata,Euro 6,15990.0
617,Audi,A7,2015.0,Sedan,142000.0,Negru,Diesel,2967.0,272.0,Automata,4x4 (automat),Euro 6,22990.0
618,Ford,Ranger,2016.0,SUV,220000.0,Negru,Diesel,3198.0,200.0,Automata,4x4 (manual),Euro 6,17999.0
619,Volvo,XC 60,2016.0,SUV,274000.0,Negru,Diesel,1969.0,149.0,Automata,Fata,Euro 6,12990.0
620,Mercedes-Benz,GLE,2020.0,SUV,154701.0,Alb,Hibrid Plug-In,1950.0,194.0,Automata,4x4 (automat),Euro 6,51800.0
621,Audi,Q7,2017.0,SUV,266000.0,Albastru,Diesel,2967.0,272.0,Automata,4x4 (automat),Euro 6,25990.0
622,BMW,X6,2021.0,SUV,165273.0,Negru,Diesel,2993.0,352.0,Automata,4x4 (automat),Euro 6,61700.01
623,Peugeot,3008,2021.0,SUV,122704.0,Negru,Hibrid Plug-In,1598.0,300.0,Automata,4x4 (automat),Euro 6,20990.0
624,Toyota,Corolla,2021.0,Combi,205852.0,Alb,Hibrid,1987.0,180.0,Automata,Fata,Euro 6,18350.0
625,Mercedes-Benz,GLC,2023.0,SUV,12940.0,Rosu,Benzina,1999.0,204.0,Automata,4x4 (automat),Euro 6,66899.99
626,Renault,Kadjar,2021.0,SUV,155000.0,Alb,Diesel,1461.0,115.0,Automata,Fata,Euro 6b,14200.0
627,Mercedes-Benz,GLC,2022.0,SUV,85374.0,Negru,Diesel,1950.0,194.0,Automata,4x4 (automat),Euro 6d,37497.9
628,Kia,Ceed,2014.0,Compacta,220000.0,Alb,Diesel,1582.0,128.0,Manuala,Fata,Euro 5,5750.0
629,Fiat,Panda,2014.0,Masina de oras,234000.0,Negru,Diesel,1248.0,75.0,Manuala,4x4 (automat),Euro 5,4990.0
630,Ford,Focus,2012.0,Compacta,262000.0,Negru,Diesel,1560.0,116.0,Manuala,Fata,Euro 5,4990.0
631,Citroën,Jumper,2019.0,Monovolum,90000.0,Alb,Diesel,1997.0,130.0,Manuala,Fata,Euro 6,14989.48
632,Peugeot,208,2018.0,Masina de oras,140000.0,Negru,Benzina,1199.0,90.0,Manuala,Fata,Euro 6,7490.0
633,BMW,Seria 3,2014.0,Sedan,192000.0,Bej,Benzina,1598.0,136.0,Automata,Spate,Euro 6,11990.0
634,Volvo,V60,2013.0,Combi,166000.0,Negru,Hibrid Plug-In,2400.0,280.0,Automata,4x4 (automat),Euro 5,10990.0
635,Mercedes-Benz,CLA,2025.0,Coupe,16925.0,Negru,Benzina,1991.0,190.0,Automata,4x4 (automat),Euro 6d-Temp,40499.91
636,Toyota,Auris,2018.0,Combi,142000.0,Albastru,Hibrid,1798.0,99.0,Automata,Fata,Euro 6,12390.0
637,Renault,Megane,2019.0,Combi,164000.0,Gri,Diesel,1461.0,95.0,Manuala,Fata,Euro 6b,8999.0
638,Opel,Corsa,2016.0,Masina de oras,223400.0,Albastru,Diesel,1248.0,95.0,Automata,Fata,Euro 6,6699.0
639,Audi,Q8,2021.0,SUV,108000.0,Albastru,Diesel,2967.0,231.0,Automata,4x4 (automat),Euro 6,53449.33
640,Volkswagen,ARTEON,2018.0,Coupe,235000.0,Negru,Benzina,1498.0,150.0,Automata,Fata,Euro 6,18150.0
641,Volkswagen,Passat,2010.0,Combi,262000.0,Albastru,Diesel,1968.0,140.0,Manuala,Fata,Euro 5,4550.0
642,BMW,Seria 5,2015.0,Sedan,186000.0,Gri,Diesel,1995.0,190.0,Automata,Spate,Euro 6,14990.0
643,Mercedes-Benz,GLC,2024.0,SUV,24020.0,Negru,Benzina,1999.0,204.0,Automata,4x4 (automat),Euro 6,59000.0
644,Mercedes-Benz,GLC Coupe,2025.0,SUV,7500.0,Argint,Benzina,1999.0,258.0,Automata,4x4 (automat),Euro 6d-Temp,66537.9
645,Volkswagen,Passat CC,2015.0,Sedan,174000.0,Argint,Diesel,1968.0,177.0,Automata,Fata,Euro 5,14999.0
646,Audi,Q3,2020.0,SUV,209230.0,Negru,Diesel,1968.0,150.0,Automata,Fata,Euro 6,20933.0
647,Skoda,Octavia,2017.0,Combi,197395.0,Alb,Diesel,1968.0,150.0,Manuala,4x4 (manual),Euro 6,12705.0
648,BMW,Seria 5,2017.0,Sedan,179261.0,Gri,Diesel,2993.0,320.0,Automata,4x4 (automat),Euro 6,21900.0
649,Land Rover,Discovery,2006.0,SUV,295312.0,Albastru,Diesel,2720.0,190.0,Automata,4x4 (automat),Euro 4,5200.0
650,Ford,Kuga,2017.0,SUV,210000.0,Alb,Diesel,1498.0,120.0,Automata,Fata,Euro 6,10900.0
651,Peugeot,208,2020.0,Masina de oras,121781.0,Gri,Benzina,1199.0,101.0,Manuala,Fata,Euro 6,9990.0
652,Dacia,Dokker,2016.0,Monovolum,312135.0,Alb,Benzina,1598.0,102.0,Manuala,Fata,Euro 6,5300.0
653,BMW,X3,2024.0,SUV,19600.0,Negru,Diesel,1995.0,190.0,Automata,4x4 (automat),Euro 6,49900.0
654,Skoda,Octavia,2021.0,Compacta,104632.0,Argint,Benzina,1498.0,150.0,Manuala,Fata,Euro 6,15890.0
655,Skoda,Fabia,2012.0,Combi,198173.0,Argint,Benzina,1197.0,86.0,Manuala,Fata,Euro 5,4899.0
656,Land Rover,Range Rover Evoque,2011.0,SUV,261000.0,Alb,Diesel,2179.0,190.0,Manuala,4x4 (manual),Euro 5,7800.0
657,Dacia,Logan,2010.0,Combi,175000.0,Rosu,Diesel,1461.0,68.0,Manuala,Fata,Euro 4,3550.0
658,Mercedes-Benz,GLC,2020.0,SUV,172913.0,Negru,Hibrid Plug-In,1950.0,306.0,Automata,4x4 (automat),Euro 6d,30750.0
659,Mercedes-Benz,GLE Coupe,2018.0,SUV,49113.0,Negru,Diesel,2987.0,258.0,Automata,4x4 (automat),Euro 6,72479.0
660,Volkswagen,Golf,2010.0,Compacta,195000.0,Negru,Benzina,1390.0,122.0,Manuala,Fata,Euro 5,4950.0
661,Skoda,Fabia,2020.0,Compacta,173614.0,Alb,Benzina,999.0,95.0,Manuala,Fata,Euro 6,8450.0
662,Cupra,Formentor,2020.0,SUV,182000.0,Gri,Benzina,1984.0,310.0,Automata,4x4 (automat),Euro 6,24200.0
663,BMW,Seria 1,2023.0,Compacta,60300.0,Gri,Benzina,1499.0,136.0,Automata,Fata,Euro 6,26900.01
664,Peugeot,208,2014.0,Masina mica,113053.0,Gri,Diesel,1398.0,68.0,Manuala,Fata,Euro 6,5490.0
665,Citroën,C5 Aircross,2020.0,SUV,113300.0,Gri,Hibrid Plug-In,1598.0,225.0,Automata,Fata,Euro 6,17659.0
666,Volkswagen,Golf,2012.0,Compacta,46000.0,Albastru,Diesel,1598.0,105.0,Manuala,Fata,Euro 5,6500.0
667,Renault,Kangoo,2019.0,Monovolum,198900.0,Alb,Diesel,1461.0,115.0,Manuala,Fata,Euro 6,9749.0
668,Toyota,RAV4,2021.0,SUV,119600.0,Albastru,Hibrid,2487.0,218.0,Automata,4x4 (automat),Euro 6,32989.44
669,Mercedes-Benz,GLE,2024.0,SUV,26235.0,Negru,Diesel,2989.0,367.0,Automata,4x4 (automat),Euro 6,87990.0
670,Toyota,Yaris Cross,2022.0,SUV,60821.0,Albastru,Hibrid,1490.0,116.0,Automata,Fata,Euro 6,20600.0
671,Dacia,Sandero Stepway,2013.0,Masina de oras,217216.0,Alte culori,Benzina,898.0,90.0,Manuala,Fata,Euro 5,4990.0
672,Skoda,Octavia,2013.0,Sedan,180000.0,Gri,Diesel,1598.0,105.0,Automata,Fata,Euro 5,8500.0
673,Porsche,Cayenne,2012.0,SUV,280000.0,Alb,Diesel,2967.0,240.0,Automata,4x4 (automat),Euro 6,15490.0
674,Volkswagen,Golf,2022.0,Compacta,80000.0,Alb,Hibrid Plug-In,1395.0,245.0,Automata,Fata,Euro 6,21490.0
675,Mercedes-Benz,GLC,2016.0,SUV,170000.0,Gri,Diesel,2143.0,204.0,Automata,4x4 (automat),Euro 6,23990.0
676,Mercedes-Benz,GLC Coupe,2018.0,SUV,130000.0,Gri,Diesel,2143.0,170.0,Automata,4x4 (automat),Euro 6,27990.0
677,Audi,A4,2023.0,Sedan,100000.0,Negru,Benzina,1984.0,204.0,Automata,4x4 (automat),Euro 6,23990.0
678,Ford,Mondeo,2019.0,Combi,200000.0,Albastru,Diesel,1997.0,190.0,Automata,4x4 (automat),Euro 6,8990.0
679,Land Rover,Discovery Sport,2018.0,SUV,140000.0,Albastru,Diesel,1999.0,150.0,Automata,4x4 (automat),Euro 6,19990.0
680,Peugeot,308,2015.0,Compacta,117500.0,Alb,Benzina,1199.0,130.0,Manuala,Fata,Euro 6,7390.0
681,Toyota,Hilux,2024.0,SUV,30152.0,Alb,Diesel,2755.0,204.0,Automata,4x4 (manual),Euro 6,57989.25
682,BMW,X3,2013.0,SUV,200584.0,Alb,Diesel,1995.0,184.0,Automata,4x4 (automat),Euro 5,11990.0
683,Volkswagen,Passat,2020.0,Sedan,84516.0,Gri,Diesel,1968.0,150.0,Automata,Fata,Euro 6,22900.0
684,Audi,A5,2011.0,Sedan,281000.0,Negru,Diesel,1968.0,143.0,Automata,Fata,Euro 5,8990.0
685,Ford,Ranger,2017.0,SUV,190808.0,Negru,Diesel,3127.0,200.0,Automata,4x4 (automat),Euro 6,21990.0
686,Skoda,Scala,2021.0,Combi,124878.0,Albastru,Benzina,1498.0,150.0,Manuala,Fata,Euro 6,12589.99
