,make,model,year,body_type,mileage,color,fuel_type,engine_capacity,engine_power,gearbox,transmission,pollution_standard,price
207,Opel,Corsa,2015.0,Masina de oras,155200.0,Maro,Benzina,1229.0,70.0,Manuala,Fata,Euro 5,3150.0
208,Dacia,Sandero Stepway,2020.0,Compacta,34623.0,Gri,Benzina + GPL,999.0,100.0,Manuala,Fata,Euro 6,8600.0
209,Volkswagen,Polo,2012.0,Masina de oras,153000.0,Gri,Diesel,1199.0,75.0,Manuala,Fata,Euro 5,3950.0
210,Peugeot,207,2008.0,Masina mica,206700.0,Gri,Benzina,1397.0,95.0,Manuala,Fata,Euro 4,1500.0
211,Dacia,Lodgy,2016.0,Monovolum,179000.0,Alb,Benzina,1598.0,102.0,Manuala,Fata,Euro 6,6100.0
212,Nissan,Qashqai+2,2012.0,SUV,100000.0,Maro,Diesel,1461.0,110.0,Manuala,Fata,Euro 5,6990.0
213,Opel,Corsa,2018.0,Masina de oras,29000.0,Albastru,Benzina,1398.0,90.0,Manuala,Fata,Euro 5,8300.0
214,Volkswagen,Passat,2006.0,Combi,279300.0,Gri,Diesel,1968.0,140.0,Manuala,4x4 (manual),Euro 4,3000.0
215,Fiat,500,2016.0,Masina mica,39200.0,Alb,Benzina,1242.0,69.0,Automata,Fata,Euro 6,11000.0
216,Opel,Grandland X,2018.0,SUV,83500.0,Alb,Benzina,1199.0,130.0,Automata,Fata,Euro 6,11800.0
217,Ford,Puma,2023.0,SUV,9620.0,Gri,Benzina,999.0,125.0,Automata,Fata,Euro 6,19989.2
218,Nissan,Juke,2013.0,SUV,142000.0,Albastru,Diesel,1461.0,110.0,Manuala,Fata,Euro 5,7999.0
219,Dacia,Duster,2021.0,SUV,138000.0,Alb,Diesel,1461.0,115.0,Manuala,4x4 (automat),Euro 6,11999.0
220,Audi,A4,2008.0,Sedan,215319.0,Gri,Diesel,1968.0,143.0,Manuala,Fata,Euro 4,6100.0
221,Opel,Mokka,2015.0,SUV,212000.0,Gri,Diesel,1598.0,136.0,Manuala,4x4 (automat),Euro 6,8200.0
222,Porsche,Cayenne,2019.0,SUV,92000.0,Albastru,Benzina,2995.0,340.0,Automata,4x4 (automat),Euro 6,49300.0
223,Mercedes-Benz,GLE,2019.0,SUV,127000.0,Negru,Benzina,2999.0,367.0,Automata,4x4 (manual),Euro 6,49990.0
224,Toyota,C-HR,2017.0,SUV,135214.0,Negru,Hibrid,1798.0,122.0,Automata,Fata,Euro 6d,17999.0
225,Opel,Astra,2021.0,Combi,127000.0,Alb,Diesel,1496.0,122.0,Automata,Fata,Euro 6c,9199.63
226,Mercedes-Benz,GLA,2018.0,SUV,87000.0,Alb,Benzina,1595.0,122.0,Automata,Fata,Euro 5,17000.0
227,Volkswagen,ARTEON,2019.0,Sedan,138457.0,Alb,Diesel,1968.0,190.0,Automata,Fata,Euro 6,23990.0
228,Opel,Corsa,2023.0,Masina de oras,43900.0,Alb,Benzina,1199.0,100.0,Manuala,Fata,Euro 6,14224.76
229,Maserati,Levante,2023.0,SUV,23850.0,Negru,Benzina,1995.0,330.0,Automata,4x4 (automat),Euro 6c,53000.0
230,Mercedes-Benz,S,2017.0,Sedan,162371.0,Negru,Diesel,2987.0,258.0,Automata,4x4 (automat),Euro 6,39999.0
231,Skoda,Octavia,2019.0,Masina de oras,38000.0,Albastru,Benzina,1395.0,149.0,Automata,Fata,Euro 6,16200.0
232,Dacia,Logan Stepway,2020.0,Masina mica,100570.0,Gri,Benzina,898.0,90.0,Manuala,Fata,Euro 6,8500.0
233,BMW,X3,2019.0,SUV,131000.0,Albastru,Diesel,1995.0,190.0,Automata,4x4 (automat),Euro 6d,25620.0
234,Mercedes-Benz,GLE,2017.0,SUV,192500.0,Alb,Diesel,2987.0,258.0,Automata,4x4 (automat),Euro 6,29500.0
235,Dacia,Sandero Stepway,2023.0,Masina de oras,68000.0,Gri,Benzina,999.0,90.0,Automata,Fata,Euro 6,13589.51
236,Nissan,Micra,2018.0,Masina de oras,95000.0,Negru,Benzina,898.0,90.0,Manuala,Fata,Euro 6,8999.0
237,BMW,Seria 5,2009.0,Sedan,262273.0,Negru,Diesel,1995.0,177.0,Automata,Spate,Euro 5,7290.0
238,Opel,Astra,2018.0,Combi,119800.0,Negru,Benzina,1399.0,125.0,Manuala,Fata,Euro 6b,8890.0
239,Renault,Kangoo,2018.0,Monovolum,144600.0,Alb,Diesel,1461.0,90.0,Manuala,Fata,Euro 6,6999.0
240,Skoda,Octavia,2021.0,Sedan,179990.0,Alb,Diesel,1968.0,115.0,Automata,Fata,Euro 6,15988.94
241,Audi,A4,2017.0,Sedan,148078.0,Negru,Diesel,1968.0,150.0,Manuala,Fata,Euro 6,15999.0
242,BMW,X3,2020.0,SUV,150000.0,Negru,Diesel,2993.0,286.0,Automata,4x4 (manual),Euro 6,32900.0
243,Dacia,Sandero,2014.0,Compacta,150000.0,Galben/Auriu,Diesel,1461.0,75.0,Manuala,Fata,Euro 5,4490.0
244,Volvo,XC 60,2020.0,SUV,75800.0,Alb,Diesel,1969.0,197.0,Automata,Fata,Euro 6d,27270.0
245,Mercedes-Benz,GLE,2021.0,SUV,100200.0,Gri,Diesel,2925.0,272.0,Automata,4x4 (manual),Euro 6d,72600.0
246,Peugeot,301,2021.0,Sedan,78000.0,Gri,Diesel,1499.0,99.0,Manuala,Fata,Euro 6,7899.99
247,BMW,Seria 2,2019.0,Compacta,215000.0,Gri,Diesel,1995.0,190.0,Automata,4x4 (automat),Euro 6,13500.0
248,Ford,Focus,2021.0,Compacta,119150.0,Alb,Diesel,1499.0,120.0,Manuala,Fata,Euro 6,11689.81
249,Dacia,Duster,2019.0,SUV,127254.0,Maro,Diesel,1461.0,115.0,Manuala,4x4 (automat),Euro 6,13450.0
250,Nissan,Qashqai,2014.0,SUV,208000.0,Negru,Diesel,1598.0,130.0,Automata,Fata,Euro 5,11150.0
251,Dacia,Duster,2010.0,SUV,150041.0,Negru,Benzina,1598.0,105.0,Manuala,4x4 (automat),Euro 5,6399.0
252,Opel,Astra,2008.0,Cabrio,161000.0,Negru,Benzina,1598.0,116.0,Manuala,Fata,Euro 4,2180.0
253,Toyota,RAV4,2021.0,SUV,167350.0,Gri,Hibrid,2487.0,222.0,Automata,4x4 (automat),Euro 6,24390.01
254,BMW,Seria 3,2010.0,Sedan,234265.0,Gri,Diesel,1995.0,184.0,Automata,Spate,Euro 5,6199.0
255,Mercedes-Benz,GLE,2017.0,SUV,124000.0,Alb,Diesel,2987.0,258.0,Automata,4x4 (automat),Euro 6,32989.44
256,Ford,Fiesta,2015.0,Masina de oras,192000.0,Rosu,Diesel,1498.0,95.0,Manuala,Fata,Euro 6,5350.0
257,Renault,Megane,2016.0,Sedan,52710.0,Gri,Benzina,1198.0,130.0,Manuala,Fata,Euro 6,9900.0
258,Volkswagen,Golf,2014.0,Combi,217000.0,Negru,Diesel,1968.0,140.0,Automata,Fata,Euro 6,8450.0
259,Mercedes-Benz,CLA,2017.0,Sedan,231000.0,Gri,Diesel,2143.0,136.0,Automata,Fata,Euro 6,15600.0
260,Volvo,S60,2012.0,Sedan,164500.0,Bej,Diesel,1560.0,115.0,Manuala,Fata,Euro 5,6990.0
261,SsangYong,Tivoli,2021.0,SUV,109000.0,Alb,Diesel,1597.0,136.0,Manuala,Fata,Euro 6,11997.15
262,Audi,A5,2012.0,Sedan,258000.0,Alb,Diesel,1968.0,177.0,Manuala,Fata,Euro 5,10990.0
263,Skoda,Fabia,2011.0,Combi,254000.0,Gri,Diesel,1199.0,75.0,Manuala,Fata,Euro 5,3650.0
264,BMW,X3 M,2020.0,SUV,185485.0,Negru,Diesel,2993.0,326.0,Automata,4x4 (automat),Euro 6,34469.27
265,Toyota,Avensis,2007.0,Sedan,336284.0,Rosu,Benzina,1998.0,147.0,Manuala,Fata,Euro 4,1900.0
266,Peugeot,3008,2020.0,SUV,181000.0,Alb,Benzina,1199.0,130.0,Automata,Fata,Euro 6,14200.0
267,Renault,Clio,2020.0,Compacta,76283.0,Alb,Benzina,898.0,90.0,Manuala,Fata,Euro 6,9446.47
268,Dacia,Bigster,2024.0,SUV,14914.0,Gri,Hibrid,1199.0,130.0,Manuala,4x4 (manual),Euro 6,26950.0
269,Peugeot,301,2018.0,Sedan,97894.0,Alb,Benzina,1199.0,82.0,Manuala,Fata,Euro 6,6200.0
270,Audi,A6 Allroad,2016.0,Combi,234000.0,Negru,Diesel,2967.0,272.0,Automata,4x4 (automat),Euro 6,12790.0
271,Opel,Astra,2020.0,Combi,123500.0,Rosu,Diesel,1496.0,122.0,Automata,Fata,Euro 6,9699.0
272,Cupra,Formentor,2022.0,SUV,55000.0,Gri,Benzina,1984.0,310.0,Automata,4x4 (automat),Euro 6d,26450.0
273,Dacia,Logan,2017.0,Sedan,322000.0,Alb,Diesel,1461.0,95.0,Manuala,Fata,Euro 6,4900.0
274,BMW,X3,2023.0,SUV,85000.0,Alb,Benzina,1998.0,252.0,Automata,4x4 (automat),Euro 6,37500.0
275,Volkswagen,Golf,2009.0,Compacta,213797.0,Gri,Benzina,1390.0,160.0,Manuala,Fata,Euro 5,4099.0
276,Nissan,Qashqai+2,2013.0,SUV,135887.0,Alb,Diesel,1598.0,130.0,Manuala,4x4 (automat),Euro 5,8900.0
277,Renault,Megane,2021.0,Compacta,177755.0,Negru,Diesel,1461.0,116.0,Manuala,Fata,Euro 6b,10899.99
278,Nissan,Navara,2008.0,SUV,242000.0,Negru,Diesel,2488.0,171.0,Manuala,4x4 (automat),Euro 4,8200.0
279,Volkswagen,Caravelle,2015.0,Monovolum,363000.0,Alb,Diesel,1968.0,114.0,Manuala,Fata,Euro 5,13300.0
280,Ford,Kuga,2018.0,SUV,79447.0,Albastru,Diesel,1498.0,120.0,Manuala,Fata,Euro 6,13500.0
281,Skoda,Superb,2023.0,Combi,158423.0,Albastru,Diesel,1968.0,150.0,Automata,Fata,Euro 6,20850.0
282,Volkswagen,Transporter,2017.0,Monovolum,264800.0,Gri,Diesel,1968.0,150.0,Manuala,Fata,Euro 6,16890.0
283,Opel,Zafira,2011.0,Monovolum,266000.0,Argint,Diesel,1686.0,125.0,Manuala,Fata,Euro 5,4400.0
284,Ford,Fiesta,2020.0,Masina de oras,248000.0,Negru,Diesel,1498.0,85.0,Manuala,Fata,Euro 6,6800.0
285,Opel,Crossland,2017.0,SUV,132000.0,Alb,Benzina,1199.0,110.0,Manuala,Fata,Euro 5,7650.0
286,Volvo,V40,2016.0,Compacta,185000.0,Albastru,Diesel,1969.0,120.0,Manuala,Fata,Euro 6,8900.0
287,Volkswagen,Golf,2013.0,Compacta,195000.0,Negru,Diesel,1598.0,105.0,Manuala,Fata,Euro 5,8999.0
288,Volvo,V40,2015.0,Compacta,181000.0,Alb,Diesel,1969.0,120.0,Manuala,Fata,Euro 6,8490.0
289,Mazda,CX-3,2016.0,SUV,156200.0,Negru,Benzina,1998.0,150.0,Automata,4x4 (automat),Euro 6,13990.0
290,Mercedes-Benz,ML,2012.0,SUV,261700.0,Negru,Diesel,2987.0,258.0,Automata,4x4 (automat),Euro 6,12500.0
291,Dacia,Duster,2014.0,SUV,199000.0,Gri,Benzina + GPL,1598.0,105.0,Manuala,Fata,Euro 5,5999.0
292,Ford,Mondeo,2018.0,Sedan,157233.0,Gri,Diesel,1997.0,150.0,Automata,Fata,Euro 6b,14224.76
293,Volkswagen,Tiguan,2014.0,SUV,311222.0,Alb,Diesel,1968.0,170.0,Automata,4x4 (automat),Euro 5,11300.0
294,Ford,Edge,2016.0,SUV,143870.0,Rosu,Diesel,1997.0,210.0,Automata,4x4 (manual),Euro 5,15000.0
295,Kia,Sportage,2021.0,SUV,90688.0,Rosu,Diesel,1598.0,136.0,Automata,4x4 (automat),Euro 6,18500.0
296,Mitsubishi,ASX,2016.0,SUV,178000.0,Negru,Benzina,1590.0,117.0,Manuala,Fata,Euro 6,10900.0
297,BMW,X4,2019.0,SUV,73000.0,Gri,Diesel,1995.0,190.0,Automata,Fata,Euro 6,29990.0
298,Opel,Vivaro,2015.0,Monovolum,190000.0,Alb,Diesel,1598.0,125.0,Manuala,Fata,Euro 6,10300.0
299,Citroën,C4 Grand Space Tourer,2020.0,Monovolum,120000.0,Rosu,Diesel,1560.0,120.0,Automata,Fata,Euro 6,13450.0
300,BMW,Seria 7,2021.0,Sedan,104000.0,Alb,Diesel,2993.0,286.0,Automata,4x4 (manual),Euro 6,49990.0
301,Audi,Q7,2016.0,SUV,149000.0,Maro,Diesel,2967.0,272.0,Automata,4x4 (automat),Euro 6,28500.0
302,Renault,Megane,2018.0,Compacta,133000.0,Albastru,Benzina,1332.0,140.0,Manuala,Fata,Euro 6d-Temp,11500.0
303,Citroën,Jumper,2010.0,Monovolum,238000.0,Gri,Diesel,2198.0,120.0,Manuala,Fata,Euro 5,10400.0
304,Audi,A7,2012.0,Sedan,262822.0,Bej,Diesel,2967.0,313.0,Automata,4x4 (automat),Euro 5,16500.0
305,Mercedes-Benz,E,2024.0,Sedan,51000.0,Negru,Diesel,1993.0,197.0,Automata,Spate,Euro 6,53899.99
306,Volkswagen,Golf,2009.0,Compacta,350280.0,Negru,Diesel,1968.0,110.0,Manuala,Fata,Euro 5,3750.0
307,BMW,X5 M,2020.0,SUV,142000.0,Alb,Diesel,2993.0,400.0,Automata,4x4 (automat),Euro 6d-Temp,49900.0
308,Skoda,Octavia,2019.0,Combi,204353.0,Bej,Benzina,1498.0,150.0,Automata,Fata,Euro 6,12490.0
309,Volkswagen,Taigo,2025.0,SUV,13000.0,Gri,Benzina,999.0,110.0,Automata,Fata,Euro 6d,21650.0
310,Renault,Megane,2014.0,Compacta,270000.0,Gri,Diesel,1461.0,110.0,Manuala,Fata,Euro 5,4999.0
311,Nissan,Qashqai,2015.0,SUV,172316.0,Maro,Diesel,1598.0,130.0,Automata,Fata,Euro 5,12290.0
312,Skoda,Octavia,2021.0,Compacta,129566.0,Gri,Benzina,1498.0,150.0,Manuala,Fata,Euro 6,16700.0
313,BMW,X4 M,2018.0,SUV,99200.0,Alb,Diesel,2993.0,326.0,Automata,4x4 (automat),Euro 6,36200.0
314,Renault,Kadjar,2016.0,SUV,232000.0,Argint,Diesel,1461.0,110.0,Manuala,Fata,Euro 6,11750.0
315,BMW,Seria 1,2010.0,Masina de oras,247452.0,Negru,Diesel,1995.0,204.0,Automata,Spate,Euro 5,6990.0
316,BMW,Seria 5,2009.0,Sedan,366600.0,Gri,Diesel,1995.0,177.0,Manuala,Spate,Euro 5,3999.0
317,Mercedes-Benz,A,2024.0,Compacta,10468.0,Argint,Benzina,1332.0,163.0,Automata,Fata,Euro 6,31900.0
318,Seat,Ateca,2017.0,SUV,212300.0,Gri,Diesel,1968.0,190.0,Automata,4x4 (automat),Euro 6,15990.0
319,Volkswagen,Tiguan,2014.0,SUV,208550.0,Alb,Diesel,1968.0,177.0,Automata,4x4 (automat),Euro 5,13370.0
320,Skoda,Octavia,2021.0,Combi,187000.0,Argint,Diesel,1968.0,149.0,Automata,Fata,Euro 6b,16250.0
321,Volkswagen,Polo,2023.0,Masina de oras,53230.0,Argint,Benzina,999.0,110.0,Automata,Fata,Euro 6,16490.0
322,Peugeot,3008,2017.0,SUV,170000.0,Negru,Benzina,1199.0,130.0,Automata,Fata,Euro 6,12950.0
323,Dacia,Duster,2018.0,SUV,188000.0,Albastru,Benzina,1199.0,125.0,Manuala,4x4 (manual),Euro 6,9690.0
324,Toyota,C-HR,2023.0,SUV,95500.0,Negru,Hibrid,1798.0,122.0,Automata,Fata,Euro 6,22400.0
325,Audi,A3,2011.0,Compacta,220000.0,Negru,Benzina,1390.0,125.0,Automata,Fata,Euro 5,6990.0
326,Peugeot,308,2019.0,Compacta,133990.0,Albastru,Benzina,1199.0,110.0,Manuala,Fata,Euro 6,7990.0
327,BMW,Seria 7,2019.0,Sedan,177260.0,Negru,Diesel,2993.0,265.0,Automata,4x4 (automat),Euro 6,45780.35
328,Dacia,Duster,2019.0,SUV,141747.0,Alb,Diesel,1461.0,115.0,Manuala,4x4 (automat),Euro 6,12390.0
329,Volkswagen,Tiguan,2012.0,SUV,223000.0,Maro,Diesel,1968.0,140.0,Manuala,4x4 (manual),Euro 5,10800.0
330,DS Automobiles,DS 7 Crossback,2019.0,SUV,158488.0,Rosu,Diesel,1998.0,180.0,Automata,Fata,Euro 6,19990.0
331,Mini,Cooper S,2021.0,Compacta,55000.0,Albastru,Benzina,1998.0,178.0,Automata,Fata,Euro 6d,23500.0
332,Audi,A5,2012.0,Coupe,296500.0,Gri,Diesel,1968.0,177.0,Automata,Fata,Euro 5,10499.0
333,Skoda,Octavia,2025.0,Sedan,4850.0,Gri,Diesel,1968.0,150.0,Automata,Fata,Euro 6,32499.39
334,Renault,Talisman,2020.0,Sedan,144500.0,Alb,Diesel,1997.0,200.0,Automata,Fata,Euro 6d-Temp,19000.0
335,Mercedes-Benz,C,2017.0,Sedan,242765.0,Negru,Diesel,2143.0,170.0,Automata,Spate,Euro 6,16990.0
336,Audi,Q5,2020.0,SUV,119000.0,Negru,Diesel,1968.0,190.0,Automata,4x4 (automat),Euro 6,28800.0
337,Volvo,V40,2015.0,Compacta,330000.0,Alb,Diesel,1969.0,190.0,Manuala,Fata,Euro 5,5999.0
338,Audi,A3,2015.0,Compacta,230000.0,Gri,Diesel,1968.0,150.0,Manuala,Fata,Euro 6,10490.0
339,Audi,Q3,2020.0,SUV,74000.0,Negru,Diesel,1968.0,150.0,Automata,4x4 (automat),Euro 6,29800.0
340,Seat,Leon,2021.0,Combi,148061.0,Rosu,Benzina,1498.0,150.0,Manuala,Fata,Euro 6,13900.0
341,Toyota,Auris,2013.0,Combi,229000.0,Alb,Hibrid,1798.0,99.0,Automata,Fata,Euro 5b,9400.0
342,BMW,Seria 5,2021.0,Sedan,113320.0,Gri,Diesel,1995.0,150.0,Automata,Spate,Euro 6d,28499.13
343,BMW,X3,2024.0,SUV,5500.0,Gri,Benzina,1998.0,245.0,Automata,4x4 (automat),Euro 6,60379.0
344,Seat,Tarraco,2022.0,SUV,92838.0,Negru,Diesel,1968.0,150.0,Automata,Fata,Euro 6,26100.0
345,Audi,Q5,2016.0,SUV,266000.0,Alb,Diesel,1968.0,190.0,Automata,Fata,Euro 6,14600.0
346,Skoda,Kodiaq,2017.0,SUV,286000.0,Albastru,Diesel,1968.0,190.0,Automata,4x4 (automat),Euro 6,15800.0
347,BMW,X1,2023.0,SUV,79500.0,Alb,Diesel,1995.0,150.0,Automata,Fata,Euro 6,32400.0
348,BMW,Seria 5,2019.0,Combi,112604.0,Albastru,Diesel,1995.0,190.0,Automata,Spate,Euro 6d,24500.0
349,Ford,Fiesta,2020.0,Masina de oras,86303.0,Alb,Benzina,998.0,95.0,Manuala,Fata,Euro 6,9400.0
350,Peugeot,3008,2021.0,SUV,122000.0,Rosu,Benzina,1199.0,130.0,Automata,Fata,Euro 6c,15990.0
351,Volkswagen,Polo,2011.0,Masina de oras,245000.0,Rosu,Benzina,1197.0,105.0,Manuala,Fata,Euro 5,4990.0
352,Mercedes-Benz,CLA,2020.0,Sedan,53074.0,Galben/Auriu,Diesel,1461.0,116.0,Automata,Fata,Euro 6,29490.0
353,Volkswagen,Jetta,2011.0,Sedan,128854.0,Gri,Benzina,1197.0,105.0,Manuala,Fata,Euro 5,7500.0
354,Ford,Focus,2015.0,Compacta,100700.0,Negru,Benzina,999.0,100.0,Manuala,Fata,Euro 6,7990.0
355,Volkswagen,Passat,2020.0,Combi,174698.0,Negru,Hibrid Plug-In,1498.0,204.0,Automata,Fata,Euro 6b,17690.0
356,Hyundai,Tucson,2016.0,SUV,175389.0,Maro,Diesel,1995.0,136.0,Manuala,Fata,Euro 6,14990.0
357,Peugeot,208,2020.0,Masina de oras,130586.0,Rosu,Benzina,1199.0,101.0,Manuala,Fata,Euro 6,12690.0
358,Toyota,RAV4,2014.0,SUV,195000.0,Maro,Diesel,2231.0,150.0,Automata,4x4 (automat),Euro 5,15800.0
359,BMW,X6,2014.0,SUV,298000.0,Alb,Diesel,2993.0,258.0,Automata,4x4 (automat),Euro 5,16980.0
360,Skoda,Fabia,2012.0,Masina de oras,240000.0,Alb,Diesel,1598.0,90.0,Manuala,Fata,Euro 5,4490.0
361,BMW,Seria 3,2023.0,Combi,48000.0,Gri,Diesel,1995.0,190.0,Automata,4x4 (automat),Euro 6,28490.0
362,Hyundai,i40,2015.0,Combi,179782.0,Gri,Diesel,1685.0,136.0,Automata,Fata,Euro 5,9550.0
363,Audi,A5,2014.0,Sedan,293418.0,Gri,Diesel,1968.0,150.0,Automata,Fata,Euro 5,11600.0
364,Dacia,Logan,2021.0,Sedan,156000.0,Alb,Benzina + GPL,999.0,100.0,Manuala,Fata,Euro 6,10490.0
365,Skoda,Octavia,2014.0,Sedan,260000.0,Negru,Benzina,1197.0,105.0,Manuala,Fata,Euro 5,5990.0
366,Mercedes-Benz,Vito,2016.0,Monovolum,201687.0,Argint,Diesel,1598.0,114.0,Manuala,Fata,Euro 6,16900.0
367,Audi,A4,2016.0,Combi,249000.0,Negru,Diesel,1968.0,190.0,Automata,4x4 (automat),Euro 6,15000.0
368,Land Rover,Discovery,2022.0,SUV,17000.0,Maro,Diesel,2996.0,300.0,Automata,4x4 (automat),Euro 6c,78650.0
369,Audi,A5,2010.0,Sedan,253000.0,Gri,Diesel,1968.0,170.0,Manuala,Fata,Euro 5,8950.0
370,Volvo,V60,2014.0,Combi,250000.0,Argint,Hibrid Plug-In,1969.0,283.0,Automata,4x4 (automat),Euro 6,11700.0
371,BMW,Seria 5,2009.0,Sedan,282500.0,Negru,Diesel,1995.0,177.0,Automata,Spate,Euro 5,7699.0
372,Citroën,DS5,2013.0,Compacta,248950.0,Alb,Diesel,1560.0,115.0,Automata,Fata,Euro 5,9990.0
373,Hyundai,Tucson,2016.0,SUV,256000.0,Argint,Diesel,1995.0,136.0,Manuala,4x4 (automat),Euro 6,13990.0
374,Volkswagen,Tiguan,2013.0,SUV,293000.0,Maro,Diesel,1968.0,110.0,Manuala,Fata,Euro 5,9350.0
375,Audi,A6 Allroad,2015.0,Combi,225000.0,Maro,Diesel,2967.0,218.0,Automata,4x4 (automat),Euro 6,17500.0
376,Audi,A6,2015.0,Combi,283000.0,Albastru,Diesel,1968.0,150.0,Automata,Fata,Euro 6,14700.0
377,Volvo,XC 60,2019.0,SUV,139000.0,Albastru,Hibrid Plug-In,1969.0,303.0,Automata,4x4 (automat),Euro 6,27989.72
378,Mercedes-Benz,S,2021.0,Sedan,79151.0,Alb,Benzina,2999.0,367.0,Automata,4x4 (automat),Euro 6,78899.26
379,Audi,Q2,2018.0,SUV,160000.0,Negru,Benzina,1395.0,150.0,Automata,Fata,Euro 6,16990.0
380,BMW,X1,2021.0,SUV,124500.0,Gri,Hibrid Plug-In,1499.0,220.0,Automata,4x4 (manual),Euro 6d-Temp,19450.0
381,Hyundai,Tucson,2016.0,SUV,154000.0,Negru,Diesel,1995.0,136.0,Manuala,4x4 (automat),Euro 6,14490.0
382,Volkswagen,Tiguan,2011.0,SUV,219889.0,Alb,Diesel,1968.0,170.0,Manuala,4x4 (automat),Euro 5,8900.0
383,Dacia,Sandero Stepway,2012.0,Compacta,181468.0,Gri,Diesel,1496.0,90.0,Manuala,Fata,Euro 5,4200.0
384,Peugeot,2008,2016.0,Compacta,114500.0,Alb,Benzina,1199.0,110.0,Manuala,Fata,Euro 6,6999.0
385,Mercedes-Benz,GLE,2025.0,SUV,5896.0,Gri,Hibrid Plug-In,1993.0,333.0,Automata,4x4 (automat),Euro 6,96899.22
386,BMW,Seria 5,2020.0,Combi,198100.0,Gri,Benzina,1998.0,184.0,Automata,Spate,Euro 6,20990.0
387,Toyota,Avensis,2012.0,Combi,202000.0,Negru,Diesel,2231.0,177.0,Manuala,Fata,Euro 5,7200.0
388,Seat,Exeo,2009.0,Sedan,230000.0,Rosu,Diesel,1968.0,170.0,Manuala,Fata,Euro 5,3000.0
389,BMW,Seria 6,2016.0,Sedan,139000.0,Alte culori,Diesel,2993.0,313.0,Automata,4x4 (automat),Euro 6d-Temp,26980.0
390,Opel,Astra,2019.0,Combi,155000.0,Gri,Diesel,1598.0,136.0,Manuala,Fata,Euro 6d,7700.0
391,BMW,Seria 5,2016.0,Combi,267522.0,Maro,Diesel,1995.0,190.0,Automata,Spate,Euro 6b,12500.0
392,Mazda,CX-80,2024.0,SUV,4600.0,Gri,Hibrid Plug-In,2488.0,327.0,Automata,4x4 (automat),Euro 6,51000.0
393,Renault,Kadjar,2019.0,SUV,135619.0,Gri,Diesel,1749.0,150.0,Manuala,4x4 (automat),Euro 6,17500.0
394,Volvo,XC 60,2019.0,SUV,80000.0,Alb,Hibrid Plug-In,1969.0,303.0,Automata,4x4 (automat),Euro 6,30990.0
395,BMW,X1,2013.0,SUV,250000.0,Alb,Diesel,1995.0,143.0,Automata,4x4 (automat),Euro 6,10490.0
396,Jaguar,XF,2016.0,Sedan,170000.0,Alb,Diesel,2179.0,163.0,Automata,Spate,Euro 6,11990.0
397,Porsche,Cayenne,2015.0,SUV,200000.0,Negru,Hibrid Plug-In,2999.0,333.0,Automata,4x4 (automat),Euro 6,25990.0
398,Toyota,RAV4,2016.0,SUV,170000.0,Alb,Hibrid,2494.0,155.0,Automata,4x4 (automat),Euro 6,18490.0
399,Volvo,XC 60,2019.0,SUV,130000.0,Negru,Hibrid Plug-In,1969.0,303.0,Automata,4x4 (automat),Euro 6,30490.0
400,Volvo,XC 60,2020.0,SUV,110000.0,Negru,Diesel,1969.0,190.0,Automata,Fata,Euro 6,27490.0
401,Seat,Leon,2016.0,Compacta,199563.0,Negru,Diesel,1968.0,184.0,Automata,Fata,Euro 6,11200.0
402,Skoda,Octavia,2021.0,Sedan,39000.0,Gri,Benzina,1984.0,245.0,Automata,Fata,Euro 6b,27300.0
403,Mercedes-Benz,GLE,2017.0,SUV,200816.0,Negru,Benzina,2996.0,367.0,Automata,4x4 (automat),Euro 6,29950.0
404,Volkswagen,Golf,2015.0,Combi,201000.0,Negru,Diesel,1598.0,110.0,Automata,Fata,Euro 6,9200.0
405,BMW,Seria 3,2015.0,Combi,165631.0,Albastru,Diesel,1995.0,190.0,Automata,4x4 (automat),Euro 6,16700.0
406,Volkswagen,Golf,2009.0,Compacta,260000.0,Gri,Benzina,1390.0,160.0,Manuala,Fata,Euro 5,4490.0
407,BMW,Seria 7,2016.0,Sedan,118000.0,Negru,Benzina,2979.0,326.0,Automata,Spate,Euro 6,31780.0
408,Volkswagen,Tiguan,2012.0,SUV,235000.0,Gri,Diesel,1968.0,140.0,Automata,4x4 (automat),Euro 5,8990.0
409,Renault,Clio,2016.0,Combi,201000.0,Alb,Benzina,898.0,90.0,Manuala,Fata,Euro 6,5989.5
410,Peugeot,308,2018.0,Compacta,99200.0,Gri,Benzina,1199.0,130.0,Automata,Fata,Euro 6,8500.0
411,Volkswagen,Transporter,2019.0,Monovolum,186000.0,Gri,Diesel,1996.0,150.0,Manuala,Fata,Euro 6c,14300.0
412,Volkswagen,Passat,2018.0,Combi,260000.0,Gri,Diesel,1968.0,150.0,Automata,Fata,Euro 6,10499.0
413,Mercedes-Benz,CLA,2014.0,Sedan,189192.0,Argint,Benzina,1991.0,211.0,Automata,Fata,Euro 5,15850.0
414,Audi,A5,2010.0,Cabrio,280000.0,Gri,Diesel,1968.0,170.0,Manuala,Fata,Euro 5,7500.0
415,Audi,A4,2009.0,Combi,194000.0,Albastru,Diesel,1968.0,143.0,Manuala,Fata,Euro 5,6350.0
416,Volkswagen,Caddy,2019.0,Combi,190000.0,Alb,Diesel,1968.0,102.0,Automata,Fata,Euro 6d-Temp,12750.0
417,Renault,Talisman,2017.0,Combi,222865.0,Gri,Diesel,1598.0,130.0,Manuala,Fata,Euro 6,8990.0
