make,model,year,body_type,mileage,door_count,nr_seats,color,fuel_type,engine_capacity,engine_power,gearbox,transmission,pollution_standard,price,apple_carplay,android_auto,bluetooth,wireless_charging,navigation,internet,usb_port,head_up_display,ac,climatronic,climatronic_2zone,climatronic_3zone,climatronic_4zone,panoramic_roof,electric_sunroof,manual_sunroof,rear_glass_sunroof,upholstery_alcantara,upholstery_leather_mix,upholstery_leather,upholstery_fabric,electric_driver_seat,heated_driver_seat,heated_passenger_seat,ventilated_front_seats,ventilated_rear_seats,memory_seat,front_armrest,sport_steering_wheel,paddle_shifters,keyless_entry,keyless_go,heated_windshield,air_suspension,sport_suspension,predictive_acc,cruise_control,adaptive_cruise,bi_xenon,laser_lights,led_lights,xenon,dynamic_lights,follow_me_home,front_park_sensors,rear_park_sensors,park_assist,auto_park,camera_360,rear_camera,folding_mirrors,blind_spot,lane_assist,distance_control,autonomous_driving,isofix,equipment_count,is_well_equipped,equipment_tier
Nissan,Qashqai,2018,SUV,140000,5.0,5.0,Alb,Diesel,1600,130,Automata,Fata,Euro 6,15850.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,12,1,premium
Dacia,Logan,2015,Combi,157000,4.0,5.0,Albastru,Benzina,898,90,Manuala,Fata,Euro 6,4500.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,basic
KGM,Torres,2025,SUV,10,5.0,5.0,Bej,Hibrid,1497,204,Automata,Fata,Euro 6d-Temp,35989.03,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,15,1,ultra
Ford,Puma,2021,SUV,67000,5.0,5.0,Negru,Benzina,999,125,Manuala,Fata,Euro 6,12990.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,standard
BMW,X5 M,2021,SUV,132892,5.0,5.0,Negru,Diesel,2993,400,Automata,4x4 (automat),Euro 6,53990.0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,17,1,ultra
Nissan,Qashqai,2019,SUV,140000,5.0,5.0,Gri,Benzina,1332,160,Automata,Fata,Euro 6,15250.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,13,1,premium
Kia,Sportage,2020,SUV,105356,5.0,5.0,Maro,Benzina,1591,132,Manuala,Fata,Euro 6,14999.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,12,1,premium
Nissan,Qashqai,2014,SUV,192953,5.0,5.0,Gri,Diesel,1461,110,Manuala,Fata,Euro 5,9990.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,12,1,premium
Volkswagen,Sharan,2012,Monovolum,261314,5.0,5.0,Maro,Diesel,1968,170,Manuala,Fata,Euro 5,9990.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,12,1,premium
BMW,Seria 6,2011,Cabrio,155462,2.0,4.0,Albastru,Benzina,2979,320,Automata,Spate,Euro 5,21450.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,10,1,premium
BMW,Seria 5,2018,Sedan,186355,4.0,5.0,Negru,Hibrid Plug-In,1998,184,Automata,4x4 (automat),Euro 6,23500.0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,17,1,ultra
Renault,Kadjar,2019,SUV,174000,5.0,5.0,Verde,Benzina,1332,140,Automata,Fata,Euro 6,13750.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,10,1,premium
Seat,Altea,2012,Compacta,190000,5.0,5.0,Alb,Benzina,1390,125,Manuala,Fata,Euro 5,3999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,basic
Volkswagen,Passat,2011,Combi,268000,5.0,5.0,Negru,Diesel,1968,140,Automata,Fata,Euro 5,6999.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,10,1,premium
Audi,A3,2004,Compacta,347500,5.0,5.0,Argint,Diesel,1968,140,Manuala,Fata,Euro 4,3500.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,basic
Dacia,Duster,2021,SUV,114700,5.0,5.0,Alb,Diesel,1461,115,Manuala,4x4 (automat),Euro 6,12790.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,0,standard
BMW,X6,2016,SUV,186500,5.0,5.0,Negru,Diesel,2993,258,Automata,4x4 (automat),Euro 6,19999.0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,17,1,ultra
Mercedes-Benz,CLE,2025,Coupe,14804,2.0,4.0,Gri,Benzina,2999,449,Automata,4x4 (manual),Euro 6b,103347.31,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,18,1,ultra
Mitsubishi,Eclipse-Cross,2022,SUV,78496,5.0,5.0,Negru,Hibrid Plug-In,2360,188,Automata,4x4 (automat),Euro 6,24990.01,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,15,1,ultra
Mercedes-Benz,CLA,2020,Compacta,116000,4.0,5.0,Negru,Diesel,1950,190,Automata,Fata,Euro 6,29000.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,13,1,premium
Opel,Corsa,2016,Compacta,287321,5.0,5.0,Negru,Benzina,1398,90,Manuala,Fata,Euro 6,3700.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,basic
BMW,Seria 1,2009,Compacta,222700,5.0,5.0,Negru,Diesel,1995,143,Manuala,Spate,Euro 5,4499.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,8,1,standard
Hyundai,Tucson,2024,SUV,15000,5.0,5.0,Gri,Benzina,1598,160,Automata,Fata,Euro 6,25990.0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,14,1,premium
Mercedes-Benz,GLE,2023,SUV,39000,5.0,5.0,Argint,Benzina,2999,435,Automata,4x4 (automat),Euro 6,89000.0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,19,1,ultra
BMW,Seria 8,2018,Coupe,121000,2.0,4.0,Albastru,Diesel,2993,320,Automata,4x4 (automat),Euro 6d,44899.47,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,16,1,ultra
Volkswagen,T-Cross,2019,SUV,137000,5.0,5.0,Alb,Benzina,999,115,Manuala,Fata,Euro 6d-Temp,10600.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,11,1,premium
Toyota,C-HR,2021,SUV,94260,5.0,5.0,Alb,Hibrid,1798,122,Automata,Fata,Euro 6,20250.56,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,6,0,standard
Audi,A4,2021,Sedan,65768,4.0,5.0,Negru,Benzina,1984,150,Automata,Fata,Euro 6,23490.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,11,1,premium
BMW,X3,2022,SUV,213000,5.0,5.0,Negru,Diesel,1995,190,Automata,4x4 (automat),Euro 6,29990.0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,18,1,ultra
Renault,Captur,2019,SUV,106000,5.0,5.0,Alte culori,Benzina,1333,130,Manuala,Fata,Euro 6,10850.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6,0,standard
Mercedes-Benz,GLC,2025,Coupe,5789,5.0,5.0,Negru,Benzina,1999,204,Automata,4x4 (manual),Euro 6d-Temp,69900.49,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,16,1,ultra
Ford,Kuga,2024,SUV,17000,5.0,5.0,Alb,Hibrid Plug-In,2488,243,Automata,Fata,Euro 6b,34900.0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,19,1,ultra
BMW,X5,2020,SUV,220000,5.0,5.0,Negru,Diesel,1995,231,Automata,4x4 (manual),Euro 6b,33990.0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,17,1,ultra
Nissan,Qashqai,2016,SUV,247821,5.0,5.0,Negru,Diesel,1598,130,Automata,Fata,Euro 6,12599.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,14,1,premium
Mazda,CX-30,2023,SUV,441,5.0,5.0,Rosu,Benzina,1998,186,Manuala,Fata,Euro 6,29740.0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,14,1,premium
Opel,Grandland X,2018,SUV,187151,5.0,5.0,Albastru,Benzina,1199,130,Automata,Fata,Euro 6,11899.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,12,1,premium
Nissan,Qashqai,2014,SUV,175095,5.0,5.0,Alb,Diesel,1598,130,Automata,Fata,Euro 5,11599.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,10,1,premium
Toyota,Yaris,2025,Masina de oras,1827,5.0,5.0,Albastru,Hibrid,1490,116,Automata,Fata,Euro 6,22990.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,12,1,premium
Skoda,Octavia,2021,Sedan,58850,5.0,5.0,Gri,Benzina,1498,150,Manuala,Fata,Euro 6,17989.99,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,13,1,premium
Volkswagen,Touareg,2021,SUV,168000,5.0,5.0,Negru,Hibrid Plug-In,2995,381,Automata,4x4 (automat),Euro 6,40000.0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,14,1,premium
Toyota,Tacoma,2026,SUV,50,4.0,5.0,Alte culori,Hibrid,2393,326,Automata,4x4 (manual),Euro 6,106359.0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,16,1,ultra
Audi,A6,2019,Sedan,142000,4.0,5.0,Gri,Benzina,2967,245,Automata,Fata,Euro 6,28300.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,16,1,ultra
Mercedes-Benz,SL 63 AMG,2012,Cabrio,235000,2.0,2.0,Gri,Benzina,5461,564,Automata,Spate,Euro 4,37950.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,standard
BMW,X2,2018,SUV,230000,5.0,5.0,Gri,Diesel,1995,190,Automata,4x4 (manual),Euro 6,16990.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,14,1,premium
Opel,Insignia,2013,Combi,172200,5.0,5.0,Albastru,Diesel,1956,195,Automata,4x4 (automat),Euro 5,9980.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,12,1,premium
Volvo,V60,2015,Combi,219000,5.0,5.0,Negru,Hibrid Plug-In,2400,280,Automata,4x4 (manual),Euro 6,8750.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,8,1,standard
Volkswagen,Touareg,2020,SUV,146777,5.0,5.0,Alb,Diesel,2967,231,Automata,4x4 (automat),Euro 6,30990.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,basic
Renault,Clio,2021,Masina mica,35556,5.0,5.0,Alb,Benzina,999,90,Manuala,Fata,Euro 6,9950.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,basic
BMW,X3,2014,SUV,152000,5.0,5.0,Gri,Diesel,2993,258,Automata,4x4 (automat),Euro 6,18000.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,14,1,premium
Ford,Kuga,2021,SUV,132779,5.0,5.0,Albastru,Hibrid Plug-In,2488,225,Automata,Fata,Euro 6,17950.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,11,1,premium
Dacia,Logan,2018,Sedan,125300,4.0,5.0,Alb,Benzina,998,73,Manuala,Fata,Euro 6,6499.52,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,basic
DS Automobiles,DS 7 Crossback,2021,SUV,106950,5.0,5.0,Gri,Hibrid Plug-In,1598,200,Automata,4x4 (automat),Euro 6d-Temp,19950.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,14,1,premium
Toyota,C-HR,2024,SUV,130000,5.0,5.0,Alb,Benzina,1987,197,Automata,Fata,Euro 6,24500.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,16,1,ultra
Mercedes-Benz,A 250,2021,Sedan,174000,4.0,5.0,Alb,Hibrid Plug-In,1332,218,Automata,Fata,Euro 6,22995.0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,16,1,ultra
Citroën,C4 Cactus,2019,SUV,188953,5.0,5.0,Gri,Benzina,1199,110,Automata,Fata,Euro 6,9990.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,16,1,ultra
Renault,Espace,2021,Monovolum,183162,5.0,5.0,Albastru,Diesel,1997,160,Automata,Fata,Euro 6,16990.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,16,1,ultra
Kia,XCeed,2021,Compacta,159377,5.0,5.0,Gri,Hibrid Plug-In,1580,141,Automata,Fata,Euro 6,15490.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,13,1,premium
Mazda,CX-5,2021,SUV,181452,5.0,5.0,Rosu,Diesel,2191,150,Automata,Fata,Euro 6,17990.0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,15,1,ultra
Audi,Q5,2022,SUV,168326,5.0,5.0,Negru,Diesel,1968,163,Automata,Fata,Euro 6,25490.0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,14,1,premium
Audi,A4,2023,Sedan,152047,4.0,5.0,Negru,Diesel,1968,136,Automata,Fata,Euro 6,21990.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,13,1,premium
Volkswagen,Golf,2019,Combi,173338,5.0,5.0,Gri,Benzina,999,115,Automata,Fata,Euro 6,10490.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,10,1,premium
BMW,Seria 3,2020,Combi,196214,5.0,5.0,Gri,Diesel,1995,150,Automata,Spate,Euro 6d,16990.0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,11,1,premium
Mercedes-Benz,C,2010,Combi,387000,4.0,5.0,Negru,Diesel,2143,170,Automata,Spate,Euro 5,5100.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,0,standard
Audi,Q3,2021,SUV,81960,5.0,5.0,Alb,Hibrid Plug-In,1395,245,Automata,Fata,Euro 6,26900.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,12,1,premium
Renault,Arkana,2023,SUV,165386,5.0,5.0,Negru,Hibrid,1598,145,Automata,Fata,Euro 6,16490.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,13,1,premium
Audi,A4,2022,Sedan,188922,4.0,5.0,Albastru,Diesel,1968,136,Automata,Fata,Euro 6,20990.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,15,1,ultra
Seat,Arona,2021,SUV,139876,5.0,5.0,Negru,Diesel,1598,95,Automata,Fata,Euro 6,14490.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,8,1,standard
Ford,Kuga,2023,SUV,166599,5.0,5.0,Gri,Hibrid,2488,190,Automata,Fata,Euro 6,14899.94,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,13,1,premium
Peugeot,2008,2022,SUV,168518,5.0,5.0,Negru,Benzina,1199,130,Automata,Fata,Euro 6,13990.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,10,1,premium
Volkswagen,Passat,2020,Sedan,189986,4.0,5.0,Maro,Diesel,1968,150,Automata,Fata,Euro 6,16990.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,15,1,ultra
Peugeot,3008,2021,SUV,169567,5.0,5.0,Gri,Diesel,1499,130,Automata,Fata,Euro 6,15990.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,13,1,premium
Peugeot,3008,2019,SUV,136402,5.0,5.0,Negru,Benzina,1598,181,Automata,Fata,Euro 6,15490.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,14,1,premium
Volkswagen,Passat,2020,Sedan,174985,4.0,5.0,Albastru,Diesel,1598,120,Automata,Fata,Euro 6,15490.0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,11,1,premium
