make,model,year,body_type,mileage,door_count,nr_seats,color,fuel_type,engine_capacity,engine_power,gearbox,transmission,pollution_standard,price,apple_carplay,android_auto,bluetooth,wireless_charging,navigation,internet,usb_port,head_up_display,ac,climatronic,climatronic_2zone,climatronic_3zone,climatronic_4zone,panoramic_roof,electric_sunroof,manual_sunroof,rear_glass_sunroof,upholstery_alcantara,upholstery_leather_mix,upholstery_leather,upholstery_fabric,electric_driver_seat,heated_driver_seat,heated_passenger_seat,ventilated_front_seats,ventilated_rear_seats,memory_seat,front_armrest,sport_steering_wheel,paddle_shifters,keyless_entry,keyless_go,heated_windshield,air_suspension,sport_suspension,predictive_acc,cruise_control,adaptive_cruise,bi_xenon,laser_lights,led_lights,xenon,dynamic_lights,follow_me_home,front_park_sensors,rear_park_sensors,park_assist,auto_park,camera_360,rear_camera,folding_mirrors,blind_spot,lane_assist,distance_control,autonomous_driving,isofix,equipment_count,is_well_equipped,equipment_tier
Renault,Austral,2025,SUV,4000,5.0,5.0,Gri,Benzina,1199,200,Automata,Fata,Euro 6d,40800.0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,17,1,ultra
Audi,A4,2015,Combi,249382,5.0,5.0,Negru,Diesel,1968,190,Automata,4x4 (automat),Euro 6b,12390.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,standard
Ford,Focus,2019,Compacta,68507,5.0,5.0,Albastru,Benzina,999,125,Automata,Fata,Euro 6,11699.0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11,1,premium
BMW,Seria 3,2022,Combi,112400,5.0,5.0,Alb,Diesel,1995,190,Automata,Spate,Euro 6d-Temp,23140.0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,16,1,ultra
Volkswagen,Passat,2012,Sedan,545426,5.0,5.0,Bej,Diesel,1598,105,Manuala,Fata,Euro 5,4000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,standard
BMW,Seria 1,2007,Compacta,221000,5.0,5.0,Gri,Benzina,1596,115,Manuala,Spate,Euro 4,4950.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,standard
Nissan,Qashqai,2015,SUV,226707,5.0,5.0,Alb,Diesel,1461,110,Manuala,Fata,Euro 5,11400.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,10,1,premium
BMW,Seria 5,2025,Sedan,34000,4.0,5.0,Gri,Hibrid Plug-In,2998,489,Automata,4x4 (automat),Euro 6,76900.0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,17,1,ultra
Seat,Leon,2020,Combi,261000,5.0,5.0,Alb,Diesel,1968,149,Automata,Fata,Euro 6,11200.0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,13,1,premium
Fiat,Tipo,2017,Sedan,288805,4.0,5.0,Negru,Diesel,1248,95,Manuala,Fata,Euro 6b,5300.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,basic
Skoda,Octavia,2019,Sedan,198764,5.0,5.0,Gri,Benzina,1498,150,Automata,Fata,Euro 6,14500.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6,0,standard
Volkswagen,Tiguan,2019,SUV,151890,5.0,7.0,Negru,Benzina,1498,150,Automata,Fata,Euro 6,24998.6,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,16,1,ultra
Volkswagen,Passat,2015,Combi,276576,5.0,5.0,Alb,Diesel,1968,150,Automata,Fata,Euro 6,9900.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,11,1,premium
Ford,Focus,2015,Combi,237250,5.0,5.0,Argint,Diesel,1498,120,Manuala,Fata,Euro 6,6250.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,10,1,premium
Volkswagen,Passat,2015,Combi,318000,5.0,5.0,Gri,Diesel,1968,150,Automata,Fata,Euro 6,11000.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,11,1,premium
Suzuki,Swift,2011,Masina de oras,235000,5.0,5.0,Rosu,Benzina,1242,94,Automata,Fata,Euro 5,6250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,basic
Mercedes-Benz,CLA,2020,Sedan,156489,4.0,5.0,Negru,Benzina,1332,163,Automata,Fata,Euro 6,27950.0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,18,1,ultra
Hyundai,i30,2021,Compacta,69000,5.0,5.0,Alb,Benzina,1498,110,Manuala,Fata,Euro 6,11250.58,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,6,0,standard
Toyota,Supra,2023,Coupe,10500,3.0,2.0,Gri,Benzina,1998,258,Automata,Spate,Euro 6,48500.0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,12,1,premium
Dacia,Duster,2014,SUV,194000,5.0,5.0,Maro,Diesel,1461,110,Manuala,4x4 (manual),Euro 5,8990.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,9,1,standard
Mercedes-Benz,CLA,2020,Sedan,167000,4.0,5.0,Gri,Diesel,1461,116,Automata,Fata,Euro 6,24200.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,15,1,ultra
BMW,X6,2024,SUV,23000,5.0,5.0,Maro,Diesel,2993,298,Automata,4x4 (automat),Euro 6,87725.0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,18,1,ultra
Volvo,XC 60,2023,SUV,130000,5.0,5.0,Rosu,Diesel,1969,197,Automata,4x4 (automat),Euro 6,35985.4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,15,1,ultra
Renault,Megane,2020,Combi,140000,5.0,5.0,Albastru,Diesel,1461,116,Automata,Fata,Euro 6,8999.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,basic
MG,EHS,2022,SUV,102833,5.0,5.0,Negru,Hibrid Plug-In,1490,258,Automata,Fata,Euro 6d,18331.5,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,15,1,ultra
Nissan,Qashqai,2011,SUV,220000,5.0,5.0,Gri,Benzina,1598,115,Manuala,Fata,Euro 5,6950.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,standard
Audi,A3,2014,Compacta,276792,5.0,5.0,Negru,Diesel,1598,110,Manuala,Fata,Euro 6,7199.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,9,1,standard
Opel,Zafira,2012,Monovolum,223000,5.0,7.0,Argint,Diesel,1686,110,Manuala,Fata,Euro 5,3499.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,basic
Peugeot,Partner,2017,Monovolum,42000,5.0,5.0,Rosu,Benzina,1199,110,Manuala,Fata,Euro 6,7300.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,standard
Skoda,Superb,2010,Combi,307000,5.0,5.0,Gri,Diesel,1968,140,Automata,Fata,Euro 5,4200.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,6,0,standard
BMW,Seria 7,2020,Sedan,61059,4.0,5.0,Negru,Diesel,2993,286,Automata,4x4 (automat),Euro 6,49990.0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,14,1,premium
Mercedes-Benz,S,2022,Sedan,100000,4.0,4.0,Albastru,Hibrid Plug-In,2999,510,Automata,4x4 (automat),Euro 6d-Temp,82578.87,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,19,1,ultra
Mercedes-Benz,GLC,2018,SUV,100000,5.0,5.0,Albastru,Diesel,2143,204,Automata,4x4 (automat),Euro 6,26250.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,11,1,premium
BMW,Seria 4,2017,Sedan,230252,5.0,5.0,Alb,Benzina,1998,252,Automata,4x4 (automat),Euro 6,15490.0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,17,1,ultra
Volvo,XC 90,2021,SUV,169600,5.0,7.0,Negru,Hibrid Plug-In,1969,303,Automata,4x4 (automat),Euro 6,33900.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,9,1,standard
Dacia,Sandero,2015,Masina de oras,179000,5.0,5.0,Albastru,Benzina,898,90,Manuala,Fata,Euro 5,4950.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,basic
DS Automobiles,DS 7 Crossback,2018,SUV,158851,5.0,5.0,Maro,Diesel,1997,180,Automata,Fata,Euro 6d-Temp,18490.0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,17,1,ultra
Volvo,XC 40,2020,SUV,146016,5.0,5.0,Negru,Diesel,1969,150,Automata,Fata,Euro 6b,20450.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,10,1,premium
Citroën,C3 Picasso,2016,Monovolum,188230,5.0,5.0,Alb,Diesel,1560,99,Manuala,Fata,Euro 6,4650.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,basic
Audi,A6,2016,Combi,253565,5.0,5.0,Gri,Diesel,1968,136,Manuala,Fata,Euro 6,12990.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,11,1,premium
Volkswagen,Golf,2019,Compacta,96806,5.0,5.0,Albastru,Diesel,1598,115,Manuala,Fata,Euro 6,12190.75,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,6,0,standard
Mercedes-Benz,A 35 AMG,2022,Sedan,33160,5.0,5.0,Gri,Benzina,1991,306,Automata,4x4 (manual),Euro 6,34500.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,13,1,premium
BMW,X6,2020,SUV,149000,5.0,5.0,Gri,Diesel,2993,265,Automata,4x4 (automat),Euro 6,49500.0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,19,1,ultra
Volkswagen,Taigo,2024,SUV,14956,5.0,5.0,Argint,Benzina,999,115,Manuala,Fata,Euro 6,16400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,basic
Peugeot,508,2021,Coupe,152081,4.0,5.0,Gri,Diesel,1499,130,Automata,Fata,Euro 6d-Temp,16489.99,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,16,1,ultra
Volkswagen,Polo,2011,Masina de oras,220000,5.0,5.0,Negru,Diesel,1598,90,Manuala,Fata,Euro 5,3600.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,standard
Ford,Mondeo,2021,Combi,132100,5.0,5.0,Albastru,Diesel,1997,150,Automata,Fata,Euro 6,12600.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,13,1,premium
Jeep,Gladiator,2023,SUV,4800,4.0,5.0,Albastru,Diesel,2987,264,Automata,4x4 (automat),Euro 6,43500.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,10,1,premium
Ford,Focus,2010,Compacta,211884,5.0,5.0,Negru,Diesel,1560,109,Manuala,Fata,Euro 5,3290.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7,1,standard
Volkswagen,Polo,2011,Masina de oras,184000,5.0,5.0,Albastru,Benzina,1390,86,Automata,Fata,Euro 5,8490.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7,1,standard
Opel,Astra,2011,Compacta,197000,5.0,5.0,Gri,Benzina,1364,140,Automata,Fata,Euro 5,6990.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,basic
Opel,Mokka,2017,SUV,222000,5.0,5.0,Alb,Diesel,1598,136,Manuala,Fata,Euro 6,9490.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,7,1,standard
Nissan,Juke,2013,SUV,172000,5.0,5.0,Alb,Benzina,1598,117,Manuala,Fata,Euro 5,6950.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,basic
Kia,Ceed,2011,Compacta,118000,5.0,5.0,Argint,Benzina,1396,90,Manuala,Fata,Euro 5,5490.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,basic
Ford,Kuga,2018,SUV,155389,5.0,5.0,Gri,Diesel,1498,120,Automata,Fata,Euro 6,12000.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,10,1,premium
Chevrolet,Silverado,2020,SUV,170000,4.0,4.0,Negru,Diesel,2992,280,Automata,4x4 (automat),Euro 6,39900.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,14,1,premium
Volkswagen,Passat,2015,Combi,306000,5.0,5.0,Negru,Diesel,1968,150,Manuala,Fata,Euro 6,11000.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,7,1,standard
Renault,Clio,2019,Combi,129000,5.0,5.0,Alb,Diesel,1461,90,Manuala,Fata,Euro 6,6550.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,basic
BMW,Seria 3,2018,Combi,155936,5.0,5.0,Albastru,Diesel,1995,190,Automata,4x4 (automat),Euro 6b,19500.0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,9,1,standard
Mercedes-Benz,GLE,2021,SUV,138522,5.0,5.0,Argint,Hibrid Plug-In,1950,319,Automata,4x4 (automat),Euro 6,55390.17,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,17,1,ultra
Hyundai,i30,2024,Compacta,36000,5.0,5.0,Alb,Benzina,1498,110,Manuala,Fata,Euro 6d-Temp,15350.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,10,1,premium
Volvo,V90,2019,Combi,198000,5.0,5.0,Alb,Diesel,1969,190,Automata,4x4 (manual),Euro 6d-Temp,21300.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,15,1,ultra
Audi,A4,2012,Sedan,270000,4.0,5.0,Negru,Diesel,1968,177,Manuala,Fata,Euro 5,9500.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,8,1,standard
Toyota,Corolla,2019,Compacta,114217,5.0,5.0,Gri,Hibrid,1987,184,Automata,Fata,Euro 6d,18999.99,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,16,1,ultra
Mini,Countryman,2011,Masina de oras,254000,5.0,5.0,Negru,Diesel,1598,112,Manuala,4x4 (automat),Euro 5,6200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,0,standard
Renault,Megane,2014,Combi,256000,5.0,5.0,Rosu,Diesel,1461,110,Manuala,Fata,Euro 5,4600.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,5,0,standard
Audi,A5,2020,Sedan,219347,5.0,5.0,Gri,Diesel,1968,164,Automata,Fata,Euro 6,24350.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,16,1,ultra
BMW,X1,2014,SUV,181000,5.0,5.0,Maro,Diesel,1995,184,Automata,4x4 (manual),Euro 5,10300.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,basic
Mini,Countryman,2015,Combi,170000,5.0,5.0,Albastru,Benzina,1598,184,Automata,4x4 (automat),Euro 5,10500.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,5,0,standard
BMW,X5,2017,SUV,170000,5.0,5.0,Negru,Diesel,2993,313,Automata,4x4 (automat),Euro 6,28700.0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,19,1,ultra
Renault,Trafic,2017,Monovolum,221000,4.0,3.0,Alb,Diesel,1598,125,Manuala,Fata,Euro 6,11000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,basic
BMW,Seria 4,2022,Sedan,116000,5.0,5.0,Gri,Benzina,1998,184,Automata,Spate,Euro 6,32670.0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,15,1,ultra
Volkswagen,Caddy,2019,Monovolum,60000,5.0,7.0,Gri,Diesel,1968,102,Automata,Fata,Euro 6,19000.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,standard
