make,model,year,body_type,mileage,door_count,nr_seats,color,fuel_type,engine_capacity,engine_power,gearbox,transmission,pollution_standard,price,url
Volvo,XC 60,2025,SUV,13 000 km,5,5,Alte culori,Hibrid Plug-In,1 969 cm3,350 CP,Automata,4x4 (automat),Euro 6d-Temp,62 990,https://www.autovit.ro/autoturisme/anunt/volvo-xc-60-ver-t6-awd-at-phev-plus-bright-ID7HHUtT.html
Volvo,XC 40,2021,SUV,141 226 km,5,5,Gri,Hibrid Plug-In,1 477 cm3,211 CP,Automata,Fata,Euro 6d,24 200,https://www.autovit.ro/autoturisme/anunt/volvo-xc-40-ver-t4-recharge-dkg-inscription-ID7HJ3j4.html
Mercedes-Benz,GLC,2021,SUV,127 482 km,5,5,Negru,Hibrid Plug-In,1 991 cm3,319 CP,Automata,4x4 (automat),Euro 6d,34 400,https://www.autovit.ro/autoturisme/anunt/mercedes-benz-glc-ver-300-e-4matic-9g-tronic-ID7HJ3qg.html
Opel,Astra,2009,Combi,260 000 km,5,5,Rosu,Benzina,1 399 cm3,90 CP,Manuala,Fata,Euro 4,2 150,https://www.autovit.ro/autoturisme/anunt/opel-astra-ID7HIhMm.html
Land Rover,Range Rover Evoque,2017,SUV,148 295 km,5,5,Alb,Diesel,1 999 cm3,150 CP,Automata,4x4 (automat),Euro 6,"16 938,79",https://www.autovit.ro/autoturisme/anunt/land-rover-range-rover-evoque-ver-2-0-d150-se-ID7HJ55H.html
Toyota,RAV4,2021,SUV,136 000 km,5,5,Gri,Hibrid,2 487 cm3,228 CP,Automata,4x4 (automat),Euro 6,31 702,https://www.autovit.ro/autoturisme/anunt/toyota-rav-4-ID7HJ55O.html
Volvo,XC 40,2022,SUV,146 781 km,5,5,Negru,Hibrid Plug-In,1 477 cm3,211 CP,Automata,Fata,Euro 6d,25 700,https://www.autovit.ro/autoturisme/anunt/volvo-xc-40-ver-t4-recharge-dkg-core-ID7HJ3uE.html
Hyundai,Tucson,2021,SUV,144 800 km,5,5,Gri,Hibrid,1 598 cm3,230 CP,Automata,Fata,Euro 6,23 800,https://www.autovit.ro/autoturisme/anunt/hyundai-tucson-ver-1-6-t-gdi-hev-2wd-select-ID7HJ3CC.html
BMW,Seria 4,2022,Sedan,37 000 km,5,5,Verde,Diesel,1 995 cm3,190 CP,Automata,4x4 (automat),Euro 6b,42 350,https://www.autovit.ro/autoturisme/anunt/bmw-seria-4-ver-420d-xdrive-at-mhev-ID7HG1j5.html
BMW,Seria 4,2021,Coupe,66 060 km,2,4,Albastru,Benzina,1 998 cm3,258 CP,Automata,Spate,Euro 6,37 268,https://www.autovit.ro/autoturisme/anunt/bmw-seria-4-ver-430i-at-ID7HrTXQ.html
Land Rover,Range Rover Evoque,2024,SUV,3 000 km,5,5,Galben/Auriu,Diesel,1 999 cm3,163 CP,Automata,4x4 (automat),Euro 6b,58 100,https://www.autovit.ro/autoturisme/anunt/land-rover-range-rover-evoque-ver-2-0-d165-r-dynamic-mhev-se-ID7HrTXB.html
Mazda,CX-5,2018,SUV,169 908 km,5,5,Negru,Benzina,1 998 cm3,165 CP,Manuala,Fata,Euro 6,"17 299,37",https://www.autovit.ro/autoturisme/anunt/mazda-cx-5-ver-g165-4x2-takumi-ID7HJ55x.html
Volvo,XC 40,2020,SUV,93 796 km,5,5,Rosu,Benzina,1 477 cm3,163 CP,Automata,Fata,Euro 6,24 600,https://www.autovit.ro/autoturisme/anunt/volvo-xc-40-ver-t3-geartronic-momentum-pro-ID7HJ4rw.html
BMW,X3,2009,SUV,266 000 km,5,5,Negru,Diesel,1 995 cm3,177 CP,Manuala,4x4 (automat),Euro 5,7 590,https://www.autovit.ro/autoturisme/anunt/bmw-x3-ver-xdrive20d-ID7HJ55w.html
Hyundai,Santa Fe,2021,SUV,103 157 km,5,5,Verde,Hibrid Plug-In,1 598 cm3,265 CP,Automata,4x4 (automat),Euro 6,31 800,https://www.autovit.ro/autoturisme/anunt/hyundai-santa-fe-ver-1-6-plugin-hybrid-4wd-prime-ID7HJ2Pt.html
Subaru,WRX STI,2015,Compacta,63 000 km,5,5,Albastru,Benzina,2 500 cm3,310 CP,Manuala,4x4 (automat),Euro 5,29 040,https://www.autovit.ro/autoturisme/anunt/subaru-wrx-sti-ID7HJ2ZU.html
Mazda,3,2024,Sedan,12 400 km,4,5,Rosu,Benzina,1 998 cm3,149 CP,Automata,Fata,Euro 6,22 490,https://www.autovit.ro/autoturisme/anunt/mazda-3-ver-e-skyactiv-g150-at-mhev-exclusive-line-ID7HJ55n.html
Renault,Kadjar,2015,SUV,159 000 km,5,5,Negru,Benzina,1 197 cm3,130 CP,Manuala,Fata,Euro 6,9 900,https://www.autovit.ro/autoturisme/anunt/renault-kadjar-ver-energy-tce-130-bose-edition-ID7HJ55d.html
Renault,Trafic,2018,Monovolum,296 700 km,4,9,Alb,Diesel,1 598 cm3,90 CP,Manuala,Fata,Euro 6,"8 789,44",https://www.autovit.ro/autoturisme/anunt/renault-trafic-ID7HJ557.html
Nissan,Qashqai,2014,SUV,226 300 km,5,5,Rosu,Diesel,1 461 cm3,110 CP,Manuala,Fata,Euro 5,6 499,https://www.autovit.ro/autoturisme/anunt/nissan-qashqai-ID7HHUM4.html
Volkswagen,Golf,2014,Compacta,222 507 km,5,5,Negru,Benzina,1 197 cm3,105 CP,Manuala,Fata,Euro 5,7 250,https://www.autovit.ro/autoturisme/anunt/volkswagen-golf-ver-1-2-tsi-comfortline-ID7HnGn5.html
Dacia,Duster,2018,SUV,58 700 km,5,5,Albastru,Benzina,1 197 cm3,125 CP,Manuala,4x4 (manual),Euro 6,10 800,https://www.autovit.ro/autoturisme/anunt/dacia-duster-ver-tce-125-4wd-comfort-ID7HJ54D.html
Infiniti,FX 30,2011,SUV,225 000 km,5,5,Gri,Diesel,2 993 cm3,238 CP,Automata,4x4 (manual),Euro 5,8 900,https://www.autovit.ro/autoturisme/anunt/infiniti-fx30d-ver-fx30d-awd-aut-gt-premium-ID7HqI9m.html
BMW,Seria 5,2014,Combi,310 862 km,5,5,Alb,Diesel,1 995 cm3,218 CP,Automata,4x4 (automat),Euro 6,13 500,https://www.autovit.ro/autoturisme/anunt/bmw-seria-5-ver-525d-xdrive-touring-sport-aut-luxury-line-ID7HHUEh.html
BMW,Seria 7,2009,Sedan,395 000 km,4,5,Albastru,Diesel,2 993 cm3,245 CP,Automata,Spate,Euro 5,7 000,https://www.autovit.ro/autoturisme/anunt/bmw-seria-7-ver-730d-ID7HFLeg.html
Jeep,Compass,2021,SUV,142 551 km,5,5,Alb,Hibrid Plug-In,1 332 cm3,190 CP,Automata,4x4 (automat),Euro 6,"17 998,99",https://www.autovit.ro/autoturisme/anunt/jeep-compass-ver-1-3-t4-4xe-plug-in-hybrid-automatik-altitude-ID7HFrsa.html
Jeep,Compass,2020,SUV,179 200 km,5,5,Gri,Diesel,1 956 cm3,140 CP,Automata,4x4 (automat),Euro 6,"16 775,44",https://www.autovit.ro/autoturisme/anunt/jeep-compass-ver-2-0-m-jet-4x4-at-limited-ID7HBPOt.html
Mercedes-Benz,CLA,2015,Sedan,162 000 km,4,5,Gri,Diesel,1 796 cm3,136 CP,Automata,Fata,Euro 6,14 990,https://www.autovit.ro/autoturisme/anunt/mercedes-benz-cla-ver-200-cdi-7g-dct-amg-line-ID7HJ54f.html
Jeep,Compass,2019,SUV,123 000 km,5,5,Gri,Diesel,1 956 cm3,170 CP,Automata,4x4 (automat),Euro 6,"18 301,25",https://www.autovit.ro/autoturisme/anunt/jeep-compass-ver-2-0-m-jet-4x4-at-limited-ID7HE3Vs.html
Geely,Starray,2025,SUV,3 300 km,5,5,Argint,Benzina,1 969 cm3,238 CP,Automata,4x4 (automat),Euro 6,36 500,https://www.autovit.ro/autoturisme/anunt/geely-starray-ver-2-0-t-gdi-awd-8at-gfplus-ID7HJ4YS.html
DS Automobiles,DS 3 Crossback,2019,SUV,40 176 km,5,5,Galben/Auriu,Benzina,1 199 cm3,155 CP,Automata,Fata,Euro 6,16 490,https://www.autovit.ro/autoturisme/anunt/ds-automobiles-dsa-ds3-crossback-ver-ds3-1-2-puretech-130-s-s-eat8-grand-chic-ID7HHULd.html
BMW,X5,2020,SUV,123 000 km,5,5,Gri,Hibrid Plug-In,2 998 cm3,391 CP,Automata,4x4 (automat),Euro 6,42 592,https://www.autovit.ro/autoturisme/anunt/bmw-x5-ID7HHUL9.html
Mercedes-Benz,E,2017,Sedan,149 670 km,4,5,Maro,Benzina,1 991 cm3,184 CP,Automata,4x4 (automat),Euro 6,22 500,https://www.autovit.ro/autoturisme/anunt/mercedes-benz-e-ver-200-4matic-aut-ID7HHULz.html
BMW,Seria 3,2008,Compacta,190 000 km,5,5,Negru,Benzina,1 995 cm3,143 CP,Automata,Spate,Euro 4,4 799,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318i-touring-aut-ID7HHULr.html
Volkswagen,Golf,2025,Compacta,1 500 km,5,5,Gri,Hibrid Plug-In,1 498 cm3,150 CP,Automata,Fata,Euro 6,29 490,https://www.autovit.ro/autoturisme/anunt/volkswagen-golf-ver-1-5-tsi-ehybrid-dsg-phev-life-ID7Hy4Au.html
BMW,Seria 1,2013,Compacta,177 890 km,5,5,Gri,Diesel,1 995 cm3,184 CP,Automata,Spate,Euro 5,10 000,https://www.autovit.ro/autoturisme/anunt/bmw-seria-1-ID7HJ4Us.html
Kia,Ceed,2010,Combi,244 000 km,5,5,Negru,Benzina,1 396 cm3,90 CP,Manuala,Fata,Euro 4,3 990,https://www.autovit.ro/autoturisme/anunt/kia-ceed-ID7HJ539.html
Opel,Combo,2020,Monovolum,150 576 km,4,3,Alb,Diesel,1 499 cm3,100 CP,Manuala,Fata,Euro 6d,"9 890,54",https://www.autovit.ro/autoturisme/anunt/opel-combo-ver-crew-van-1-5-cdti-100-cp-mt5-l2h1-start-stop-sarcina-marita-ID7HJ53y.html
Dacia,Sandero,2017,Masina de oras,52 758 km,5,5,Alb,Benzina,898 cm3,90 CP,Manuala,Fata,Euro 6,6 450,https://www.autovit.ro/autoturisme/anunt/dacia-sandero-ver-0-9-tce-laureate-ID7HJ53v.html
Dacia,Duster,2022,SUV,164 784 km,5,5,Alb,Diesel,1 461 cm3,115 CP,Manuala,4x4 (automat),Euro 6d,"14 989,48",https://www.autovit.ro/autoturisme/anunt/dacia-duster-ver-1-5-blue-dci-4wd-comfort-ID7HJ50L.html
Dacia,Jogger,2022,Combi,56 393 km,5,5,Gri,Benzina + GPL,999 cm3,100 CP,Manuala,Fata,Euro 6,14 000,https://www.autovit.ro/autoturisme/anunt/dacia-jogger-ver-5-locuri-eco-g-100-extreme-ID7HHzOM.html
Mercedes-Benz,T,2024,Monovolum,14 793 km,5,5,Gri,Benzina,1 332 cm3,131 CP,Automata,Fata,Euro 6d-Temp,"28 729,03",https://www.autovit.ro/autoturisme/anunt/mercedes-benz-clasa-t-ver-clasa-180-7g-dct-progressive-ID7HGx1k.html
Volkswagen,Passat CC,2013,Sedan,313 022 km,4,5,Alb,Diesel,1 968 cm3,140 CP,Manuala,Fata,Euro 5,8 999,https://www.autovit.ro/autoturisme/anunt/volkswagen-passat-cc-ver-2-0-tdi-bluemotion-technology-ID7Hk0eD.html
Volkswagen,Polo,2011,Masina de oras,278 000 km,5,5,Argint,Diesel,1 598 cm3,105 CP,Automata,Fata,Euro 5b,6 200,https://www.autovit.ro/autoturisme/anunt/volkswagen-polo-ID7HHQWh.html
Mercedes-Benz,GLC,2015,SUV,179 870 km,5,5,Gri,Diesel,2 143 cm3,170 CP,Automata,4x4 (automat),Euro 6,21 490,https://www.autovit.ro/autoturisme/anunt/mercedes-benz-glc-ver-220-d-4matic-9g-tronic-exclusive-ID7HABXb.html
Volkswagen,Golf,2013,Combi,240 000 km,5,5,Albastru,Diesel,1 968 cm3,140 CP,Manuala,Fata,Euro 5,5 199,https://www.autovit.ro/autoturisme/anunt/volkswagen-golf-ver-2-0-tdi-bluemotion-technology-highline-ID7HzUvo.html
Volkswagen,Polo,2011,Masina de oras,258 000 km,5,5,Portocaliu,Diesel,1 598 cm3,90 CP,Manuala,Fata,Euro 5,5 990,https://www.autovit.ro/autoturisme/anunt/volkswagen-polo-ver-1-6-tdi-blue-motion-technology-highline-ID7HJ50Q.html
Mercedes-Benz,GLE,2024,SUV,25 100 km,5,5,Negru,Hibrid Plug-In,1 993 cm3,333 CP,Automata,4x4 (automat),Euro 6d-Temp,"77 917,95",https://www.autovit.ro/autoturisme/anunt/mercedes-benz-gle-ver-350-de-4matic-9g-tronic-amg-line-advanced-plus-ID7HJ50P.html
Volvo,V60,2017,Combi,179 000 km,5,5,Negru,Diesel,1 969 cm3,120 CP,Manuala,Fata,Euro 6,8 350,https://www.autovit.ro/autoturisme/anunt/volvo-v60-ver-d2-ocean-race-ID7HAzMO.html
Skoda,Octavia,2009,Compacta,280 817 km,5,5,Gri,Diesel,1 896 cm3,101 CP,Manuala,Fata,Euro 4,2 550,https://www.autovit.ro/autoturisme/anunt/skoda-octavia-ver-tour-1-9-tdi-ID7HHOB2.html
Kia,Sportage,2017,SUV,130 000 km,5,5,Alb,Diesel,1 995 cm3,136 CP,Automata,4x4 (automat),Euro 6,13 999,https://www.autovit.ro/autoturisme/anunt/kia-sportage-ver-2-0-crdi-4wd-automatik-dream-team-edition-ID7HJ4ZG.html
BMW,X1,2021,SUV,52 000 km,5,5,Negru,Diesel,1 995 cm3,190 CP,Automata,4x4 (automat),Euro 6,"27 399,99",https://www.autovit.ro/autoturisme/anunt/bmw-x1-ver-xdrive20d-at-ID7HJ4Zy.html
Volkswagen,Touareg,2015,SUV,265 000 km,5,5,Gri,Diesel,2 967 cm3,262 CP,Automata,4x4 (automat),Euro 6,15 599,https://www.autovit.ro/autoturisme/anunt/volkswagen-touareg-ver-3-0-v6-tdi-bmt-ID7HBQ1k.html
Audi,Q5,2022,SUV,66 000 km,5,5,Gri,Benzina,1 984 cm3,265 CP,Automata,4x4 (automat),Euro 6,52 000,https://www.autovit.ro/autoturisme/anunt/audi-q5-ver-sportback-45-tfsi-quattro-s-tronic-mhev-s-line-ID7HJ4YU.html
BMW,X3,2015,SUV,209 000 km,5,5,Negru,Diesel,1 995 cm3,190 CP,Automata,4x4 (automat),Euro 6,15 600,https://www.autovit.ro/autoturisme/anunt/bmw-x3-ver-xdrive20d-at-advantage-ID7HHRKM.html
DS Automobiles,DS 7 Crossback,2021,SUV,140 000 km,5,5,Gri,Hibrid Plug-In,1 598 cm3,200 CP,Automata,4x4 (automat),Euro 6,"18 936,50",https://www.autovit.ro/autoturisme/anunt/ds-automobiles-dsa-ds7-crossback-ver-ds7-1-6-phev-awd-300-eat8-performance-line-plus-ID7HElS5.html
Volkswagen,up!,2018,Masina mica,158 900 km,5,4,Gri,Benzina,999 cm3,75 CP,Manuala,Fata,Euro 6,5 990,https://www.autovit.ro/autoturisme/anunt/volkswagen-up-ID7HGInr.html
Volkswagen,Passat CC,2014,Sedan,276 909 km,4,5,Negru,Diesel,1 968 cm3,177 CP,Automata,Fata,Euro 5,9 990,https://www.autovit.ro/autoturisme/anunt/volkswagen-passat-cc-ID7HJ4Z6.html
Nissan,X-Trail,2018,SUV,229 000 km,5,5,Portocaliu,Diesel,1 995 cm3,177 CP,Automata,Fata,Euro 6,15 499,https://www.autovit.ro/autoturisme/anunt/nissan-x-trail-ver-2-0-dci-all-mode-4x4i-xtronic-tekna-ID7HJ4Z9.html
Mercedes-Benz,CLA,2016,Coupe,208 000 km,4,5,Negru,Diesel,2 143 cm3,177 CP,Automata,Fata,Euro 6,14 990,https://www.autovit.ro/autoturisme/anunt/mercedes-benz-cla-ver-220-cdi-d-7g-dct-amg-line-ID7HJ4YV.html
Opel,Astra,2021,Combi,171 750 km,5,5,Albastru,Diesel,1 496 cm3,105 CP,Manuala,Fata,Euro 6,"8 998,77",https://www.autovit.ro/autoturisme/anunt/opel-astra-ver-1-5-d-start-stop-business-elegance-ID7HJ4YP.html
Ford,Focus,2011,Combi,257 000 km,5,5,Negru,Diesel,1 560 cm3,115 CP,Manuala,Fata,Euro 5,3 490,https://www.autovit.ro/autoturisme/anunt/ford-focus-ver-1-6-tdci-dpf-start-stopp-system-sync-edition-ID7HJ4Yy.html
BMW,Seria 3,2021,Combi,199 000 km,5,5,Negru,Diesel,1 995 cm3,190 CP,Automata,Spate,Euro 6,16 990,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-touring-aut-sport-line-ID7HJ4YH.html
Mercedes-Benz,GLE,2020,SUV,200 000 km,5,5,Negru,Hibrid Plug-In,1 950 cm3,320 CP,Automata,4x4 (automat),Euro 6,39 900,https://www.autovit.ro/autoturisme/anunt/mercedes-benz-gle-ID7HJ4YD.html
Skoda,Scala,2021,Combi,141 000 km,5,5,Gri,Benzina,999 cm3,110 CP,Automata,Fata,Euro 6,12 990,https://www.autovit.ro/autoturisme/anunt/skoda-scala-ver-1-0-tsi-dsg-ambition-ID7HJ4YE.html
Audi,A4 Allroad,2012,Combi,188 000 km,5,5,Rosu,Benzina,1 984 cm3,211 CP,Manuala,4x4 (automat),Euro 5,10 950,https://www.autovit.ro/autoturisme/anunt/audi-a4-allroad-ver-quattro-2-0-tfsi-ID7HJ4Yp.html
KG Mobility,Torres,2024,SUV,16 400 km,5,5,Argint,Benzina,1 497 cm3,163 CP,Automata,Fata,Euro 6d,26 500,https://www.autovit.ro/autoturisme/anunt/kg-mobility-torres-ID7HJ345.html
Volvo,XC 60,2021,SUV,32 000 km,5,5,Alb,Hibrid Plug-In,1 969 cm3,253 CP,Automata,4x4 (automat),Euro 6,"39 760,60",https://www.autovit.ro/autoturisme/anunt/volvo-xc-60-ver-t6-awd-recharge-geartronic-inscription-ID7HJ4Yk.html
Dacia,Duster,2020,SUV,221 000 km,5,5,Alb,Diesel,1 461 cm3,115 CP,Manuala,4x4 (manual),Euro 6,9 990,https://www.autovit.ro/autoturisme/anunt/dacia-duster-ver-1-5-blue-dci-4wd-comfort-ID7HDwtb.html
Opel,Vivaro,2012,Combi,231 000 km,4,9,Argint,Diesel,1 995 cm3,90 CP,Manuala,Fata,Euro 5,11 990,https://www.autovit.ro/autoturisme/anunt/opel-vivaro-ID7HHUH2.html
Volkswagen,Passat,2021,Sedan,102 891 km,4,5,Negru,Diesel,1 968 cm3,150 CP,Automata,Fata,Euro 6,"19 279,99",https://www.autovit.ro/autoturisme/anunt/volkswagen-passat-ver-2-0-tdi-dsg-highline-ID7HHUI2.html
Skoda,Fabia,2021,Combi,94 978 km,5,5,Albastru,Benzina,999 cm3,95 CP,Automata,Fata,Euro 6,"14 299,78",https://www.autovit.ro/autoturisme/anunt/skoda-fabia-ID7HFwFj.html
Dacia,Logan,2019,Combi,132 000 km,4,5,Alb,Benzina + GPL,898 cm3,90 CP,Manuala,Fata,Euro 6,7 690,https://www.autovit.ro/autoturisme/anunt/dacia-logan-ver-0-9-tce-ambiance-ID7HAk4d.html
Dacia,Duster,2014,SUV,236 000 km,5,5,Argint,Diesel,1 461 cm3,109 CP,Manuala,4x4 (manual),Euro 5,7 990,https://www.autovit.ro/autoturisme/anunt/dacia-duster-ver-1-5-dci-4x4-laureate-ID7HJ4XB.html
Peugeot,2008,2021,SUV,218 000 km,5,5,Negru,Diesel,1 499 cm3,130 CP,Automata,Fata,Euro 6,11 950,https://www.autovit.ro/autoturisme/anunt/peugeot-2008-ver-1-5-bluehdi-130-s-s-eat8-gt-ID7HBCvk.html
Skoda,Superb,2017,Sedan,159 750 km,5,5,Alb,Diesel,1 968 cm3,190 CP,Automata,Fata,Euro 6,17 000,https://www.autovit.ro/autoturisme/anunt/skoda-superb-ver-2-0-tdi-dsg-ambition-ID7HJ4WN.html
Dacia,Duster,2019,SUV,169 000 km,5,5,Negru,Benzina,1 332 cm3,150 CP,Manuala,Fata,Euro 6,11 350,https://www.autovit.ro/autoturisme/anunt/dacia-duster-ver-tce-150-2wd-gpf-prestige-ID7HHQHU.html
Dacia,Logan,2022,Sedan,68 000 km,4,5,Gri,Benzina,999 cm3,90 CP,Manuala,Fata,Euro 6,11 990,https://www.autovit.ro/autoturisme/anunt/dacia-logan-ver-tce-90-mt6-expression-ID7HJ4Vx.html
BMW,Seria 3,2019,Combi,240 000 km,5,5,Negru,Benzina,1 998 cm3,184 CP,Automata,4x4 (automat),Euro 6,11 800,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320i-touring-xdrive-aut-edition-m-sport-shadow-ID7HJ4Vt.html
Dacia,Logan,2019,Combi,199 801 km,5,5,Gri,Diesel,1 461 cm3,95 CP,Manuala,Fata,Euro 6,7 790,https://www.autovit.ro/autoturisme/anunt/dacia-logan-ver-mcv-blue-dci-95-stepway-ID7HJ4Vm.html
Hyundai,Santa Fe,2015,SUV,102 528 km,5,5,Gri,Diesel,2 199 cm3,197 CP,Automata,4x4 (manual),Euro 5,15 950,https://www.autovit.ro/autoturisme/anunt/hyundai-santa-fe-ver-2-2-crdi-4wd-automatik-premium-ID7HJ4Vg.html
Dacia,Duster,2016,SUV,256 000 km,5,5,Gri,Diesel,1 461 cm3,109 CP,Manuala,Fata,Euro 6,8 900,https://www.autovit.ro/autoturisme/anunt/dacia-duster-ver-dci-110-2wd-prestige-ID7HJ4V1.html
Kia,Sportage,2022,SUV,39 709 km,5,5,Alb,Hibrid,1 598 cm3,230 CP,Automata,4x4 (automat),Euro 6,"32 390,01",https://www.autovit.ro/autoturisme/anunt/kia-sportage-ver-1-6-t-gdi-hev-6at-4x4-gt-line-ID7HJ4WH.html
Forthing,4 Yacht,2024,Monovolum,10 000 km,5,7,Verde,Benzina,1 500 cm3,170 CP,Automata,Fata,Euro 6,"28 998,86",https://www.autovit.ro/autoturisme/anunt/forthing-4-yacht-ID7HJ4W5.html
BMW,Seria 5,2015,Sedan,245 000 km,4,5,Gri,Diesel,1 995 cm3,218 CP,Automata,4x4 (automat),Euro 6,12 500,https://www.autovit.ro/autoturisme/anunt/bmw-seria-5-ID7HGHmz.html
BMW,Seria 5,2025,Sedan,8 700 km,4,5,Negru,Benzina,1 998 cm3,184 CP,Automata,Spate,Euro 6,"47 779,27",https://www.autovit.ro/autoturisme/anunt/bmw-seria-5-ver-520i-aut-m-sport-edition-ID7HJ4W3.html
Volkswagen,Golf,2006,Compacta,315 461 km,5,5,Gri,Diesel,1 896 cm3,105 CP,Manuala,Fata,Euro 5,3 200,https://www.autovit.ro/autoturisme/anunt/volkswagen-golf-ver-1-9-tdi-comfortline-ID7HHbUu.html
Toyota,Auris,2015,Combi,299 400 km,5,5,Maro,Hibrid,1 798 cm3,99 CP,Automata,Fata,Euro 5,9 999,https://www.autovit.ro/autoturisme/anunt/toyota-auris-ver-1-8-l-vvt-i-hybrid-sol-ID7HJ4Ui.html
Mercedes-Benz,Vito,2013,Monovolum,198 000 km,4,8,Negru,Diesel,2 143 cm3,136 CP,Manuala,Spate,Euro 5,11 900,https://www.autovit.ro/autoturisme/anunt/mercedes-benz-vito-ver-113-cdi-lang-crew-ID7HJ4SH.html
Ford,Focus,2014,Compacta,75 000 km,5,5,Rosu,Benzina,1 596 cm3,150 CP,Manuala,Fata,Euro 5,6 500,https://www.autovit.ro/autoturisme/anunt/ford-focus-ver-1-6-ecoboost-start-stop-titanium-ID7HG0OA.html
Volkswagen,Golf,2021,Compacta,40 281 km,5,5,Gri,Diesel,1 968 cm3,116 CP,Manuala,Fata,Euro 6,18 300,https://www.autovit.ro/autoturisme/anunt/volkswagen-golf-ver-2-0-tdi-life-ID7HElP5.html
Suzuki,Vitara,2024,SUV,1 km,5,5,Alb,Benzina,1 373 cm3,129 CP,Manuala,Fata,Euro 6,20 590,https://www.autovit.ro/autoturisme/anunt/suzuki-vitara-ver-1-4-boosterjet-mhev-cool-ID7HkjKE.html
Renault,Trafic,2016,Monovolum,249 000 km,4,9,Alb,Diesel,1 598 cm3,145 CP,Manuala,Fata,Euro 6,11 200,https://www.autovit.ro/autoturisme/anunt/renault-trafic-ID7HJ4TK.html
BMW,Seria 5,2012,Sedan,207 000 km,5,5,Gri,Benzina,1 997 cm3,245 CP,Automata,Spate,Euro 5,9 999,https://www.autovit.ro/autoturisme/anunt/bmw-seria-5-ID7HJ4Tk.html
Dacia,Sandero,2019,Masina de oras,104 000 km,5,5,Alb,Benzina,898 cm3,90 CP,Manuala,Fata,Euro 6,6 600,https://www.autovit.ro/autoturisme/anunt/dacia-sandero-ver-tce-90-s-s-comfort-ID7Hyodv.html
Dacia,Logan,2021,Sedan,158 000 km,4,5,Alb,Benzina + GPL,999 cm3,90 CP,Manuala,Fata,Euro 6,9 250,https://www.autovit.ro/autoturisme/anunt/dacia-logan-ver-tce-90-essential-ID7HHUBq.html
Mercedes-Benz,Vito,2018,Monovolum,414 916 km,4,9,Alb,Diesel,2 143 cm3,136 CP,Manuala,Spate,Euro 6,11 500,https://www.autovit.ro/autoturisme/anunt/mercedes-benz-vito-ID7HFTJH.html
Volkswagen,Passat,2018,Sedan,63 000 km,4,5,Maro,Benzina,1 395 cm3,150 CP,Automata,Fata,Euro 6,17 000,https://www.autovit.ro/autoturisme/anunt/volkswagen-passat-ver-1-4-tsi-act-dsg-comfortline-ID7HAhOV.html
Dacia,Dokker,2020,Monovolum,75 000 km,5,5,Rosu,Benzina,1 332 cm3,131 CP,Manuala,Fata,Euro 6,10 300,https://www.autovit.ro/autoturisme/anunt/dacia-dokker-ver-tce-130-gpf-stepway-pro-ID7HHFsI.html
Renault,Talisman,2017,Sedan,208 704 km,4,5,Negru,Diesel,1 598 cm3,160 CP,Automata,Fata,Euro 6,15 350,https://www.autovit.ro/autoturisme/anunt/renault-talisman-ver-energy-dci-160-edc-initiale-paris-ID7HFtLw.html
Porsche,Cayenne,2015,SUV,118 305 km,5,5,Maro,Diesel,2 967 cm3,262 CP,Automata,4x4 (automat),Euro 6,27 800,https://www.autovit.ro/autoturisme/anunt/porsche-cayenne-ID7HBkw1.html
BMW,Seria 7,2016,Sedan,152 000 km,4,4,Gri,Diesel,2 993 cm3,320 CP,Automata,4x4 (automat),Euro 6,35 490,https://www.autovit.ro/autoturisme/anunt/bmw-seria-7-ver-740ld-xdrive-ID7HzMbp.html
Toyota,Yaris,2017,Masina de oras,88 500 km,5,5,Rosu,Hibrid,1 497 cm3,73 CP,Automata,Fata,Euro 6,13 690,https://www.autovit.ro/autoturisme/anunt/toyota-yaris-ver-1-5-vvt-i-hsd-luna-ID7HJ4Rk.html
BMW,X6,2019,SUV,240 000 km,5,5,Gri,Diesel,2 993 cm3,258 CP,Automata,4x4 (automat),Euro 6,26 490,https://www.autovit.ro/autoturisme/anunt/bmw-x6-ver-xdrive30d-ID7HJ4Rm.html
Opel,Vivaro,2017,Monovolum,167 265 km,4,8,Albastru,Diesel,1 598 cm3,125 CP,Manuala,Fata,Euro 6,12 200,https://www.autovit.ro/autoturisme/anunt/opel-vivaro-ver-1-6-twinturbo-cdti-crew-van-l1h1-2-7-t-start-stop-ID7HHbCD.html
Skoda,Fabia,2020,Compacta,213 723 km,5,5,Alb,Benzina,999 cm3,95 CP,Manuala,Fata,Euro 6,"7 250,01",https://www.autovit.ro/autoturisme/anunt/skoda-fabia-ver-1-0-tsi-95-cp-ambition-ID7HJ4QF.html
Volkswagen,Transporter,2014,Monovolum,188 050 km,5,5,Galben/Auriu,Diesel,1 968 cm3,180 CP,Automata,4x4 (automat),Euro 6,16 500,https://www.autovit.ro/autoturisme/anunt/volkswagen-transporter-ver-multivan-dsg-4motion-highline-ID7HJ4Qs.html
