make,model,year,body_type,mileage,door_count,nr_seats,color,fuel_type,engine_capacity,engine_power,gearbox,transmission,pollution_standard,price,url
Renault,Megane,2021,Sedan,120 000 km,5,5,Alb,Benzina,999 cm3,114 CP,Manuala,Fata,Euro 6,10 450,https://www.autovit.ro/autoturisme/anunt/renault-megane-ver-tce-114-gpf-zen-ID7HJ5g3.html
BMW,X1,2010,SUV,235 000 km,5,5,Maro,Diesel,1 995 cm3,143 CP,Automata,Spate,Euro 5,8 600,https://www.autovit.ro/autoturisme/anunt/bmw-x1-ID7HJ5fU.html
Audi,A4,2017,Combi,254 000 km,5,5,Gri,Diesel,1 968 cm3,150 CP,Automata,Fata,Euro 6,13 299,https://www.autovit.ro/autoturisme/anunt/audi-a4-ID7HJ5fG.html
Dacia,Duster,2015,SUV,208 038 km,5,5,Gri,Diesel,1 461 cm3,109 CP,Manuala,Fata,Euro 5,7 299,https://www.autovit.ro/autoturisme/anunt/dacia-duster-ver-dci-110-fap-4x2-prestige-ID7HJ5fN.html
Land Rover,Range Rover Evoque,2024,SUV,19 800 km,5,5,Negru,Diesel,1 999 cm3,163 CP,Automata,4x4 (automat),Euro 6,41 000,https://www.autovit.ro/autoturisme/anunt/land-rover-range-rover-evoque-ver-2-0-d165-r-dynamic-mhev-ID7HEOy4.html
Honda,CR-V,2023,SUV,32 100 km,5,5,Albastru,Hibrid,1 993 cm3,145 CP,Automata,4x4 (automat),Euro 6,40 900,https://www.autovit.ro/autoturisme/anunt/honda-cr-v-ver-2-0-hybrid-i-mmd-4wd-e-cvt-executive-ID7HJ561.html
Hyundai,Santa Fe,2020,SUV,161 000 km,5,5,Negru,Diesel,2 199 cm3,200 CP,Automata,Fata,Euro 6,24 990,https://www.autovit.ro/autoturisme/anunt/hyundai-santa-fe-ver-2-2-crdi-4wd-8at-luxury-ID7HEm5J.html
Peugeot,3008,2018,SUV,140 000 km,5,5,Gri,Benzina,1 199 cm3,130 CP,Manuala,Fata,Euro 6,12 990,https://www.autovit.ro/autoturisme/anunt/peugeot-3008-ver-1-2-puretech-turbo-s-s-active-ID7HHUuY.html
Peugeot,5008,2019,SUV,220 000 km,5,7,Gri,Benzina,1 199 cm3,130 CP,Manuala,Fata,Euro 6,10 500,https://www.autovit.ro/autoturisme/anunt/peugeot-5008-ver-1-2-puretech-turbo-s-s-active-ID7HEjSI.html
Volkswagen,Tiguan,2021,SUV,126 500 km,5,7,Bej,Diesel,1 968 cm3,150 CP,Automata,Fata,Euro 6,"27 817,90",https://www.autovit.ro/autoturisme/anunt/volkswagen-tiguan-ver-allspace-2-0-tdi-scr-dsg-comfortline-ID7HJ5fk.html
BMW,Seria 2,2024,Monovolum,17 000 km,5,5,Albastru,Benzina,1 499 cm3,136 CP,Automata,Fata,Euro 6,"31 899,99",https://www.autovit.ro/autoturisme/anunt/bmw-seria-2-ver-218i-at-ID7HEm4S.html
BMW,X6,2020,SUV,92 000 km,5,5,Negru,Diesel,2 993 cm3,265 CP,Automata,4x4 (automat),Euro 6,61 950,https://www.autovit.ro/autoturisme/anunt/bmw-x6-ver-xdrive30d-ID7HHUTo.html
Ford,Edge,2017,SUV,179 000 km,5,5,Alb,Diesel,1 997 cm3,210 CP,Automata,Fata,Euro 6,15 990,https://www.autovit.ro/autoturisme/anunt/ford-edge-ver-2-0-tdci-powershift-titanium-ID7HHUTW.html
Peugeot,5008,2018,SUV,198 900 km,5,7,Albastru,Diesel,1 560 cm3,120 CP,Automata,Fata,Euro 6,13 490,https://www.autovit.ro/autoturisme/anunt/peugeot-5008-ver-bluehdi-120-eat6-stop-start-business-line-ID7HJ5ec.html
Mercedes-Benz,AMG,2021,Coupe,36 500 km,5,4,Albastru,Benzina,2 999 cm3,367 CP,Automata,4x4 (automat),Euro 5b,69 950,https://www.autovit.ro/autoturisme/anunt/mercedes-benz-amg-ID7HEk4e.html
Volvo,XC 60,2018,SUV,402 000 km,5,5,Negru,Diesel,1 969 cm3,190 CP,Automata,4x4 (automat),Euro 6d,14 990,https://www.autovit.ro/autoturisme/anunt/volvo-xc-60-ver-d4-awd-inscription-ID7HyStx.html
SsangYong,Korando,2020,SUV,123 000 km,5,5,Alb,Diesel,1 597 cm3,136 CP,Automata,Fata,Euro 6,13 000,https://www.autovit.ro/autoturisme/anunt/ssangyong-korrando-ID7HJ5dm.html
Jaguar,E-Pace,2022,SUV,25 000 km,5,5,Negru,Benzina,1 997 cm3,200 CP,Automata,4x4 (automat),Euro 6,35 000,https://www.autovit.ro/autoturisme/anunt/jaguar-e-pace-ID7HnGPh.html
Renault,Talisman,2017,Sedan,169 000 km,5,5,Gri,Diesel,1 598 cm3,160 CP,Automata,Fata,Euro 6b,14 000,https://www.autovit.ro/autoturisme/anunt/renault-talisman-ID7HJ5dc.html
Mercedes-Benz,CLA,2015,Coupe,75 000 km,4,5,Alb,Benzina,1 595 cm3,156 CP,Automata,Fata,Euro 6,18 000,https://www.autovit.ro/autoturisme/anunt/mercedes-benz-cla-ID7HHXYc.html
Volkswagen,Passat,2016,Sedan,257 000 km,4,5,Negru,Diesel,1 968 cm3,240 CP,Automata,4x4 (automat),Euro 6,13 600,https://www.autovit.ro/autoturisme/anunt/volkswagen-passat-ver-2-0-bitdi-dsg-4mot-highline-ID7HHRTU.html
Seat,Arona,2021,SUV,82 000 km,5,5,Alb,Benzina,999 cm3,95 CP,Manuala,Fata,Euro 6,12 990,https://www.autovit.ro/autoturisme/anunt/seat-arona-ver-1-0-tsi-style-ID7HJ5cM.html
Dacia,Logan,2019,Sedan,104 900 km,4,5,Alb,Diesel,1 461 cm3,75 CP,Manuala,Fata,Euro 6,7 950,https://www.autovit.ro/autoturisme/anunt/dacia-logan-ver-1-5-blue-dci-laureate-ID7HJ5cS.html
BMW,X4,2023,SUV,52 000 km,5,5,Rosu,Diesel,1 995 cm3,190 CP,Automata,4x4 (automat),Euro 6,45 980,https://www.autovit.ro/autoturisme/anunt/bmw-x4-ver-xdrive20d-at-mhev-ID7HJ3Y6.html
BMW,X5 M,2021,SUV,42 000 km,5,5,Gri,Benzina,4 395 cm3,625 CP,Automata,4x4 (manual),Euro 6,100 000,https://www.autovit.ro/autoturisme/anunt/bmw-bmw-x5m-ID7HEOh4.html
Toyota,Corolla,2021,Compacta,99 900 km,5,5,Gri,Hibrid,1 798 cm3,98 CP,Automata,Fata,Euro 6,"17 249,76",https://www.autovit.ro/autoturisme/anunt/toyota-corolla-ver-1-8-hsd-dynamic-ID7HJ5cI.html
Citroën,C4,2021,SUV,90 158 km,5,5,Gri,Benzina,1 199 cm3,155 CP,Automata,Fata,Euro 5,15 499,https://www.autovit.ro/autoturisme/anunt/citroen-c4-ver-1-2-puretech-s-s-eat8-shine-ID7HJ5cP.html
Mercedes-Benz,G,2021,SUV,51 400 km,5,5,Argint,Benzina,3 982 cm3,422 CP,Automata,4x4 (automat),Euro 6,117 370,https://www.autovit.ro/autoturisme/anunt/mercedes-benz-g-ver-500-9g-tronic-amg-line-ID7HIYch.html
BMW,X1,2021,SUV,115 300 km,5,5,Gri,Benzina,1 499 cm3,136 CP,Automata,Fata,Euro 6,18 990,https://www.autovit.ro/autoturisme/anunt/bmw-x1-ver-sdrive18i-aut-advantage-ID7HI7J6.html
Ford,C-Max,2010,Monovolum,200 000 km,5,5,Gri,Diesel,1 560 cm3,109 CP,Manuala,Fata,Euro 5,2 490,https://www.autovit.ro/autoturisme/anunt/ford-c-max-ID7HJ5cL.html
Mercedes-Benz,GLC,2023,SUV,38 900 km,5,5,Gri,Diesel,1 993 cm3,269 CP,Automata,4x4 (automat),Euro 6,62 920,https://www.autovit.ro/autoturisme/anunt/mercedes-benz-glc-ver-300-d-4matic-9g-tronic-edition-amg-line-ID7HIXUd.html
BMW,X3,2013,SUV,232 050 km,5,5,Gri,Diesel,1 995 cm3,177 CP,Automata,4x4 (automat),Euro 5,12 850,https://www.autovit.ro/autoturisme/anunt/bmw-x3-ver-xdrive20d-aut-ID7HJ5cs.html
BMW,X6,2025,SUV,14 400 km,5,5,Negru,Diesel,2 993 cm3,298 CP,Automata,4x4 (automat),Euro 6,95 590,https://www.autovit.ro/autoturisme/anunt/bmw-x6-ver-xdrive30d-m-sport-ID7HIVae.html
Mercedes-Benz,C,2020,Combi,158 000 km,5,5,Alb,Hibrid Plug-In,1 950 cm3,306 CP,Automata,Spate,Euro 6,18 990,https://www.autovit.ro/autoturisme/anunt/mercedes-benz-c-ver-300-de-t-9g-tronic-avantgarde-ID7HHIHs.html
Volkswagen,Tiguan,2017,SUV,174 447 km,5,5,Negru,Diesel,1 968 cm3,190 CP,Automata,4x4 (automat),Euro 6,19 150,https://www.autovit.ro/autoturisme/anunt/volkswagen-tiguan-ver-2-0-tdi-4mot-dsg-highline-ID7HxiO9.html
Renault,Espace,2019,Monovolum,89 000 km,5,5,Alte culori,Diesel,1 598 cm3,160 CP,Automata,Fata,Euro 6b,16 600,https://www.autovit.ro/autoturisme/anunt/renault-espace-ver-energy-dci-160-edc-initiale-paris-ID7HJ5cy.html
Toyota,Camry,2021,Sedan,78 224 km,4,5,Albastru,Hibrid,2 487 cm3,218 CP,Automata,Fata,Euro 6,"30 990,52",https://www.autovit.ro/autoturisme/anunt/toyota-camry-ver-2-5-hybrid-exclusive-ID7HJ5cj.html
Volkswagen,Tiguan,2022,SUV,218 841 km,5,5,Gri,Diesel,1 968 cm3,150 CP,Automata,4x4 (automat),Euro 6,22 990,https://www.autovit.ro/autoturisme/anunt/volkswagen-tiguan-ver-2-0-tdi-scr-4motion-dsg-life-ID7HJ5ca.html
Volkswagen,Passat,2007,Sedan,252 000 km,4,5,Gri,Diesel,1 968 cm3,140 CP,Manuala,Fata,Euro 4,3 150,https://www.autovit.ro/autoturisme/anunt/volkswagen-passat-ver-2-0tdi-highline-dpf-ID7HHMMb.html
Hyundai,Tucson,2021,SUV,142 000 km,5,5,Negru,Diesel,1 598 cm3,136 CP,Automata,Fata,Euro 6,19 990,https://www.autovit.ro/autoturisme/anunt/hyundai-tucson-ver-1-6-crdi-48v-hybrid-2wd-dct-select-ID7HJ5cm.html
BMW,X5,2019,SUV,70 000 km,5,5,Alb,Diesel,2 993 cm3,265 CP,Automata,4x4 (automat),Euro 6,44 990,https://www.autovit.ro/autoturisme/anunt/bmw-x5-ver-xdrive30d-ID7HHMZq.html
BMW,X3,2021,SUV,79 805 km,5,5,Gri,Hibrid Plug-In,1 998 cm3,292 CP,Automata,4x4 (automat),Euro 6,"30 899,77",https://www.autovit.ro/autoturisme/anunt/bmw-x3-ver-xdrive30e-at-phev-ID7HJ5c0.html
Jaguar,XF,2014,Combi,246 800 km,4,5,Gri,Diesel,2 179 cm3,163 CP,Automata,Spate,Euro 5,7 900,https://www.autovit.ro/autoturisme/anunt/jaguar-xf-ver-2-2d-premium-luxury-ID7HkxvI.html
BMW,X5,2022,SUV,45 534 km,5,5,Alb,Hibrid Plug-In,2 998 cm3,394 CP,Automata,4x4 (automat),Euro 6,"64 899,56",https://www.autovit.ro/autoturisme/anunt/bmw-x5-ver-xdrive45e-ID7HJ5c9.html
BMW,Seria 3,2010,Cabrio,299 000 km,2,4,Gri,Diesel,1 995 cm3,184 CP,Automata,Spate,Euro 5,8 650,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-cabriolet-ID7HEk5f.html
Peugeot,5008,2022,SUV,120 269 km,5,7,Maro,Diesel,1 499 cm3,130 CP,Automata,Fata,Euro 6,"18 789,99",https://www.autovit.ro/autoturisme/anunt/peugeot-5008-ver-1-5l-bluehdi-eat8-s-s-active-pack-ID7HFwXX.html
Mercedes-Benz,CLS,2012,Sedan,123 147 km,5,5,Gri,Diesel,2 987 cm3,265 CP,Automata,Spate,Euro 5,19 965,https://www.autovit.ro/autoturisme/anunt/mercedes-benz-cls-ver-shooting-brake-350-cdi-dpf-blueefficiency-7g-t-ID7HJ5c4.html
BMW,X3,2018,SUV,187 680 km,5,5,Negru,Benzina,1 998 cm3,184 CP,Automata,4x4 (automat),Euro 5,24 390,https://www.autovit.ro/autoturisme/anunt/bmw-x3-ver-xdrive20i-at-m-sport-ID7HHUS3.html
Ford,Focus,2021,Sedan,118 484 km,4,5,Alb,Diesel,1 499 cm3,120 CP,Manuala,Fata,Euro 6,12 490,https://www.autovit.ro/autoturisme/anunt/ford-focus-ver-1-5-ecoblue-titanium-ID7HHUSb.html
Audi,A6,2017,Sedan,118 000 km,4,5,Gri,Diesel,1 968 cm3,190 CP,Automata,Fata,Euro 6,20 890,https://www.autovit.ro/autoturisme/anunt/audi-a6-ver-2-0-tdi-ultra-s-tronic-ID7HJ5bW.html
Porsche,Cayenne,2022,SUV,35 900 km,5,5,Negru,Hibrid Plug-In,2 995 cm3,462 CP,Automata,4x4 (automat),Euro 6,"71 949,99",https://www.autovit.ro/autoturisme/anunt/porsche-cayenne-ver-e-hybrid-tiptronic-s-ID7HJ59F.html
BMW,M5,2022,Sedan,42 000 km,4,5,Negru,Benzina,4 395 cm3,600 CP,Automata,4x4 (automat),Euro 6,84 500,https://www.autovit.ro/autoturisme/anunt/bmw-bmw-m5-ver-standard-ID7HJ589.html
Mercedes-Benz,S,2009,Sedan,155 000 km,4,5,Negru,Diesel,2 987 cm3,235 CP,Automata,Spate,Euro 4,6 490,https://www.autovit.ro/autoturisme/anunt/mercedes-benz-s-ver-320-cdi-aut-ID7HJ5br.html
Renault,Megane,2017,Combi,279 500 km,5,5,Albastru,Diesel,1 461 cm3,110 CP,Manuala,Fata,Euro 6,8 485,https://www.autovit.ro/autoturisme/anunt/renault-megane-ver-grandtour-energy-dci-110-intens-ID7HCCJL.html
Seat,Altea,2005,Masina mica,220 000 km,5,5,Rosu,Benzina,1 595 cm3,102 CP,Manuala,Fata,Euro 4,2 985,https://www.autovit.ro/autoturisme/anunt/seat-altea-ID7HuMXR.html
Volkswagen,Golf,2010,Combi,251 000 km,5,5,Albastru,Diesel,1 968 cm3,140 CP,Manuala,Fata,Euro 5,4 998,https://www.autovit.ro/autoturisme/anunt/volkswagen-golf-ver-2-0-tdi-comfortline-ID7Hvm6w.html
Skoda,Octavia,2013,Combi,335 000 km,5,5,Alb,Diesel,1 968 cm3,149 CP,Automata,Fata,Euro 5,6 998,https://www.autovit.ro/autoturisme/anunt/skoda-octavia-ver-2-0-tdi-dsg-ambition-ID7HuMfR.html
Mercedes-Benz,CLS,2020,Coupe,115 355 km,4,5,Negru,Benzina,2 999 cm3,367 CP,Automata,4x4 (automat),Euro 6,"43 999,23",https://www.autovit.ro/autoturisme/anunt/mercedes-benz-cls-ver-450-4matic-aut-ID7HJ5bd.html
Volkswagen,Multivan,2019,Monovolum,203 000 km,5,7,Alb,Diesel,1 968 cm3,198 CP,Automata,Spate,Euro 6,35 000,https://www.autovit.ro/autoturisme/anunt/volkswagen-multivan-ID7HJ5a4.html
Porsche,Cayenne Coupe,2020,SUV,98 900 km,5,5,Alb,Hibrid Plug-In,2 995 cm3,353 CP,Automata,4x4 (automat),Euro 6,"81 344,67",https://www.autovit.ro/autoturisme/anunt/porsche-cayenne-coupe-ver-s-e-hybrid-tiptronic-s-ID7HbHEQ.html
Renault,Laguna,2013,Combi,260 000 km,5,5,Alb,Diesel,1 995 cm3,173 CP,Automata,Fata,Euro 5,5 390,https://www.autovit.ro/autoturisme/anunt/renault-laguna-ver-dci-175-fap-aut-initiale-ID7HBwF9.html
Audi,A7,2016,Coupe,212 678 km,5,5,Gri,Diesel,2 967 cm3,272 CP,Automata,4x4 (automat),Euro 6,22 990,https://www.autovit.ro/autoturisme/anunt/audi-a7-ver-3-0-tdi-quattro-s-tronic-ID7HJ59m.html
Volkswagen,Touareg,2011,SUV,220 000 km,5,5,Argint,Benzina,2 995 cm3,333 CP,Automata,4x4 (automat),Euro 5,15 500,https://www.autovit.ro/autoturisme/anunt/volkswagen-touareg-ID7HJ59H.html
Volvo,V60,2021,Combi,139 178 km,5,5,Negru,Diesel,1 969 cm3,197 CP,Automata,Fata,Euro 6,19 990,https://www.autovit.ro/autoturisme/anunt/volvo-v60-ver-b4-d-geartronic-momentum-pro-ID7HElcU.html
Land Rover,Freelander,2012,SUV,204 000 km,5,5,Negru,Diesel,2 179 cm3,190 CP,Automata,4x4 (automat),Euro 5,9 450,https://www.autovit.ro/autoturisme/anunt/land-rover-freelander-ver-2-2-2l-sd4-hse-ID7HAZJB.html
BMW,Seria 5,2018,Sedan,131 442 km,4,5,Gri,Benzina,2 998 cm3,340 CP,Automata,4x4 (automat),Euro 6,31 980,https://www.autovit.ro/autoturisme/anunt/bmw-seria-5-ver-540i-xdrive-aut-luxury-line-ID7HHUGQ.html
Kia,Sorento,2015,SUV,232 000 km,5,5,Negru,Diesel,2 199 cm3,200 CP,Automata,4x4 (automat),Euro 5,16 500,https://www.autovit.ro/autoturisme/anunt/kia-sorento-ID7HDtiC.html
MG,HS,2024,SUV,2 500 km,5,5,Gri,Benzina,1 496 cm3,170 CP,Automata,Fata,Euro 6,28 499,https://www.autovit.ro/autoturisme/anunt/mg-hs-ver-1-5-t-gdi-7dct-exclusive-ID7HEm2p.html
Volkswagen,Golf,2022,Combi,180 000 km,5,5,Negru,Diesel,1 968 cm3,115 CP,Automata,Fata,Euro 6,15 990,https://www.autovit.ro/autoturisme/anunt/volkswagen-golf-ver-2-0-tdi-scr-dsg-life-ID7HJ59P.html
Fiat,500,2014,Masina mica,148 000 km,3,4,Alb,Benzina,1 242 cm3,69 CP,Manuala,Fata,Euro 6,4 999,https://www.autovit.ro/autoturisme/anunt/fiat-500-ver-1-2-pop-ID7HGHSA.html
Toyota,Corolla,2021,Compacta,81 376 km,5,5,Gri,Hibrid,1 798 cm3,98 CP,Automata,Fata,Euro 6,20 200,https://www.autovit.ro/autoturisme/anunt/toyota-corolla-ID7HzMVo.html
Mini,Cooper S,2014,Coupe,206 000 km,3,4,Gri,Benzina,1 998 cm3,192 CP,Automata,Fata,Euro 6,7 990,https://www.autovit.ro/autoturisme/anunt/mini-cooper-s-ID7HJ56G.html
Toyota,RAV4,2020,SUV,106 619 km,5,5,Gri,Hibrid,2 487 cm3,222 CP,Automata,4x4 (automat),Euro 6,28 900,https://www.autovit.ro/autoturisme/anunt/toyota-rav-4-ver-2-5-hybrid-vvt-ie-4x4-dynamic-ID7HJ596.html
Opel,Meriva,2012,Monovolum,220 000 km,5,5,Alb,Benzina,1 398 cm3,100 CP,Manuala,Fata,Euro 5,3 950,https://www.autovit.ro/autoturisme/anunt/opel-meriva-ver-1-4-active-ID7HJ590.html
Skoda,Octavia,2022,Sedan,162 010 km,5,5,Albastru,Diesel,1 968 cm3,200 CP,Automata,4x4 (automat),Euro 6,"24 498,87",https://www.autovit.ro/autoturisme/anunt/skoda-octavia-ver-2-0-tdi-dsg-4x4-rs-ID7HJ593.html
Skoda,Octavia,2019,Combi,304 185 km,5,5,Gri,Diesel,1 968 cm3,150 CP,Automata,Fata,Euro 6,10 400,https://www.autovit.ro/autoturisme/anunt/skoda-octavia-ver-combi-2-0-tdi-dsg-clever-ID7HJ58O.html
Audi,A8,2011,Sedan,320 000 km,4,5,Negru,Diesel,2 967 cm3,250 CP,Automata,4x4 (automat),Euro 5,10 990,https://www.autovit.ro/autoturisme/anunt/audi-a8-ver-3-0-tdi-dpf-quattro-tiptronic-ID7HJ58Z.html
Kia,Sportage,2022,SUV,114 488 km,5,5,Gri,Hibrid,1 598 cm3,230 CP,Automata,Fata,Euro 6,25 390,https://www.autovit.ro/autoturisme/anunt/kia-sportage-ver-1-6t-gdi-hybrid-2wd-aut-spirit-ID7HJ58T.html
Mercedes-Benz,A,2025,Compacta,5 000 km,5,5,Negru,Benzina,1 332 cm3,136 CP,Automata,Fata,Euro 6,"33 342,99",https://www.autovit.ro/autoturisme/anunt/mercedes-benz-a-ver-180-mhev-7g-dct-ID7HJ58H.html
BMW,X3,2008,SUV,300 000 km,5,5,Negru,Diesel,1 995 cm3,177 CP,Automata,4x4 (automat),Euro 5,5 500,https://www.autovit.ro/autoturisme/anunt/bmw-x3-ID7HJ574.html
Skoda,Superb,2020,Combi,212 000 km,5,5,Negru,Diesel,1 968 cm3,194 CP,Automata,4x4 (automat),Euro 6,16 990,https://www.autovit.ro/autoturisme/anunt/skoda-superb-ver-combi-2-0-tdi-dsg-4x4-selection-ID7HzMTY.html
Renault,Kadjar,2020,SUV,186 286 km,5,5,Negru,Benzina,1 332 cm3,159 CP,Automata,Fata,Euro 6,"15 950,22",https://www.autovit.ro/autoturisme/anunt/renault-kadjar-ver-tce-edc-gpf-black-edition-ID7HHUIu.html
BMW,Seria 3,2024,Sedan,12 300 km,4,5,Alb,Benzina,1 998 cm3,156 CP,Automata,Spate,Euro 6,"34 900,01",https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318i-aut-sport-line-ID7HEl3O.html
Volkswagen,Taigo,2023,Masina de oras,26 000 km,5,5,Gri,Benzina,999 cm3,95 CP,Manuala,Fata,Euro 6c,18 190,https://www.autovit.ro/autoturisme/anunt/volkswagen-taigo-ver-1-0-tsi-life-ID7HzMIG.html
Volkswagen,Transporter,2011,Monovolum,187 068 km,4,5,Gri,Diesel,1 968 cm3,179 CP,Manuala,Fata,Euro 6,10 990,https://www.autovit.ro/autoturisme/anunt/volkswagen-transporter-ver-autosasiu-cabina-dubla-2-0-tdi-ID7HrRJt.html
Mercedes-Benz,CLA,2021,Sedan,70 000 km,4,5,Argint,Diesel,1 950 cm3,150 CP,Automata,Spate,Euro 6,32 307,https://www.autovit.ro/autoturisme/anunt/mercedes-benz-cla-ID7HJ57w.html
Volkswagen,Touareg,2019,SUV,201 566 km,5,5,Gri,Diesel,2 967 cm3,231 CP,Automata,4x4 (automat),Euro 6,28 900,https://www.autovit.ro/autoturisme/anunt/volkswagen-touareg-ver-v6-tdi-style-ID7HxUAM.html
Opel,Mokka,2017,SUV,52 700 km,5,5,Gri,Benzina,1 364 cm3,140 CP,Manuala,Fata,Euro 6,11 900,https://www.autovit.ro/autoturisme/anunt/opel-mokka-ver-1-4-turbo-ecoflex-start-stop-edition-ID7HJ579.html
Volkswagen,Golf,2022,Masina mica,170 000 km,5,5,Alb,Diesel,1 968 cm3,115 CP,Automata,Fata,Euro 6,20 500,https://www.autovit.ro/autoturisme/anunt/volkswagen-golf-ver-2-0-tdi-scr-dsg-united-ID7HJ57a.html
BMW,Seria 5,2021,Sedan,120 700 km,4,5,Negru,Diesel,1 995 cm3,190 CP,Automata,4x4 (automat),Euro 6d-Temp,37 800,https://www.autovit.ro/autoturisme/anunt/bmw-seria-5-ver-520d-xdrive-aut-m-sport-edition-ID7HGCPX.html
BMW,Z4,2006,Cabrio,173 337 km,2,2,Verde,Benzina,2 497 cm3,177 CP,Manuala,Spate,Euro 4,10 950,https://www.autovit.ro/autoturisme/anunt/bmw-bmw-z4-ver-roadster-2-5i-ID7HHIix.html
BMW,Seria 5,2024,Sedan,3 800 km,4,5,Negru,Benzina,1 998 cm3,208 CP,Automata,Spate,Euro 6,"52 499,99",https://www.autovit.ro/autoturisme/anunt/bmw-seria-5-ver-520i-at-mhev-ID7HJ56E.html
Skoda,Karoq,2018,SUV,173 970 km,5,5,Negru,Diesel,1 968 cm3,150 CP,Manuala,4x4 (manual),Euro 6,17 490,https://www.autovit.ro/autoturisme/anunt/skoda-karoq-ver-2-0-tdi-scr-style-ID7HHUJS.html
Audi,Q5,2011,SUV,236 678 km,5,5,Negru,Diesel,1 968 cm3,170 CP,Automata,4x4 (automat),Euro 5,10 900,https://www.autovit.ro/autoturisme/anunt/audi-q5-ver-2-0-tdi-quattro-s-tronic-ID7HEm1e.html
BMW,Seria 5,2019,Sedan,173 550 km,5,5,Albastru,Diesel,1 995 cm3,190 CP,Automata,Spate,Euro 6,"22 489,06",https://www.autovit.ro/autoturisme/anunt/bmw-seria-5-ver-520d-at-ID7HqG4u.html
Peugeot,3008,2021,SUV,95 000 km,5,5,Albastru,Benzina,1 199 cm3,130 CP,Manuala,Fata,Euro 6,17 490,https://www.autovit.ro/autoturisme/anunt/peugeot-3008-ver-1-2-puretech-turbo-s-s-allure-ID7HHUAt.html
Porsche,911,2020,Coupe,32 974 km,2,4,Rosu,Benzina,2 981 cm3,450 CP,Automata,Spate,Euro 6,116 000,https://www.autovit.ro/autoturisme/anunt/porsche-911-ID7Hg9bS.html
Skoda,Fabia,2018,Compacta,38 444 km,5,5,Alb,Benzina,999 cm3,95 CP,Manuala,Fata,Euro 6,8 500,https://www.autovit.ro/autoturisme/anunt/skoda-fabia-ver-1-0-tsi-ambition-ID7HIYRq.html
BMW,Seria 5,2014,Sedan,211 347 km,4,5,Gri,Diesel,2 993 cm3,258 CP,Automata,4x4 (automat),Euro 6,15 490,https://www.autovit.ro/autoturisme/anunt/bmw-seria-5-ver-530d-xdrive-aut-ID7HHUHa.html
Volvo,XC 90,2023,SUV,28 415 km,5,7,Alb,Diesel,1 969 cm3,235 CP,Automata,4x4 (automat),Euro 6,60 000,https://www.autovit.ro/autoturisme/anunt/volvo-xc-90-ID7HJ56g.html
Volvo,XC 40,2023,SUV,132 000 km,5,5,Negru,Hibrid Plug-In,1 477 cm3,211 CP,Automata,Fata,Euro 6d,26 400,https://www.autovit.ro/autoturisme/anunt/volvo-xc-40-ver-t4-recharge-dkg-essential-ID7HJ3z8.html
Mercedes-Benz,GLC,2020,SUV,145 558 km,5,5,Gri,Benzina,1 991 cm3,197 CP,Automata,Spate,Euro 6,33 500,https://www.autovit.ro/autoturisme/anunt/mercedes-benz-glc-ver-200-ID7HJ3nI.html
Volkswagen,Sharan,2007,Monovolum,340 654 km,4,7,Negru,Diesel,1 968 cm3,140 CP,Manuala,Fata,Euro 4,3 999,https://www.autovit.ro/autoturisme/anunt/volkswagen-sharan-ID7HHMwS.html
Honda,CR-V,2020,SUV,98 030 km,5,5,Rosu,Hibrid,1 993 cm3,145 CP,Automata,4x4 (automat),Euro 6,27 950,https://www.autovit.ro/autoturisme/anunt/honda-cr-v-ID7HHUPh.html
Peugeot,208,2019,Masina de oras,90 830 km,4,5,Alb,Benzina,1 199 cm3,101 CP,Manuala,Fata,Euro 6,9 999,https://www.autovit.ro/autoturisme/anunt/peugeot-208-ID7HHMwT.html
BMW,Seria 3,2009,Sedan,169 000 km,5,5,Argint,Benzina,1 599 cm3,122 CP,Manuala,Spate,Euro 5,4 950,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HJ56r.html
Toyota,Yaris,2018,Masina de oras,137 400 km,5,5,Alb,Hibrid,1 497 cm3,101 CP,Automata,Fata,Euro 6,12 999,https://www.autovit.ro/autoturisme/anunt/toyota-yaris-ID7HHPdV.html
Kia,Carens,2014,Monovolum,175 000 km,5,7,Negru,Benzina,1 591 cm3,135 CP,Manuala,Fata,Euro 5,7 300,https://www.autovit.ro/autoturisme/anunt/kia-carens-ver-1-6-gdi-edition-7-ID7HDAOn.html
Skoda,Octavia,2021,Sedan,174 772 km,5,5,Argint,Benzina,1 498 cm3,150 CP,Manuala,Fata,Euro 6d-Temp,14 000,https://www.autovit.ro/autoturisme/anunt/skoda-octavia-ver-1-5-tsi-ambition-ID7HHUOX.html
Dacia,Lodgy,2020,Monovolum,73 351 km,5,5,Alb,Diesel,1 461 cm3,115 CP,Manuala,Fata,Euro 6,13 450,https://www.autovit.ro/autoturisme/anunt/dacia-lodgy-ID7HHUOz.html
Audi,A4,2016,Sedan,215 811 km,4,5,Gri,Diesel,1 968 cm3,150 CP,Automata,Fata,Euro 6,14 990,https://www.autovit.ro/autoturisme/anunt/audi-a4-ver-2-0-tdi-s-tronic-ID7HJ56c.html
