make,model,year,body_type,mileage,door_count,nr_seats,color,fuel_type,engine_capacity,engine_power,gearbox,transmission,pollution_standard,price
Audi,A7,2012.0,Sedan,300000.0,5.0,4.0,Gri,Diesel,2967.0,245.0,Automata,4x4 (automat),Euro 5,13800.0
Volkswagen,Passat,2012.0,Combi,240000.0,5.0,5.0,Maro,Diesel,1968.0,140.0,Automata,Fata,Euro 5,6290.0
Renault,Grand Scenic,2013.0,Monovolum,200500.0,5.0,7.0,Alb,Diesel,1598.0,130.0,Manuala,Fata,Euro 5,6200.0
Audi,Q5,2021.0,SUV,198600.0,5.0,5.0,Negru,Diesel,1968.0,204.0,Automata,4x4 (automat),Euro 6,29995.9
Porsche,911,2024.0,Coupe,51000.0,2.0,4.0,Gri,Benzina,2981.0,480.0,Automata,4x4 (automat),Euro 6b,159990.0
Dacia,Duster,2012.0,SUV,163000.0,5.0,5.0,Alb,Diesel,1461.0,110.0,Manuala,4x4 (manual),Euro 5,6500.0
Porsche,Cayenne,2016.0,SUV,149500.0,5.0,5.0,Negru,Diesel,2967.0,262.0,Automata,4x4 (automat),Euro 6,25500.0
Hyundai,Tucson,2016.0,SUV,226000.0,5.0,5.0,Bej,Diesel,1991.0,140.0,Automata,Fata,Euro 6,13650.0
Renault,Megane,2020.0,Combi,185666.0,5.0,5.0,Alb,Diesel,1461.0,110.0,Manuala,Fata,Euro 6,9559.0
Mercedes-Benz,CLS,2016.0,Coupe,219000.0,4.0,4.0,Alb,Diesel,2987.0,252.0,Automata,4x4 (automat),Euro 6,22999.0
Volkswagen,Polo,2013.0,Masina de oras,125500.0,5.0,5.0,Rosu,Benzina,1197.0,90.0,Automata,Fata,Euro 5,7500.0
Audi,Q3,2013.0,SUV,136000.0,5.0,5.0,Albastru,Diesel,1968.0,149.0,Automata,4x4 (manual),Euro 5,13200.0
Mazda,CX-5,2014.0,SUV,215000.0,5.0,5.0,Rosu,Diesel,2191.0,175.0,Automata,4x4 (automat),Euro 6,8690.0
Dacia,Duster,2014.0,SUV,190000.0,5.0,5.0,Alb,Diesel,1461.0,110.0,Manuala,4x4 (manual),Euro 5,8300.0
Mercedes-Benz,AMG,2019.0,Coupe,125000.0,4.0,4.0,Negru,Benzina,2999.0,435.0,Automata,4x4 (automat),Euro 6,64000.0
Audi,A4,2016.0,Combi,370000.0,4.0,5.0,Negru,Diesel,1968.0,190.0,Automata,Fata,Euro 6,10000.0
Dacia,Logan,2016.0,Combi,192000.0,5.0,5.0,Albastru,Benzina,898.0,90.0,Manuala,Fata,Euro 6,5750.0
Jeep,Compass,2021.0,SUV,42000.0,5.0,5.0,Alb,Benzina,1332.0,149.0,Automata,Fata,Euro 6,20999.0
BMW,Seria 2,2019.0,Monovolum,174000.0,5.0,5.0,Albastru,Hibrid Plug-In,1499.0,220.0,Automata,4x4 (automat),Euro 6,13990.0
BMW,Seria 5,2022.0,Sedan,239000.0,4.0,5.0,Negru,Diesel,1995.0,190.0,Automata,Spate,Euro 6c,23500.0
Peugeot,208,2019.0,Masina de oras,48000.0,5.0,5.0,Rosu,Benzina,1199.0,82.0,Manuala,Fata,Euro 6b,8300.0
BMW,X5,2018.0,SUV,33800.0,5.0,5.0,Alb,Diesel,2993.0,313.0,Automata,4x4 (automat),Euro 6b,37999.0
Dacia,Sandero Stepway,2021.0,SUV,140000.0,5.0,5.0,Alb,Benzina,999.0,90.0,Manuala,Fata,Euro 6,9890.54
Lexus,Seria RX,2023.0,SUV,50991.0,5.0,5.0,Verde,Hibrid,2487.0,250.0,Automata,4x4 (automat),Euro 6d-Temp,56496.36
Toyota,C-HR,2018.0,SUV,52000.0,5.0,5.0,Gri,Hibrid,1798.0,122.0,Automata,Fata,Euro 6,18349.0
Ford,Mondeo,2017.0,Sedan,135000.0,5.0,5.0,Negru,Diesel,1997.0,150.0,Manuala,4x4 (automat),Euro 6,10700.0
BMW,Seria 5,2008.0,Combi,345000.0,5.0,5.0,Gri,Diesel,1995.0,177.0,Automata,Spate,Euro 4,5999.0
Renault,Megane,2013.0,Combi,228000.0,5.0,5.0,Alb,Diesel,1461.0,110.0,Manuala,Fata,Euro 5a,4200.0
Volkswagen,Golf,2019.0,Compacta,180000.0,5.0,5.0,Negru,Diesel,1598.0,115.0,Manuala,Fata,Euro 6,10550.0
Volkswagen,Touareg,2018.0,SUV,219000.0,5.0,5.0,Negru,Diesel,2967.0,286.0,Automata,4x4 (automat),Euro 6,31500.0
Volkswagen,Golf,2021.0,Combi,166000.0,5.0,5.0,Gri,Diesel,1968.0,116.0,Automata,Fata,Euro 6d-Temp,15490.42
Ford,Transit Custom,2016.0,Monovolum,300000.0,4.0,6.0,Alb,Diesel,2196.0,155.0,Manuala,Fata,Euro 6,11979.0
Hyundai,Tucson,2021.0,SUV,175900.0,5.0,5.0,Rosu,Diesel,1598.0,136.0,Automata,Fata,Euro 6,19998.88
Mercedes-Benz,E,2019.0,Sedan,250000.0,5.0,5.0,Gri,Diesel,1950.0,194.0,Automata,Spate,Euro 6,18900.0
BMW,X5,2019.0,SUV,115300.0,5.0,7.0,Gri,Diesel,2993.0,265.0,Automata,4x4 (automat),Euro 6,47600.0
Skoda,Octavia,2019.0,Combi,226216.0,5.0,5.0,Alb,Benzina,999.0,116.0,Automata,Fata,Euro 6,10450.0
Lexus,UX,2021.0,SUV,31000.0,5.0,5.0,Argint,Hibrid,1987.0,152.0,Automata,Fata,Euro 6,37500.0
Mazda,2,2008.0,Masina de oras,243000.0,5.0,5.0,Rosu,Diesel,1399.0,68.0,Manuala,Fata,Euro 4,2100.0
Jaguar,E-Pace,2018.0,SUV,54000.0,5.0,5.0,Gri,Benzina,1997.0,249.0,Automata,4x4 (automat),Euro 6,22000.0
Mercedes-Benz,GLE,2021.0,SUV,135000.0,5.0,5.0,Alte culori,Benzina,2999.0,367.0,Automata,4x4 (automat),Euro 6d-Temp,62980.0
Renault,Megane,2022.0,Compacta,142200.0,5.0,5.0,Alb,Diesel,1461.0,115.0,Manuala,Fata,Euro 6,11250.0
BMW,Seria 5,2013.0,Sedan,274000.0,4.0,5.0,Negru,Diesel,2993.0,313.0,Automata,4x4 (manual),Euro 6,12700.0
Nissan,Juke,2015.0,SUV,184511.0,5.0,5.0,Gri,Diesel,1461.0,110.0,Manuala,Fata,Euro 5,6790.0
Seat,Leon,2014.0,Compacta,41000.0,5.0,5.0,Alb,Benzina,1395.0,125.0,Manuala,Fata,Euro 6,10350.0
Peugeot,208,2018.0,Masina de oras,148000.0,5.0,5.0,Gri,Benzina,1199.0,82.0,Manuala,Fata,Euro 6,6790.0
Ford,Focus,2016.0,Compacta,215000.0,5.0,5.0,Argint,Diesel,1560.0,115.0,Manuala,Fata,Euro 6,5600.0
BMW,Seria 3,2016.0,Sedan,152500.0,5.0,5.0,Negru,Benzina,1499.0,136.0,Automata,Spate,Euro 6,14800.0
Renault,Espace,2015.0,Monovolum,187700.0,5.0,7.0,Gri,Diesel,1598.0,160.0,Automata,Fata,Euro 6,12290.0
BMW,X3,2021.0,SUV,156860.0,5.0,5.0,Negru,Diesel,2993.0,286.0,Automata,4x4 (automat),Euro 6,35997.5
Mercedes-Benz,Sprinter,2016.0,Monovolum,266688.0,4.0,6.0,Gri,Diesel,2143.0,163.0,Manuala,Spate,Euro 6b,14000.0
Peugeot,308,2023.0,Compacta,129000.0,5.0,5.0,Verde,Benzina,1199.0,130.0,Automata,Fata,Euro 6,15499.0
Volvo,XC 90,2017.0,SUV,163000.0,5.0,7.0,Gri,Diesel,1969.0,235.0,Automata,4x4 (automat),Euro 6,29850.0
Porsche,911-TURBO-S,2018.0,Coupe,48500.0,2.0,4.0,Albastru,Benzina,3800.0,580.0,Automata,4x4 (automat),Euro 6,154900.0
Renault,Megane,2023.0,Sedan,87647.0,5.0,5.0,Alb,Benzina,1332.0,140.0,Manuala,Fata,Euro 6,14990.0
Audi,A6,2013.0,Sedan,272000.0,4.0,5.0,Negru,Diesel,2967.0,313.0,Automata,4x4 (automat),Euro 5,16000.0
Opel,Corsa,2020.0,Compacta,185774.0,5.0,5.0,Gri,Diesel,1499.0,102.0,Manuala,Fata,Euro 6,8300.0
BMW,Seria 5,2017.0,Compacta,125000.0,4.0,5.0,Negru,Diesel,1995.0,190.0,Automata,4x4 (automat),Euro 6,23000.0
Audi,Q5,2020.0,SUV,199815.0,5.0,5.0,Albastru,Diesel,1968.0,190.0,Automata,4x4 (automat),Euro 6,24550.0
Mercedes-Benz,GLC,2020.0,SUV,94000.0,5.0,5.0,Alb,Diesel,1950.0,194.0,Automata,4x4 (automat),Euro 6,38000.0
Ford,Focus,2009.0,Combi,250000.0,5.0,5.0,Negru,Diesel,1997.0,136.0,Manuala,Fata,Euro 4,2600.0
Peugeot,308,2011.0,Compacta,130928.0,5.0,5.0,Gri,Diesel,1560.0,112.0,Manuala,Fata,Euro 5,4200.0
Mercedes-Benz,V,2019.0,Monovolum,154000.0,4.0,8.0,Negru,Diesel,1950.0,163.0,Automata,Spate,Euro 6,36000.0
BMW,X1,2020.0,SUV,215000.0,5.0,5.0,Gri,Hibrid Plug-In,1499.0,220.0,Automata,4x4 (automat),Euro 6d-Temp,18350.0
Renault,Megane,2012.0,Masina mica,240000.0,5.0,5.0,Gri,Diesel,1461.0,110.0,Manuala,Fata,Euro 5,4800.0
Seat,Altea XL,2015.0,Monovolum,230000.0,5.0,5.0,Alb,Benzina + GPL,1600.0,102.0,Manuala,Fata,Euro 5,3900.0
Dacia,Logan,2014.0,Sedan,210000.0,4.0,5.0,Alb,Diesel,1461.0,90.0,Manuala,Fata,Euro 6b,4600.0
BMW,M5,2019.0,Sedan,168000.0,4.0,5.0,Albastru,Benzina,4395.0,600.0,Automata,4x4 (automat),Euro 6b,48500.0
Mazda,CX-60,2023.0,SUV,43000.0,5.0,5.0,Gri,Hibrid Plug-In,2488.0,192.0,Automata,4x4 (automat),Euro 6,37500.0
Jeep,Compass,2022.0,SUV,92000.0,5.0,5.0,Albastru,Hibrid Plug-In,1332.0,240.0,Automata,4x4 (automat),Euro 6,29000.0
Volkswagen,Transporter,2016.0,Monovolum,280000.0,4.0,9.0,Alb,Diesel,1968.0,150.0,Manuala,Fata,Euro 6,16819.0
Chevrolet,Cruze,2009.0,Sedan,139296.0,4.0,5.0,Gri,Benzina,1598.0,113.0,Manuala,Fata,Euro 4,4000.0
Renault,Captur,2017.0,SUV,181000.0,5.0,5.0,Negru,Diesel,1461.0,90.0,Manuala,Fata,Euro 6,8750.0
Nissan,X-Trail,2017.0,SUV,141500.0,5.0,5.0,Alb,Diesel,1995.0,177.0,Automata,4x4 (manual),Euro 6,15790.0
Nissan,Qashqai,2015.0,SUV,168000.0,5.0,5.0,Negru,Diesel,1598.0,130.0,Manuala,4x4 (manual),Euro 6,11490.0
Porsche,Cayenne,2019.0,SUV,110000.0,5.0,5.0,Gri,Benzina,2894.0,440.0,Automata,4x4 (manual),Euro 6,56000.0
BMW,Seria 5,2018.0,Sedan,175000.0,4.0,5.0,Negru,Diesel,1995.0,190.0,Manuala,Spate,Euro 6,17850.0
BMW,Seria 5,2006.0,Sedan,300000.0,5.0,5.0,Gri,Diesel,1995.0,163.0,Manuala,Spate,Euro 4,4600.0
Toyota,Corolla,2021.0,Combi,82730.0,5.0,5.0,Albastru,Hibrid,1798.0,98.0,Automata,Fata,Euro 6,20650.0
Volkswagen,Multivan,2016.0,Monovolum,300000.0,5.0,7.0,Maro,Diesel,1968.0,150.0,Manuala,Fata,Euro 6,20500.0
BMW,Seria 4,2022.0,Sedan,179000.0,5.0,5.0,Negru,Diesel,1995.0,190.0,Automata,Spate,Euro 6,28435.0
Volkswagen,Touareg,2014.0,SUV,219000.0,5.0,5.0,Maro,Diesel,2967.0,245.0,Automata,4x4 (manual),Euro 5,14500.0
Volkswagen,Caravelle,2021.0,Monovolum,200000.0,5.0,9.0,Galben/Auriu,Diesel,1968.0,150.0,Manuala,Fata,Euro 6,25168.0
Kia,Ceed,2019.0,Combi,188899.0,5.0,5.0,Negru,Diesel,1598.0,136.0,Automata,Fata,Euro 6,10250.0
Opel,Astra,2011.0,Compacta,200000.0,5.0,5.0,Negru,Diesel,1686.0,110.0,Manuala,Fata,Euro 5,4499.0
Kia,Ceed,2019.0,Masina de oras,131100.0,5.0,5.0,Albastru,Diesel,1598.0,115.0,Manuala,Fata,Euro 6,11350.0
Mercedes-Benz,CLA,2020.0,Sedan,132000.0,4.0,5.0,Rosu,Benzina,1332.0,136.0,Automata,Fata,Euro 6,24950.0
Audi,A6,2013.0,Sedan,340000.0,5.0,5.0,Negru,Diesel,2967.0,204.0,Automata,4x4 (automat),Euro 5,11950.0
Mercedes-Benz,GLC Coupe,2020.0,SUV,158000.0,5.0,5.0,Albastru,Hibrid Plug-In,1991.0,320.0,Automata,4x4 (automat),Euro 6,32850.0
Seat,Ibiza,2009.0,Compacta,181217.0,5.0,5.0,Negru,Benzina + GPL,1598.0,105.0,Manuala,Fata,Euro 4,3490.0
Citroën,C3 AIRCROSS,2022.0,SUV,235500.0,5.0,5.0,Alb,Diesel,1499.0,110.0,Manuala,Fata,Euro 6,8750.0
Porsche,911,2021.0,Cabrio,31200.0,2.0,4.0,Alb,Benzina,2981.0,385.0,Automata,Fata,Euro 6d,124025.0
Hyundai,Tucson,2022.0,SUV,169770.0,5.0,5.0,Negru,Diesel,1598.0,136.0,Automata,Fata,Euro 6,22500.0
Subaru,Forester,2006.0,Combi,305000.0,5.0,5.0,Argint,Benzina,1994.0,125.0,Manuala,4x4 (automat),Euro 4,4000.0
BMW,X3,2012.0,SUV,248381.0,5.0,5.0,Galben/Auriu,Diesel,1995.0,184.0,Automata,4x4 (automat),Euro 6,10999.0
Skoda,Karoq,2020.0,SUV,125000.0,5.0,5.0,Albastru,Benzina,1984.0,190.0,Automata,Fata,Euro 6,21990.0
Renault,Clio,2020.0,Masina de oras,100000.0,5.0,5.0,Alb,Benzina,999.0,100.0,Manuala,Fata,Euro 6,10490.0
Volvo,XC 40,2021.0,SUV,108152.0,5.0,5.0,Negru,Hibrid Plug-In,1477.0,211.0,Automata,Fata,Euro 6d,21480.0
Dacia,Sandero,2013.0,Compacta,189000.0,5.0,5.0,Albastru,Benzina,1149.0,73.0,Manuala,Fata,Euro 5,3500.0
Renault,Talisman,2020.0,Sedan,118000.0,4.0,5.0,Negru,Benzina,1333.0,160.0,Automata,Fata,Euro 6,16790.0
BMW,Seria 5,2024.0,Sedan,22800.0,5.0,5.0,Gri,Diesel,1995.0,197.0,Automata,4x4 (automat),Euro 6d-Temp,61999.19
Dodge,RAM,2015.0,SUV,212000.0,4.0,5.0,Negru,Benzina + GPL,5654.0,411.0,Automata,4x4 (automat),Euro 5,27500.0
Kia,Ceed,2013.0,Combi,232630.0,5.0,5.0,Albastru,Benzina,1591.0,135.0,Automata,Fata,Euro 5,6980.0
BMW,Seria 5,2013.0,Combi,370000.0,5.0,5.0,Gri,Diesel,1995.0,184.0,Automata,Spate,Euro 6,7299.0
Audi,Q8,2024.0,SUV,16000.0,5.0,5.0,Negru,Diesel,2967.0,286.0,Automata,4x4 (automat),Euro 6,79000.0
Seat,Leon,2016.0,Combi,251000.0,5.0,5.0,Gri,Diesel,1598.0,116.0,Automata,Fata,Euro 5,7250.0
Peugeot,2008,2022.0,SUV,148484.0,5.0,5.0,Portocaliu,Diesel,1499.0,130.0,Automata,Fata,Euro 6,13499.0
Seat,Arona,2019.0,SUV,71447.0,5.0,5.0,Rosu,Benzina,999.0,110.0,Manuala,Fata,Euro 6,12490.0
Renault,Megane,2021.0,Sedan,120000.0,5.0,5.0,Alb,Benzina,999.0,114.0,Manuala,Fata,Euro 6,10450.0
BMW,X1,2010.0,SUV,235000.0,5.0,5.0,Maro,Diesel,1995.0,143.0,Automata,Spate,Euro 5,8600.0
Audi,A4,2017.0,Combi,254000.0,5.0,5.0,Gri,Diesel,1968.0,150.0,Automata,Fata,Euro 6,13299.0
Dacia,Duster,2015.0,SUV,208038.0,5.0,5.0,Gri,Diesel,1461.0,109.0,Manuala,Fata,Euro 5,7299.0
Land Rover,Range Rover Evoque,2024.0,SUV,19800.0,5.0,5.0,Negru,Diesel,1999.0,163.0,Automata,4x4 (automat),Euro 6,41000.0
Honda,CR-V,2023.0,SUV,32100.0,5.0,5.0,Albastru,Hibrid,1993.0,145.0,Automata,4x4 (automat),Euro 6,40900.0
Hyundai,Santa Fe,2020.0,SUV,161000.0,5.0,5.0,Negru,Diesel,2199.0,200.0,Automata,Fata,Euro 6,24990.0
Peugeot,3008,2018.0,SUV,140000.0,5.0,5.0,Gri,Benzina,1199.0,130.0,Manuala,Fata,Euro 6,12990.0
Peugeot,5008,2019.0,SUV,220000.0,5.0,7.0,Gri,Benzina,1199.0,130.0,Manuala,Fata,Euro 6,10500.0
Volkswagen,Tiguan,2021.0,SUV,126500.0,5.0,7.0,Bej,Diesel,1968.0,150.0,Automata,Fata,Euro 6,27817.9
BMW,Seria 2,2024.0,Monovolum,17000.0,5.0,5.0,Albastru,Benzina,1499.0,136.0,Automata,Fata,Euro 6,31899.99
BMW,X6,2020.0,SUV,92000.0,5.0,5.0,Negru,Diesel,2993.0,265.0,Automata,4x4 (automat),Euro 6,61950.0
Ford,Edge,2017.0,SUV,179000.0,5.0,5.0,Alb,Diesel,1997.0,210.0,Automata,Fata,Euro 6,15990.0
Peugeot,5008,2018.0,SUV,198900.0,5.0,7.0,Albastru,Diesel,1560.0,120.0,Automata,Fata,Euro 6,13490.0
Mercedes-Benz,AMG,2021.0,Coupe,36500.0,5.0,4.0,Albastru,Benzina,2999.0,367.0,Automata,4x4 (automat),Euro 5b,69950.0
Volvo,XC 60,2018.0,SUV,402000.0,5.0,5.0,Negru,Diesel,1969.0,190.0,Automata,4x4 (automat),Euro 6d,14990.0
SsangYong,Korando,2020.0,SUV,123000.0,5.0,5.0,Alb,Diesel,1597.0,136.0,Automata,Fata,Euro 6,13000.0
Jaguar,E-Pace,2022.0,SUV,25000.0,5.0,5.0,Negru,Benzina,1997.0,200.0,Automata,4x4 (automat),Euro 6,35000.0
Renault,Talisman,2017.0,Sedan,169000.0,5.0,5.0,Gri,Diesel,1598.0,160.0,Automata,Fata,Euro 6b,14000.0
Mercedes-Benz,CLA,2015.0,Coupe,75000.0,4.0,5.0,Alb,Benzina,1595.0,156.0,Automata,Fata,Euro 6,18000.0
Volkswagen,Passat,2016.0,Sedan,257000.0,4.0,5.0,Negru,Diesel,1968.0,240.0,Automata,4x4 (automat),Euro 6,13600.0
Seat,Arona,2021.0,SUV,82000.0,5.0,5.0,Alb,Benzina,999.0,95.0,Manuala,Fata,Euro 6,12990.0
Dacia,Logan,2019.0,Sedan,104900.0,4.0,5.0,Alb,Diesel,1461.0,75.0,Manuala,Fata,Euro 6,7950.0
BMW,X4,2023.0,SUV,52000.0,5.0,5.0,Rosu,Diesel,1995.0,190.0,Automata,4x4 (automat),Euro 6,45980.0
BMW,X5 M,2021.0,SUV,42000.0,5.0,5.0,Gri,Benzina,4395.0,625.0,Automata,4x4 (manual),Euro 6,100000.0
Toyota,Corolla,2021.0,Compacta,99900.0,5.0,5.0,Gri,Hibrid,1798.0,98.0,Automata,Fata,Euro 6,17249.76
Citroën,C4,2021.0,SUV,90158.0,5.0,5.0,Gri,Benzina,1199.0,155.0,Automata,Fata,Euro 5,15499.0
Mercedes-Benz,G,2021.0,SUV,51400.0,5.0,5.0,Argint,Benzina,3982.0,422.0,Automata,4x4 (automat),Euro 6,117370.0
BMW,X1,2021.0,SUV,115300.0,5.0,5.0,Gri,Benzina,1499.0,136.0,Automata,Fata,Euro 6,18990.0
Ford,C-Max,2010.0,Monovolum,200000.0,5.0,5.0,Gri,Diesel,1560.0,109.0,Manuala,Fata,Euro 5,2490.0
Mercedes-Benz,GLC,2023.0,SUV,38900.0,5.0,5.0,Gri,Diesel,1993.0,269.0,Automata,4x4 (automat),Euro 6,62920.0
BMW,X3,2013.0,SUV,232050.0,5.0,5.0,Gri,Diesel,1995.0,177.0,Automata,4x4 (automat),Euro 5,12850.0
BMW,X6,2025.0,SUV,14400.0,5.0,5.0,Negru,Diesel,2993.0,298.0,Automata,4x4 (automat),Euro 6,95590.0
Mercedes-Benz,C,2020.0,Combi,158000.0,5.0,5.0,Alb,Hibrid Plug-In,1950.0,306.0,Automata,Spate,Euro 6,18990.0
Volkswagen,Tiguan,2017.0,SUV,174447.0,5.0,5.0,Negru,Diesel,1968.0,190.0,Automata,4x4 (automat),Euro 6,19150.0
Renault,Espace,2019.0,Monovolum,89000.0,5.0,5.0,Alte culori,Diesel,1598.0,160.0,Automata,Fata,Euro 6b,16600.0
Toyota,Camry,2021.0,Sedan,78224.0,4.0,5.0,Albastru,Hibrid,2487.0,218.0,Automata,Fata,Euro 6,30990.52
Volkswagen,Tiguan,2022.0,SUV,218841.0,5.0,5.0,Gri,Diesel,1968.0,150.0,Automata,4x4 (automat),Euro 6,22990.0
Volkswagen,Passat,2007.0,Sedan,252000.0,4.0,5.0,Gri,Diesel,1968.0,140.0,Manuala,Fata,Euro 4,3150.0
Hyundai,Tucson,2021.0,SUV,142000.0,5.0,5.0,Negru,Diesel,1598.0,136.0,Automata,Fata,Euro 6,19990.0
BMW,X5,2019.0,SUV,70000.0,5.0,5.0,Alb,Diesel,2993.0,265.0,Automata,4x4 (automat),Euro 6,44990.0
BMW,X3,2021.0,SUV,79805.0,5.0,5.0,Gri,Hibrid Plug-In,1998.0,292.0,Automata,4x4 (automat),Euro 6,30899.77
Jaguar,XF,2014.0,Combi,246800.0,4.0,5.0,Gri,Diesel,2179.0,163.0,Automata,Spate,Euro 5,7900.0
BMW,X5,2022.0,SUV,45534.0,5.0,5.0,Alb,Hibrid Plug-In,2998.0,394.0,Automata,4x4 (automat),Euro 6,64899.56
BMW,Seria 3,2010.0,Cabrio,299000.0,2.0,4.0,Gri,Diesel,1995.0,184.0,Automata,Spate,Euro 5,8650.0
Peugeot,5008,2022.0,SUV,120269.0,5.0,7.0,Maro,Diesel,1499.0,130.0,Automata,Fata,Euro 6,18789.99
Mercedes-Benz,CLS,2012.0,Sedan,123147.0,5.0,5.0,Gri,Diesel,2987.0,265.0,Automata,Spate,Euro 5,19965.0
BMW,X3,2018.0,SUV,187680.0,5.0,5.0,Negru,Benzina,1998.0,184.0,Automata,4x4 (automat),Euro 5,24390.0
Ford,Focus,2021.0,Sedan,118484.0,4.0,5.0,Alb,Diesel,1499.0,120.0,Manuala,Fata,Euro 6,12490.0
Audi,A6,2017.0,Sedan,118000.0,4.0,5.0,Gri,Diesel,1968.0,190.0,Automata,Fata,Euro 6,20890.0
Porsche,Cayenne,2022.0,SUV,35900.0,5.0,5.0,Negru,Hibrid Plug-In,2995.0,462.0,Automata,4x4 (automat),Euro 6,71949.99
BMW,M5,2022.0,Sedan,42000.0,4.0,5.0,Negru,Benzina,4395.0,600.0,Automata,4x4 (automat),Euro 6,84500.0
Mercedes-Benz,S,2009.0,Sedan,155000.0,4.0,5.0,Negru,Diesel,2987.0,235.0,Automata,Spate,Euro 4,6490.0
Renault,Megane,2017.0,Combi,279500.0,5.0,5.0,Albastru,Diesel,1461.0,110.0,Manuala,Fata,Euro 6,8485.0
Seat,Altea,2005.0,Masina mica,220000.0,5.0,5.0,Rosu,Benzina,1595.0,102.0,Manuala,Fata,Euro 4,2985.0
Volkswagen,Golf,2010.0,Combi,251000.0,5.0,5.0,Albastru,Diesel,1968.0,140.0,Manuala,Fata,Euro 5,4998.0
Skoda,Octavia,2013.0,Combi,335000.0,5.0,5.0,Alb,Diesel,1968.0,149.0,Automata,Fata,Euro 5,6998.0
Mercedes-Benz,CLS,2020.0,Coupe,115355.0,4.0,5.0,Negru,Benzina,2999.0,367.0,Automata,4x4 (automat),Euro 6,43999.23
Volkswagen,Multivan,2019.0,Monovolum,203000.0,5.0,7.0,Alb,Diesel,1968.0,198.0,Automata,Spate,Euro 6,35000.0
Porsche,Cayenne Coupe,2020.0,SUV,98900.0,5.0,5.0,Alb,Hibrid Plug-In,2995.0,353.0,Automata,4x4 (automat),Euro 6,81344.67
Renault,Laguna,2013.0,Combi,260000.0,5.0,5.0,Alb,Diesel,1995.0,173.0,Automata,Fata,Euro 5,5390.0
Audi,A7,2016.0,Coupe,212678.0,5.0,5.0,Gri,Diesel,2967.0,272.0,Automata,4x4 (automat),Euro 6,22990.0
Volkswagen,Touareg,2011.0,SUV,220000.0,5.0,5.0,Argint,Benzina,2995.0,333.0,Automata,4x4 (automat),Euro 5,15500.0
Volvo,V60,2021.0,Combi,139178.0,5.0,5.0,Negru,Diesel,1969.0,197.0,Automata,Fata,Euro 6,19990.0
Land Rover,Freelander,2012.0,SUV,204000.0,5.0,5.0,Negru,Diesel,2179.0,190.0,Automata,4x4 (automat),Euro 5,9450.0
BMW,Seria 5,2018.0,Sedan,131442.0,4.0,5.0,Gri,Benzina,2998.0,340.0,Automata,4x4 (automat),Euro 6,31980.0
Kia,Sorento,2015.0,SUV,232000.0,5.0,5.0,Negru,Diesel,2199.0,200.0,Automata,4x4 (automat),Euro 5,16500.0
MG,HS,2024.0,SUV,2500.0,5.0,5.0,Gri,Benzina,1496.0,170.0,Automata,Fata,Euro 6,28499.0
Volkswagen,Golf,2022.0,Combi,180000.0,5.0,5.0,Negru,Diesel,1968.0,115.0,Automata,Fata,Euro 6,15990.0
Fiat,500,2014.0,Masina mica,148000.0,3.0,4.0,Alb,Benzina,1242.0,69.0,Manuala,Fata,Euro 6,4999.0
Toyota,Corolla,2021.0,Compacta,81376.0,5.0,5.0,Gri,Hibrid,1798.0,98.0,Automata,Fata,Euro 6,20200.0
Mini,Cooper S,2014.0,Coupe,206000.0,3.0,4.0,Gri,Benzina,1998.0,192.0,Automata,Fata,Euro 6,7990.0
Toyota,RAV4,2020.0,SUV,106619.0,5.0,5.0,Gri,Hibrid,2487.0,222.0,Automata,4x4 (automat),Euro 6,28900.0
Opel,Meriva,2012.0,Monovolum,220000.0,5.0,5.0,Alb,Benzina,1398.0,100.0,Manuala,Fata,Euro 5,3950.0
Skoda,Octavia,2022.0,Sedan,162010.0,5.0,5.0,Albastru,Diesel,1968.0,200.0,Automata,4x4 (automat),Euro 6,24498.87
Skoda,Octavia,2019.0,Combi,304185.0,5.0,5.0,Gri,Diesel,1968.0,150.0,Automata,Fata,Euro 6,10400.0
Audi,A8,2011.0,Sedan,320000.0,4.0,5.0,Negru,Diesel,2967.0,250.0,Automata,4x4 (automat),Euro 5,10990.0
Kia,Sportage,2022.0,SUV,114488.0,5.0,5.0,Gri,Hibrid,1598.0,230.0,Automata,Fata,Euro 6,25390.0
Mercedes-Benz,A,2025.0,Compacta,5000.0,5.0,5.0,Negru,Benzina,1332.0,136.0,Automata,Fata,Euro 6,33342.99
BMW,X3,2008.0,SUV,300000.0,5.0,5.0,Negru,Diesel,1995.0,177.0,Automata,4x4 (automat),Euro 5,5500.0
Skoda,Superb,2020.0,Combi,212000.0,5.0,5.0,Negru,Diesel,1968.0,194.0,Automata,4x4 (automat),Euro 6,16990.0
Renault,Kadjar,2020.0,SUV,186286.0,5.0,5.0,Negru,Benzina,1332.0,159.0,Automata,Fata,Euro 6,15950.22
BMW,Seria 3,2024.0,Sedan,12300.0,4.0,5.0,Alb,Benzina,1998.0,156.0,Automata,Spate,Euro 6,34900.01
Volkswagen,Taigo,2023.0,Masina de oras,26000.0,5.0,5.0,Gri,Benzina,999.0,95.0,Manuala,Fata,Euro 6c,18190.0
Volkswagen,Transporter,2011.0,Monovolum,187068.0,4.0,5.0,Gri,Diesel,1968.0,179.0,Manuala,Fata,Euro 6,10990.0
Mercedes-Benz,CLA,2021.0,Sedan,70000.0,4.0,5.0,Argint,Diesel,1950.0,150.0,Automata,Spate,Euro 6,32307.0
