make,model,year,body_type,mileage,door_count,nr_seats,color,fuel_type,engine_capacity,engine_power,gearbox,transmission,pollution_standard,price
Dacia,Logan,2023.0,Sedan,58000.0,4.0,5.0,Alb,Benzina + GPL,999.0,90.0,Manuala,Fata,Euro 6,10490.0
Ford,Galaxy,2019.0,Monovolum,222581.0,5.0,7.0,Gri,Diesel,1998.0,240.0,Automata,Fata,Euro 6,14500.0
Citroën,C3,2019.0,Masina de oras,46803.0,5.0,5.0,Gri,Benzina,1199.0,110.0,Manuala,Fata,Euro 6,9990.0
Kia,Sportage,2019.0,SUV,155000.0,5.0,5.0,Gri,Diesel,1598.0,115.0,Manuala,Fata,Euro 6,15990.0
Audi,A7,2015.0,Sedan,142000.0,5.0,4.0,Negru,Diesel,2967.0,272.0,Automata,4x4 (automat),Euro 6,22990.0
Ford,Ranger,2016.0,SUV,220000.0,4.0,5.0,Negru,Diesel,3198.0,200.0,Automata,4x4 (manual),Euro 6,17999.0
Volvo,XC 60,2016.0,SUV,274000.0,5.0,5.0,Negru,Diesel,1969.0,149.0,Automata,Fata,Euro 6,12990.0
Mercedes-Benz,GLE,2020.0,SUV,154701.0,5.0,5.0,Alb,Hibrid Plug-In,1950.0,194.0,Automata,4x4 (automat),Euro 6,51800.0
Audi,Q7,2017.0,SUV,266000.0,5.0,7.0,Albastru,Diesel,2967.0,272.0,Automata,4x4 (automat),Euro 6,25990.0
BMW,X6,2021.0,SUV,165273.0,5.0,5.0,Negru,Diesel,2993.0,352.0,Automata,4x4 (automat),Euro 6,61700.01
Peugeot,3008,2021.0,SUV,122704.0,5.0,5.0,Negru,Hibrid Plug-In,1598.0,300.0,Automata,4x4 (automat),Euro 6,20990.0
Toyota,Corolla,2021.0,Combi,205852.0,5.0,5.0,Alb,Hibrid,1987.0,180.0,Automata,Fata,Euro 6,18350.0
Mercedes-Benz,GLC,2023.0,SUV,12940.0,5.0,5.0,Rosu,Benzina,1999.0,204.0,Automata,4x4 (automat),Euro 6,66899.99
Renault,Kadjar,2021.0,SUV,155000.0,5.0,5.0,Alb,Diesel,1461.0,115.0,Automata,Fata,Euro 6b,14200.0
Mercedes-Benz,GLC,2022.0,SUV,85374.0,5.0,5.0,Negru,Diesel,1950.0,194.0,Automata,4x4 (automat),Euro 6d,37497.9
Kia,Ceed,2014.0,Compacta,220000.0,5.0,5.0,Alb,Diesel,1582.0,128.0,Manuala,Fata,Euro 5,5750.0
Fiat,Panda,2014.0,Masina de oras,234000.0,5.0,5.0,Negru,Diesel,1248.0,75.0,Manuala,4x4 (automat),Euro 5,4990.0
Ford,Focus,2012.0,Compacta,262000.0,5.0,5.0,Negru,Diesel,1560.0,116.0,Manuala,Fata,Euro 5,4990.0
Citroën,Jumper,2019.0,Monovolum,90000.0,4.0,3.0,Alb,Diesel,1997.0,130.0,Manuala,Fata,Euro 6,14989.48
Peugeot,208,2018.0,Masina de oras,140000.0,5.0,5.0,Negru,Benzina,1199.0,90.0,Manuala,Fata,Euro 6,7490.0
BMW,Seria 3,2014.0,Sedan,192000.0,4.0,5.0,Bej,Benzina,1598.0,136.0,Automata,Spate,Euro 6,11990.0
Volvo,V60,2013.0,Combi,166000.0,5.0,5.0,Negru,Hibrid Plug-In,2400.0,280.0,Automata,4x4 (automat),Euro 5,10990.0
Mercedes-Benz,CLA,2025.0,Coupe,16925.0,4.0,5.0,Negru,Benzina,1991.0,190.0,Automata,4x4 (automat),Euro 6d-Temp,40499.91
Toyota,Auris,2018.0,Combi,142000.0,5.0,5.0,Albastru,Hibrid,1798.0,99.0,Automata,Fata,Euro 6,12390.0
Renault,Megane,2019.0,Combi,164000.0,5.0,5.0,Gri,Diesel,1461.0,95.0,Manuala,Fata,Euro 6b,8999.0
Opel,Corsa,2016.0,Masina de oras,223400.0,3.0,5.0,Albastru,Diesel,1248.0,95.0,Automata,Fata,Euro 6,6699.0
Audi,Q8,2021.0,SUV,108000.0,5.0,5.0,Albastru,Diesel,2967.0,231.0,Automata,4x4 (automat),Euro 6,53449.33
Volkswagen,ARTEON,2018.0,Coupe,235000.0,5.0,5.0,Negru,Benzina,1498.0,150.0,Automata,Fata,Euro 6,18150.0
Volkswagen,Passat,2010.0,Combi,262000.0,5.0,5.0,Albastru,Diesel,1968.0,140.0,Manuala,Fata,Euro 5,4550.0
BMW,Seria 5,2015.0,Sedan,186000.0,4.0,5.0,Gri,Diesel,1995.0,190.0,Automata,Spate,Euro 6,14990.0
Mercedes-Benz,GLC,2024.0,SUV,24020.0,5.0,5.0,Negru,Benzina,1999.0,204.0,Automata,4x4 (automat),Euro 6,59000.0
Mercedes-Benz,GLC Coupe,2025.0,SUV,7500.0,5.0,5.0,Argint,Benzina,1999.0,258.0,Automata,4x4 (automat),Euro 6d-Temp,66537.9
Volkswagen,Passat CC,2015.0,Sedan,174000.0,4.0,5.0,Argint,Diesel,1968.0,177.0,Automata,Fata,Euro 5,14999.0
Audi,Q3,2020.0,SUV,209230.0,5.0,5.0,Negru,Diesel,1968.0,150.0,Automata,Fata,Euro 6,20933.0
Skoda,Octavia,2017.0,Combi,197395.0,5.0,5.0,Alb,Diesel,1968.0,150.0,Manuala,4x4 (manual),Euro 6,12705.0
Volvo,XC 90,2025.0,SUV,7500.0,5.0,7.0,Gri,Hibrid Plug-In,1969.0,455.0,Automata,4x4 (automat),Euro 6,84698.79
BMW,Seria 5,2017.0,Sedan,179261.0,5.0,5.0,Gri,Diesel,2993.0,320.0,Automata,4x4 (automat),Euro 6,21900.0
Land Rover,Discovery,2006.0,SUV,295312.0,5.0,5.0,Albastru,Diesel,2720.0,190.0,Automata,4x4 (automat),Euro 4,5200.0
Rolls-Royce,Corniche,1971.0,Coupe,90585.0,3.0,4.0,Alte culori,Benzina,6750.0,211.0,Automata,Spate,Non-euro,40000.0
Ford,Kuga,2017.0,SUV,210000.0,5.0,5.0,Alb,Diesel,1498.0,120.0,Automata,Fata,Euro 6,10900.0
Peugeot,208,2020.0,Masina de oras,121781.0,5.0,5.0,Gri,Benzina,1199.0,101.0,Manuala,Fata,Euro 6,9990.0
Dacia,Dokker,2016.0,Monovolum,312135.0,5.0,5.0,Alb,Benzina,1598.0,102.0,Manuala,Fata,Euro 6,5300.0
BMW,X3,2024.0,SUV,19600.0,5.0,5.0,Negru,Diesel,1995.0,190.0,Automata,4x4 (automat),Euro 6,49900.0
Skoda,Octavia,2021.0,Compacta,104632.0,5.0,5.0,Argint,Benzina,1498.0,150.0,Manuala,Fata,Euro 6,15890.0
Skoda,Fabia,2012.0,Combi,198173.0,5.0,5.0,Argint,Benzina,1197.0,86.0,Manuala,Fata,Euro 5,4899.0
Land Rover,Range Rover Evoque,2011.0,SUV,261000.0,5.0,2.0,Alb,Diesel,2179.0,190.0,Manuala,4x4 (manual),Euro 5,7800.0
Dacia,Logan,2010.0,Combi,175000.0,5.0,5.0,Rosu,Diesel,1461.0,68.0,Manuala,Fata,Euro 4,3550.0
Mercedes-Benz,GLC,2020.0,SUV,172913.0,5.0,5.0,Negru,Hibrid Plug-In,1950.0,306.0,Automata,4x4 (automat),Euro 6d,30750.0
Mercedes-Benz,GLE Coupe,2018.0,SUV,49113.0,5.0,5.0,Negru,Diesel,2987.0,258.0,Automata,4x4 (automat),Euro 6,72479.0
Volkswagen,Golf,2010.0,Compacta,195000.0,5.0,5.0,Negru,Benzina,1390.0,122.0,Manuala,Fata,Euro 5,4950.0
Mercedes-Benz,GLE,2023.0,SUV,40079.0,5.0,5.0,Gri,Benzina,3982.0,612.0,Automata,4x4 (automat),Euro 6,119899.99
Skoda,Fabia,2020.0,Compacta,173614.0,5.0,5.0,Alb,Benzina,999.0,95.0,Manuala,Fata,Euro 6,8450.0
Cupra,Formentor,2020.0,SUV,182000.0,5.0,5.0,Gri,Benzina,1984.0,310.0,Automata,4x4 (automat),Euro 6,24200.0
BMW,Seria 1,2023.0,Compacta,60300.0,5.0,5.0,Gri,Benzina,1499.0,136.0,Automata,Fata,Euro 6,26900.01
Peugeot,208,2014.0,Masina mica,113053.0,5.0,5.0,Gri,Diesel,1398.0,68.0,Manuala,Fata,Euro 6,5490.0
BMW,M2,2018.0,Coupe,174000.0,2.0,4.0,Alb,Benzina,2979.0,410.0,Automata,Spate,Euro 5,38720.0
Citroën,C5 Aircross,2020.0,SUV,113300.0,5.0,5.0,Gri,Hibrid Plug-In,1598.0,225.0,Automata,Fata,Euro 6,17659.0
Volkswagen,Golf,2012.0,Compacta,46000.0,5.0,5.0,Albastru,Diesel,1598.0,105.0,Manuala,Fata,Euro 5,6500.0
Renault,Kangoo,2019.0,Monovolum,198900.0,5.0,2.0,Alb,Diesel,1461.0,115.0,Manuala,Fata,Euro 6,9749.0
Toyota,RAV4,2021.0,SUV,119600.0,5.0,5.0,Albastru,Hibrid,2487.0,218.0,Automata,4x4 (automat),Euro 6,32989.44
Mercedes-Benz,GLE,2024.0,SUV,26235.0,5.0,9.0,Negru,Diesel,2989.0,367.0,Automata,4x4 (automat),Euro 6,87990.0
Toyota,Yaris Cross,2022.0,SUV,60821.0,5.0,5.0,Albastru,Hibrid,1490.0,116.0,Automata,Fata,Euro 6,20600.0
Dacia,Sandero Stepway,2013.0,Masina de oras,217216.0,5.0,5.0,Alte culori,Benzina,898.0,90.0,Manuala,Fata,Euro 5,4990.0
Mercedes-Benz,S,2022.0,Sedan,27477.0,4.0,5.0,Negru,Benzina,2999.0,435.0,Automata,4x4 (automat),Euro 6d-Temp,124630.0
Skoda,Octavia,2013.0,Sedan,180000.0,5.0,5.0,Gri,Diesel,1598.0,105.0,Automata,Fata,Euro 5,8500.0
Porsche,Cayenne,2012.0,SUV,280000.0,5.0,5.0,Alb,Diesel,2967.0,240.0,Automata,4x4 (automat),Euro 6,15490.0
Volkswagen,Golf,2022.0,Compacta,80000.0,5.0,5.0,Alb,Hibrid Plug-In,1395.0,245.0,Automata,Fata,Euro 6,21490.0
Mercedes-Benz,GLC,2016.0,SUV,170000.0,5.0,5.0,Gri,Diesel,2143.0,204.0,Automata,4x4 (automat),Euro 6,23990.0
Mercedes-Benz,GLC Coupe,2018.0,SUV,130000.0,5.0,5.0,Gri,Diesel,2143.0,170.0,Automata,4x4 (automat),Euro 6,27990.0
Audi,A4,2023.0,Sedan,100000.0,4.0,5.0,Negru,Benzina,1984.0,204.0,Automata,4x4 (automat),Euro 6,23990.0
Ford,Mondeo,2019.0,Combi,200000.0,5.0,5.0,Albastru,Diesel,1997.0,190.0,Automata,4x4 (automat),Euro 6,8990.0
Land Rover,Discovery Sport,2018.0,SUV,140000.0,5.0,5.0,Albastru,Diesel,1999.0,150.0,Automata,4x4 (automat),Euro 6,19990.0
Peugeot,308,2015.0,Compacta,117500.0,5.0,5.0,Alb,Benzina,1199.0,130.0,Manuala,Fata,Euro 6,7390.0
Toyota,Hilux,2024.0,SUV,30152.0,4.0,5.0,Alb,Diesel,2755.0,204.0,Automata,4x4 (manual),Euro 6,57989.25
BMW,X3,2013.0,SUV,200584.0,5.0,5.0,Alb,Diesel,1995.0,184.0,Automata,4x4 (automat),Euro 5,11990.0
Volkswagen,Passat,2020.0,Sedan,84516.0,4.0,5.0,Gri,Diesel,1968.0,150.0,Automata,Fata,Euro 6,22900.0
Audi,A5,2011.0,Sedan,281000.0,5.0,5.0,Negru,Diesel,1968.0,143.0,Automata,Fata,Euro 5,8990.0
Ford,Ranger,2017.0,SUV,190808.0,4.0,5.0,Negru,Diesel,3127.0,200.0,Automata,4x4 (automat),Euro 6,21990.0
Skoda,Scala,2021.0,Combi,124878.0,5.0,5.0,Albastru,Benzina,1498.0,150.0,Manuala,Fata,Euro 6,12589.99
Audi,A4,2012.0,Combi,321627.0,5.0,5.0,Albastru,Diesel,1968.0,143.0,Manuala,Fata,Euro 5,7490.0
Renault,Austral,2023.0,SUV,23000.0,5.0,5.0,Negru,Hibrid,1199.0,200.0,Automata,Fata,Euro 6,32890.0
Volkswagen,Golf,2024.0,Compacta,47422.0,5.0,5.0,Albastru,Benzina,999.0,110.0,Automata,Fata,Euro 6,19490.0
Volkswagen,Jetta,2013.0,Sedan,215000.0,4.0,5.0,Gri,Diesel,1598.0,105.0,Manuala,Fata,Euro 5,6600.0
Land Rover,Range Rover,2020.0,SUV,105500.0,5.0,4.0,Negru,Benzina,4999.0,566.0,Automata,4x4 (automat),Euro 6,72000.0
Ford,Mondeo,2013.0,Combi,277227.0,4.0,5.0,Argint,Diesel,1997.0,140.0,Automata,Fata,Euro 5,5300.0
Nissan,Qashqai,2014.0,SUV,90516.0,5.0,5.0,Negru,Diesel,1598.0,130.0,Manuala,4x4 (manual),Euro 5,11900.0
Hyundai,i20,2017.0,Masina de oras,128000.0,5.0,5.0,Alb,Diesel,1120.0,75.0,Manuala,Fata,Euro 6,7300.0
Dacia,Jogger,2023.0,Combi,38996.0,5.0,7.0,Verde,Benzina,999.0,110.0,Manuala,Fata,Euro 6,17950.0
Mercedes-Benz,S,2025.0,Sedan,17000.0,4.0,4.0,Negru,Hibrid Plug-In,3982.0,802.0,Automata,4x4 (automat),Euro 6,208725.0
BMW,Seria 5,2017.0,Sedan,220000.0,5.0,5.0,Negru,Diesel,1995.0,190.0,Automata,Spate,Euro 6b,19500.0
Volkswagen,Multivan,2012.0,Monovolum,193000.0,5.0,7.0,Maro,Diesel,1990.0,180.0,Manuala,Fata,Euro 5,21500.0
BMW,Seria 5,2019.0,Sedan,119000.0,4.0,5.0,Negru,Benzina,1998.0,184.0,Automata,Spate,Euro 6,25499.0
Dacia,Duster,2021.0,SUV,97802.0,5.0,5.0,Alb,Diesel,1461.0,115.0,Manuala,4x4 (automat),Euro 6,15900.0
Volkswagen,Sharan,2011.0,Monovolum,280000.0,5.0,7.0,Gri,Diesel,1968.0,140.0,Manuala,Fata,Euro 5,6700.0
BMW,Seria 5,2005.0,Combi,317000.0,4.0,4.0,Argint,Diesel,2993.0,231.0,Automata,4x4 (automat),Euro 4,5900.0
Renault,Clio,2015.0,Combi,270000.0,5.0,5.0,Negru,Diesel,1461.0,90.0,Manuala,Fata,Euro 5,4990.0
Hyundai,Bayon,2022.0,SUV,100000.0,5.0,5.0,Negru,Benzina,1197.0,84.0,Manuala,Fata,Euro 6,12990.0
BMW,M4,2024.0,Coupe,16990.0,2.0,4.0,Verde,Benzina,2993.0,530.0,Automata,4x4 (automat),Euro 6,93900.01
Renault,Arkana,2023.0,SUV,84000.0,5.0,5.0,Gri,Benzina,1333.0,158.0,Automata,Fata,Euro 6,22500.0
BMW,Seria 1,2011.0,Compacta,257298.0,5.0,5.0,Negru,Diesel,1995.0,116.0,Manuala,Spate,Euro 5,8299.0
Lexus,LBX,2024.0,SUV,850.0,4.0,5.0,Gri,Hibrid,1490.0,136.0,Automata,Fata,Euro 6b,40510.8
Mercedes-Benz,C,2017.0,Sedan,225000.0,4.0,5.0,Albastru,Diesel,2143.0,204.0,Automata,4x4 (manual),Euro 6,16890.0
BMW,X5,2017.0,SUV,163380.0,5.0,5.0,Gri,Hibrid Plug-In,1997.0,313.0,Automata,4x4 (automat),Euro 6,23000.0
Skoda,Octavia,2021.0,Sedan,117198.0,5.0,5.0,Gri,Benzina,1498.0,150.0,Manuala,Fata,Euro 6,15890.0
BMW,Seria 5,2021.0,Combi,158000.0,5.0,5.0,Gri,Diesel,2993.0,286.0,Automata,4x4 (automat),Euro 6d,35899.0
BMW,Seria 4,2023.0,Sedan,138000.0,5.0,5.0,Gri,Benzina,1998.0,184.0,Automata,Spate,Euro 6,39446.0
Mercedes-Benz,C,2025.0,Sedan,6000.0,5.0,5.0,Negru,Diesel,1993.0,200.0,Automata,4x4 (automat),Euro 6d-Temp,60569.0
Volkswagen,Passat,2015.0,Combi,289000.0,5.0,5.0,Gri,Diesel,1968.0,150.0,Automata,Fata,Euro 6,10350.0
Volkswagen,Passat,2013.0,Combi,261300.0,5.0,5.0,Gri,Benzina + GPL,1390.0,160.0,Manuala,Fata,Euro 5,5750.0
Toyota,RAV4,2021.0,SUV,71965.0,5.0,5.0,Gri,Hibrid,2487.0,178.0,Automata,Fata,Euro 6,31489.04
Dacia,Logan,2020.0,Combi,158000.0,4.0,5.0,Alb,Benzina + GPL,898.0,90.0,Manuala,Fata,Euro 6,8690.0
Dacia,Duster,2020.0,SUV,114000.0,5.0,5.0,Gri,Benzina + GPL,999.0,100.0,Manuala,Fata,Euro 6,11290.0
Skoda,Superb,2012.0,Combi,230000.0,5.0,5.0,Gri,Diesel,1968.0,140.0,Automata,Fata,Euro 5,7650.0
Renault,Captur,2013.0,SUV,204000.0,5.0,5.0,Gri,Diesel,1461.0,110.0,Manuala,Fata,Euro 6,6950.0
Land Rover,Discovery Sport,2018.0,SUV,83000.0,5.0,5.0,Negru,Diesel,1999.0,241.0,Automata,4x4 (automat),Euro 6,19900.0
BMW,X5,2007.0,SUV,284000.0,5.0,5.0,Argint,Diesel,2993.0,235.0,Automata,4x4 (manual),Euro 4,7000.0
Hyundai,Tucson,2021.0,SUV,58000.0,5.0,5.0,Negru,Hibrid Plug-In,1598.0,251.0,Automata,4x4 (automat),Euro 6,26999.0
Renault,Grand Scenic,2017.0,Monovolum,184700.0,5.0,5.0,Albastru,Diesel,1598.0,130.0,Manuala,Fata,Euro 6,10890.0
Renault,Kadjar,2015.0,SUV,253700.0,5.0,5.0,Negru,Diesel,1461.0,110.0,Automata,Fata,Euro 5,9700.0
Cupra,Formentor,2022.0,SUV,104749.0,5.0,5.0,Gri,Hibrid Plug-In,1395.0,204.0,Automata,Fata,Euro 6,24657.38
Mercedes-Benz,C,2023.0,Sedan,46992.0,5.0,5.0,Negru,Hibrid Plug-In,1993.0,313.0,Automata,Spate,Euro 6,35989.03
Volvo,XC 60,2023.0,SUV,76000.0,5.0,5.0,Gri,Diesel,1969.0,197.0,Automata,4x4 (automat),Euro 6,42108.0
Volvo,XC 60,2020.0,SUV,42726.0,5.0,5.0,Negru,Benzina,1969.0,250.0,Automata,4x4 (automat),Euro 6,35990.01
Citroën,C1,2018.0,Compacta,73137.0,5.0,5.0,Gri,Benzina,1199.0,82.0,Automata,Fata,Euro 6d-Temp,7990.0
Peugeot,2008,2016.0,Masina mica,130000.0,5.0,5.0,Alb,Benzina,1199.0,82.0,Manuala,Fata,Euro 6,7690.0
Volkswagen,Passat,2020.0,Combi,94316.0,5.0,5.0,Negru,Hibrid Plug-In,1395.0,218.0,Automata,Fata,Euro 6,22500.0
Hyundai,IONIQ,2018.0,Sedan,139150.0,4.0,5.0,Gri,Hibrid Plug-In,1580.0,141.0,Automata,Fata,Euro 6,12999.0
Mercedes-Benz,A,2018.0,Compacta,75900.0,5.0,5.0,Rosu,Diesel,1461.0,116.0,Automata,Fata,Euro 6,18990.0
Ford,Transit Connect,2021.0,Monovolum,76721.0,4.0,2.0,Alb,Diesel,1499.0,99.0,Manuala,Fata,Euro 6,13450.0
BMW,Seria 7,2016.0,Sedan,131000.0,4.0,4.0,Negru,Diesel,2993.0,320.0,Automata,4x4 (automat),Euro 6,32500.0
Volkswagen,Golf,2013.0,Combi,250000.0,3.0,5.0,Albastru,Diesel,1968.0,150.0,Manuala,Fata,Euro 5,7500.0
Lamborghini,URUS,2020.0,SUV,67115.0,4.0,5.0,Portocaliu,Benzina,3996.0,650.0,Automata,4x4 (automat),Euro 6,199000.0
Mercedes-Benz,C,2014.0,Sedan,196000.0,5.0,5.0,Gri,Diesel,2143.0,170.0,Automata,Spate,Euro 5,12500.0
Dacia,Duster,2022.0,SUV,145600.0,5.0,5.0,Alb,Diesel,1461.0,115.0,Manuala,4x4 (automat),Euro 6,15450.01
Skoda,Octavia,2021.0,Combi,115166.0,5.0,5.0,Alb,Diesel,1998.0,115.0,Automata,Fata,Euro 6,20450.21
SsangYong,Tivoli,2022.0,SUV,52487.0,5.0,5.0,Albastru,Benzina,1497.0,163.0,Automata,Fata,Euro 6,13999.7
Mercedes-Benz,GLA,2022.0,SUV,41373.0,5.0,5.0,Negru,Diesel,1950.0,190.0,Automata,Fata,Euro 6d,34485.0
Peugeot,308,2020.0,Compacta,136772.0,5.0,5.0,Gri,Diesel,1499.0,130.0,Automata,Fata,Euro 6,11190.0
Renault,Captur,2021.0,SUV,57118.0,5.0,5.0,Albastru,Hibrid Plug-In,1598.0,160.0,Automata,Fata,Euro 6,17990.0
Toyota,Hilux,2019.0,SUV,93197.0,4.0,5.0,Gri,Diesel,2393.0,150.0,Manuala,4x4 (manual),Euro 6,27001.15
Land Rover,Range Rover Sport,2018.0,SUV,93114.0,5.0,5.0,Gri,Diesel,2993.0,306.0,Automata,4x4 (automat),Euro 6,55000.01
Peugeot,3008,2020.0,SUV,44273.0,5.0,5.0,Alb,Hibrid Plug-In,1598.0,225.0,Automata,Fata,Euro 6,21789.99
Mazda,CX-5,2019.0,SUV,141000.0,5.0,5.0,Gri,Benzina,2488.0,194.0,Automata,4x4 (automat),Euro 6,21300.0
Peugeot,208,2015.0,Masina de oras,119000.0,5.0,5.0,Gri,Benzina,1199.0,83.0,Manuala,Fata,Euro 6b,4999.0
Hyundai,Accent,2007.0,Sedan,115500.0,4.0,5.0,Verde,Benzina,1399.0,95.0,Manuala,Fata,Euro 4,2899.0
Kia,XCeed,2021.0,SUV,27000.0,5.0,5.0,Alb,Hibrid Plug-In,1580.0,141.0,Automata,Fata,Euro 6,20999.01
Opel,Vivaro,2019.0,Monovolum,156800.0,4.0,2.0,Argint,Diesel,1598.0,125.0,Manuala,Fata,Euro 6,14278.0
Renault,Grand Scenic,2012.0,Monovolum,380000.0,5.0,7.0,Gri,Diesel,1461.0,110.0,Automata,Fata,Euro 5,3990.0
Mercedes-Benz,A,2018.0,Compacta,171265.0,5.0,5.0,Alb,Diesel,1461.0,109.0,Automata,Fata,Euro 6b,16450.0
Peugeot,2008,2014.0,SUV,107000.0,5.0,5.0,Alb,Benzina,1199.0,82.0,Manuala,Fata,Euro 5,6500.0
Peugeot,508,2012.0,Combi,229371.0,5.0,5.0,Gri,Hibrid,1997.0,163.0,Automata,4x4 (automat),Euro 5,7999.0
BMW,Seria 3,2004.0,Sedan,301000.0,3.0,5.0,Gri,Diesel,1995.0,150.0,Manuala,Spate,Euro 4,2350.0
Toyota,RAV4,2021.0,SUV,60000.0,5.0,5.0,Gri,Hibrid,2494.0,197.0,Automata,4x4 (automat),Euro 6,27990.0
Land Rover,Range Rover Velar,2019.0,SUV,184234.0,5.0,5.0,Gri,Diesel,1999.0,179.0,Automata,4x4 (automat),Euro 6,22999.0
Renault,Arkana,2024.0,SUV,10000.0,5.0,5.0,Gri,Benzina,1333.0,158.0,Automata,Fata,Euro 6,27500.0
BMW,X5,2024.0,SUV,27350.0,5.0,5.0,Gri,Diesel,2993.0,286.0,Automata,4x4 (automat),Euro 6d-Temp,69500.0
BMW,Seria 1,2017.0,Compacta,216300.0,5.0,5.0,Alb,Benzina,1499.0,136.0,Automata,Fata,Euro 6,10999.51
Mercedes-Benz,C,2020.0,Sedan,70935.0,4.0,5.0,Negru,Diesel,1950.0,194.0,Automata,4x4 (automat),Euro 6,26499.0
BMW,Seria 2,2021.0,Sedan,95830.0,4.0,5.0,Alb,Benzina,1499.0,136.0,Automata,Fata,Euro 6,21500.01
Mercedes-Benz,C,2010.0,Combi,387000.0,4.0,5.0,Negru,Diesel,2143.0,170.0,Automata,Spate,Euro 5,5100.0
Land Rover,Discovery Sport,2017.0,SUV,167192.0,5.0,5.0,Gri,Diesel,1999.0,180.0,Automata,4x4 (automat),Euro 6,13950.0
BMW,Seria 1,2022.0,Compacta,52000.0,5.0,5.0,Negru,Benzina,1499.0,136.0,Automata,Fata,Euro 6d-Temp,19900.0
Toyota,Auris,2014.0,Compacta,244000.0,5.0,5.0,Negru,Diesel,1998.0,124.0,Manuala,Fata,Euro 5,6600.0
Renault,Megane,2011.0,Masina de oras,154000.0,5.0,5.0,Gri,Benzina,1598.0,110.0,Manuala,Fata,Euro 5,4399.0
Audi,A3,2015.0,Compacta,162141.0,4.0,4.0,Rosu,Diesel,1968.0,149.0,Automata,Fata,Euro 6,11199.0
Audi,A6 Allroad,2016.0,Combi,239000.0,5.0,5.0,Maro,Diesel,2967.0,218.0,Automata,4x4 (automat),Euro 6,15900.0
Peugeot,308,2019.0,Combi,147059.0,5.0,5.0,Gri,Diesel,1499.0,130.0,Automata,Fata,Euro 6,10490.0
Seat,Ateca,2022.0,SUV,14680.0,5.0,5.0,Albastru,Benzina,1498.0,150.0,Manuala,Fata,Euro 6,20489.99
SsangYong,Torres,2023.0,SUV,11000.0,5.0,5.0,Gri,Benzina,1497.0,163.0,Automata,Fata,Euro 6,27900.0
BMW,Seria 4,2023.0,Coupe,82100.0,5.0,5.0,Albastru,Diesel,1995.0,190.0,Automata,4x4 (automat),Euro 6,41900.0
Toyota,C-HR,2018.0,SUV,169000.0,5.0,5.0,Gri,Hibrid,1798.0,122.0,Automata,Fata,Euro 6,15690.0
Peugeot,3008,2018.0,SUV,190368.0,5.0,5.0,Alb,Diesel,1499.0,130.0,Automata,Fata,Euro 6,12950.0
Mercedes-Benz,GLB,2020.0,SUV,225000.0,5.0,7.0,Alb,Benzina,1332.0,163.0,Automata,4x4 (automat),Euro 6,28950.0
Volkswagen,Golf,2010.0,Compacta,241305.0,5.0,5.0,Negru,Diesel,1598.0,105.0,Manuala,Fata,Euro 5,4250.0
Toyota,Corolla,2020.0,Combi,75481.0,5.0,5.0,Alb,Hibrid,1798.0,122.0,Automata,Fata,Euro 6,18650.0
Hyundai,i10,2020.0,Masina de oras,48000.0,4.0,5.0,Albastru,Benzina,1197.0,84.0,Automata,Fata,Euro 6d,11750.0
Renault,Talisman,2016.0,Sedan,149772.0,4.0,5.0,Alte culori,Diesel,1598.0,160.0,Automata,Fata,Euro 6,14990.0
Mercedes-Benz,A,2023.0,Compacta,67000.0,5.0,5.0,Alb,Benzina,1991.0,190.0,Automata,4x4 (automat),Euro 6,29990.0
Volvo,S40,2009.0,Sedan,210000.0,4.0,5.0,Galben/Auriu,Benzina,1596.0,100.0,Manuala,Fata,Euro 4,3000.0
Ford,Transit Custom,2020.0,Monovolum,121500.0,4.0,9.0,Albastru,Diesel,1995.0,130.0,Manuala,Fata,Euro 6,22983.95
BMW,Seria 5,2016.0,Sedan,252137.0,5.0,5.0,Argint,Diesel,1995.0,190.0,Automata,Spate,Euro 6b,13990.0
Ford,Puma,2020.0,SUV,77000.0,5.0,5.0,Alb,Benzina,999.0,125.0,Manuala,Fata,Euro 6,12590.0
Dacia,Sandero,2009.0,Masina de oras,202125.0,5.0,5.0,Albastru,Benzina,1390.0,75.0,Manuala,Fata,Euro 4,1950.0
Jeep,Renegade,2017.0,SUV,148500.0,5.0,5.0,Portocaliu,Diesel,1956.0,170.0,Automata,4x4 (automat),Euro 6,13999.0
Audi,A8,2021.0,Sedan,137900.0,5.0,5.0,Negru,Hibrid Plug-In,2968.0,449.0,Automata,4x4 (automat),Euro 6,49998.41
Mercedes-Benz,E,2023.0,Sedan,38905.0,4.0,5.0,Alb,Hibrid Plug-In,1999.0,252.0,Automata,4x4 (automat),Euro 6d-Temp,70785.0
BMW,X1,2021.0,SUV,197242.0,5.0,5.0,Alb,Hibrid Plug-In,1499.0,220.0,Automata,4x4 (automat),Euro 6,19190.0
Ford,Grand C-Max,2011.0,Monovolum,140775.0,5.0,5.0,Alb,Benzina,1596.0,150.0,Manuala,Fata,Euro 5,6499.0
Dacia,Sandero Stepway,2023.0,Masina de oras,115000.0,5.0,5.0,Alb,Benzina + GPL,999.0,100.0,Manuala,Fata,Euro 6,10990.0
BMW,Seria 1,2021.0,Compacta,27000.0,5.0,5.0,Alb,Benzina,1499.0,136.0,Automata,Fata,Euro 6,20990.0
