make,model,year,body_type,mileage,door_count,nr_seats,color,fuel_type,engine_capacity,engine_power,gearbox,transmission,pollution_standard,price,apple_carplay,android_auto,bluetooth,wireless_charging,navigation,internet,usb_port,head_up_display,ac,climatronic,climatronic_2zone,climatronic_3zone,climatronic_4zone,panoramic_roof,electric_sunroof,manual_sunroof,rear_glass_sunroof,upholstery_alcantara,upholstery_leather_mix,upholstery_leather,upholstery_fabric,electric_driver_seat,heated_driver_seat,heated_passenger_seat,ventilated_front_seats,ventilated_rear_seats,memory_seat,front_armrest,sport_steering_wheel,paddle_shifters,keyless_entry,keyless_go,heated_windshield,air_suspension,sport_suspension,predictive_acc,cruise_control,adaptive_cruise,bi_xenon,laser_lights,led_lights,xenon,dynamic_lights,follow_me_home,front_park_sensors,rear_park_sensors,park_assist,auto_park,camera_360,rear_camera,folding_mirrors,blind_spot,lane_assist,distance_control,autonomous_driving,isofix,url
Volkswagen,T-Roc,2019,SUV,35 000 km,5,5,Albastru,Benzina,1 498 cm3,150 CP,Automata,Fata,Euro 6,18999,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/volkswagen-t-roc-ver-1-5-tsi-opf-dsg-r-line-ID7HK5xJ.html
Mercedes-Benz,GLE Coupe,2024,SUV,48 500 km,5,,Alb,Benzina,2 999 cm3,435 CP,Automata,4x4 (automat),Euro 6,93775,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,https://www.autovit.ro/autoturisme/anunt/mercedes-benz-gle-coupe-ver-amg-53-4matic-amg-speedshift-tct-9g-ID7HI6hd.html
Nissan,Juke,2018,SUV,85 780 km,5,,Alb,Diesel,1 461 cm3,110 CP,Manuala,Fata,,10800,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/nissan-juke-ver-1-5l-dci-start-stop-n-connecta-ID7HNZ4s.html
Mercedes-Benz,S,2023,Sedan,121 000 km,4,,Negru,Diesel,2 925 cm3,330 CP,Automata,4x4 (automat),Euro 6,93775,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,https://www.autovit.ro/autoturisme/anunt/mercedes-benz-s-ver-400-d-4matic-long-aut-ID7HIi4u.html
Volkswagen,Polo,2011,Masina de oras,175 355 km,5,5,Alb,Diesel,1 199 cm3,75 CP,Manuala,Fata,,5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/volkswagen-polo-ver-1-2-tdi-blue-motion-87g-ID7HMOWb.html
Citroën,C5 Aircross,2021,SUV,268 000 km,5,,Gri,Diesel,1 499 cm3,131 CP,Automata,Fata,,9999,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/citroen-c5-aircross-ver-bluehdi-130-s-s-eat8-shine-pack-ID7HLolk.html
Hyundai,Tucson,2021,SUV,59 000 km,5,,Rosu,Diesel,1 598 cm3,136 CP,Automata,Fata,,17999,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/hyundai-tucson-ver-1-6-crdi-48v-hybrid-2wd-dct-trend-ID7HIjbQ.html
Seat,Leon,2015,Coupe,189 000 km,3,,Alb,Benzina,1 984 cm3,280 CP,Automata,Fata,,14990,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/seat-leon-ver-sc-2-0-tsi-start-stop-dsg-cupra-280-ID7HKkMe.html
Mercedes-Benz,GLB,2020,SUV,204 000 km,5,5,Alb,Diesel,1 950 cm3,150 CP,Automata,4x4 (automat),Euro 6d-Temp,26690,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/mercedes-benz-glb-ver-200-d-4matic-8g-dct-amg-line-ID7HNRYP.html
Opel,Crossland,2020,SUV,43 000 km,5,,Rosu,Benzina,1 199 cm3,110 CP,Manuala,Fata,Euro 6,9990,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/opel-crossland-x-ver-1-2-ultimate-ID7HLb9T.html
BMW,ALPINA,2014,Sedan,199 999 km,4,5,Negru,Benzina,2 987 cm3,410 CP,Automata,Spate,Euro 6,24990,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/bmw-bmw-alpina-ID7HEKIb.html
Opel,Astra,2011,Compacta,219 000 km,4,,Gri,Benzina,1 398 cm3,100 CP,Manuala,Fata,,4190,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/opel-astra-ver-1-4-ecotec-active-ID7HHdrd.html
Lexus,Seria NX,2021,SUV,66 000 km,5,5,Negru,Hibrid,2 494 cm3,197 CP,Automata,4x4 (automat),Euro 6d-Temp,34979.89,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/lexus-serianx-ver-300h-awd-luxury-ID7HMP8e.html
Skoda,Octavia,2013,Combi,255 000 km,5,,Negru,Diesel,1 598 cm3,105 CP,Automata,Fata,,6990,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/skoda-octavia-ver-1-6-tdi-green-tec-dsg-edition-ID7HNZ2L.html
Mercedes-Benz,Vito,2022,Monovolum,330 000 km,4,,Alb,Diesel,1 950 cm3,136 CP,Manuala,Spate,,14950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,https://www.autovit.ro/autoturisme/anunt/mercedes-benz-vito-ver-mixto-lang-ha-pro-ID7HNZ1t.html
Volkswagen,ARTEON,2018,Sedan,216 000 km,5,5,Gri,Diesel,1 968 cm3,150 CP,Automata,Fata,Euro 6,19700,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/volkswagen-arteon-ver-2-0-tdi-scr-dsg-r-line-ID7HNZ19.html
Audi,A4,2017,Combi,239 000 km,5,5,Gri,Diesel,1 968 cm3,150 CP,Automata,Fata,Euro 6,12290,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/audi-a4-ver-2-0-tdi-s-tronic-sport-ID7HNsT9.html
DS Automobiles,DS 4,2024,Compacta,19 500 km,5,5,Gri,Hibrid Plug-In,1 598 cm3,225 CP,Automata,Fata,Euro 6d,27995,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/ds-automobiles-dsa-ds4-ver-1-6-phev-fwd-225-eat8-rivoli-ID7HGYeL.html
Suzuki,Grand Vitara,2004,SUV,275 300 km,5,5,Argint,Diesel,1 997 cm3,109 CP,Manuala,4x4 (manual),,3300,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/suzuki-grand-vitara-ver-xl-7-2-0-td-comfort-plus-ID7HNZ0y.html
Hyundai,Elantra,2021,Sedan,60 000 km,4,5,Gri,Benzina,1 598 cm3,123 CP,Automata,Fata,,18500,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/hyundai-elantra-ver-1-6-l-123-cp-cvt-highway-ID7HN3pq.html
BMW,Seria 3,2018,Sedan,275 061 km,4,,Alb,Diesel,1 995 cm3,190 CP,Automata,4x4 (manual),,13800,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-aut-xdrive-ID7HNZ18.html
Volkswagen,Passat CC,2016,Sedan,219 000 km,4,5,Maro,Diesel,1 968 cm3,150 CP,Automata,Fata,Euro 6,13990,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/volkswagen-passat-cc-ID7HNZ07.html
Toyota,Corolla,2023,Sedan,121 000 km,5,5,Negru,Hibrid,1 798 cm3,122 CP,Automata,Fata,,12899,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/toyota-corolla-ver-1-8-hsd-eco-ID7HNYZd.html
Skoda,Superb,2024,Combi,54 548 km,5,5,Gri,Benzina,1 498 cm3,150 CP,Automata,Fata,,28072,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/skoda-superb-ID7HMP6k.html
Renault,Megane,2018,Combi,124 000 km,5,5,Gri,Diesel,1 461 cm3,90 CP,Manuala,,Euro 6,10490,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/renault-megane-ver-estate-1-5-dci-life-ID7HwyLf.html
Dacia,Duster,2018,SUV,160 000 km,5,,Portocaliu,Benzina,1 197 cm3,125 CP,Manuala,,,11999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autovit.ro/autoturisme/anunt/dacia-duster-ID7HNiGA.html
BMW,X6,2015,SUV,132 000 km,5,5,Verde,Diesel,2 993 cm3,313 CP,Automata,4x4 (automat),,31950,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/bmw-x6-ver-xdrive40d-ID7HNZ00.html
BMW,Seria 4,2018,Coupe,131 000 km,5,5,Negru,Benzina,1 998 cm3,184 CP,Automata,Spate,,21500,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/bmw-seria-4-ver-420i-aut-sport-line-ID7HNYXa.html
Volkswagen,Touareg,2015,SUV,195 000 km,5,5,Negru,Diesel,2 967 cm3,262 CP,Automata,4x4 (automat),Euro 6,18200,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autovit.ro/autoturisme/anunt/volkswagen-touareg-ver-3-0-v6-tdi-bmt-terrain-tech-ID7HNYWr.html
Ford,Fiesta,2014,Masina de oras,143 000 km,5,5,Galben/Auriu,Benzina,1 242 cm3,82 CP,Automata,,Euro 5,8990,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/ford-fiesta-ID7HJB6u.html
Volkswagen,Passat,2012,Sedan,191 000 km,5,5,Gri,Benzina,1 390 cm3,122 CP,Manuala,Fata,Euro 5,7770,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/volkswagen-passat-ver-variant-1-4-tsi-bluemotion-technology-comfortline-ID7HJB2K.html
Opel,Corsa,2009,Masina mica,137 000 km,5,5,Negru,Benzina,1 229 cm3,85 CP,Automata,Fata,,5490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autovit.ro/autoturisme/anunt/opel-corsa-ver-1-2-easytronic-enjoy-ID7HJAWP.html
Audi,Q5,2019,SUV,181 000 km,5,5,Negru,Diesel,1 968 cm3,190 CP,Automata,4x4 (automat),,23950,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://www.autovit.ro/autoturisme/anunt/audi-q5-ver-2-0-tdi-quattro-s-tronic-sport-ID7HId7p.html
Kia,Ceed,2011,Combi,120 000 km,5,5,Negru,Benzina,1 591 cm3,126 CP,Manuala,Fata,Euro 5,5850,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/kia-ceed-ID7HvgBn.html
BMW,Seria 3,2006,Sedan,200 000 km,4,5,Argint,Benzina,1 995 cm3,129 CP,Manuala,Spate,,3200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318i-ID7HNYGq.html
Renault,Trafic,2022,Monovolum,569 000 km,4,,Alb,Diesel,1 997 cm3,150 CP,Manuala,Fata,,13950,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/renault-trafic-ver-2-0-blue-dci-150-s-s-l2-8plus1-zen-ID7HNYDX.html
Audi,Q5,2011,SUV,274 343 km,5,,Alb,Diesel,1 968 cm3,170 CP,Automata,4x4 (automat),,8800,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autovit.ro/autoturisme/anunt/audi-q5-ID7HMqTf.html
Renault,Kadjar,2018,SUV,148 000 km,5,,Galben/Auriu,Diesel,1 461 cm3,110 CP,Automata,Fata,Euro 6,12990,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/renault-kadjar-ver-energy-dci-110-edc-limited-ID7HNYVE.html
Volkswagen,Touran,2013,Monovolum,204 428 km,5,7,Negru,Benzina,1 400 cm3,110 CP,Manuala,,,4400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autovit.ro/autoturisme/anunt/volkswagen-touran-ID7HGMpD.html
Ford,Mondeo,2011,Combi,204 876 km,5,2,Alb,Diesel,1 997 cm3,140 CP,Automata,,,3800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autovit.ro/autoturisme/anunt/ford-mondeo-ID7HGMfe.html
Volkswagen,Passat,2007,Sedan,222 534 km,5,,Argint,Benzina,1 595 cm3,115 CP,Manuala,,,2800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autovit.ro/autoturisme/anunt/volkswagen-passat-ID7HMqU7.html
Skoda,Fabia,2012,Combi,232 000 km,5,,Albastru,Benzina,1 198 cm3,70 CP,Manuala,,,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autovit.ro/autoturisme/anunt/skoda-fabia-ID7HAlPP.html
Volkswagen,Passat,2012,Combi,224 347 km,5,,Alb,Diesel,1 968 cm3,140 CP,Automata,,,5300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autovit.ro/autoturisme/anunt/volkswagen-passat-ID7HKjot.html
Peugeot,207,2008,Masina de oras,215 283 km,5,,Alb,Diesel,1 398 cm3,68 CP,Manuala,,,2300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autovit.ro/autoturisme/anunt/peugeot-207-ID7HLlxh.html
BMW,Seria 5,2008,Combi,246 238 km,5,,Negru,Diesel,1 995 cm3,163 CP,Manuala,,,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autovit.ro/autoturisme/anunt/bmw-seria-5-ID7HLlvf.html
BMW,Seria 3,2023,Combi,48 000 km,5,5,Gri,Diesel,1 995 cm3,190 CP,Automata,Spate,Euro 6d-Temp,26700,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-aut-advantage-ID7HMMGr.html
BMW,Seria 5,2012,Combi,220 000 km,5,,Gri,Diesel,1 995 cm3,218 CP,Automata,,,7990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autovit.ro/autoturisme/anunt/bmw-seria-5-ID7HMqSY.html
Peugeot,3008,2017,SUV,94 541 km,5,5,Argint,Benzina,1 199 cm3,130 CP,Automata,Fata,Euro 6,12900,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/peugeot-3008-ver-1-2-puretech-turbo-s-s-eat6-allure-ID7HNYV9.html
Nissan,Qashqai,2015,SUV,139 000 km,5,5,Negru,Diesel,1 598 cm3,130 CP,Manuala,Fata,Euro 5,9999,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/nissan-qashqai-ver-1-6-dci-teknaplus-ID7HNYWP.html
Fiat,500,2010,Masina mica,114 000 km,3,4,Negru,Benzina,1 242 cm3,69 CP,Manuala,Fata,,3900,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/fiat-500-ver-1-2-pop-ID7HJhL0.html
Renault,Talisman,2016,Sedan,103 205 km,5,5,Gri,Diesel,1 598 cm3,130 CP,Manuala,Fata,Euro 6c,11980,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/renault-talisman-ver-energy-dci-130-elysee-ID7HMP5t.html
Ford,Ranger,2013,SUV,119 000 km,4,5,Gri,Diesel,3 198 cm3,200 CP,Automata,4x4 (automat),Euro 5,13499,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,https://www.autovit.ro/autoturisme/anunt/ford-ranger-ID7HNYOE.html
Dacia,Duster,2012,SUV,220 000 km,5,,Albastru,Benzina + GPL,1 598 cm3,105 CP,Manuala,Fata,,5650,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/dacia-duster-ver-1-6-4x2-laureate-ID7HNYTr.html
BMW,Seria 3,2008,Coupe,285 000 km,2,4,Alb,Diesel,1 995 cm3,177 CP,Manuala,Spate,Euro 5,7450,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-dpf-ID7HNYRV.html
Renault,Talisman,2018,Sedan,115 000 km,5,,Negru,Diesel,1 598 cm3,130 CP,Automata,Fata,,13299,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/renault-talisman-ver-energy-dci-130-edc-intens-ID7HMOWO.html
Mitsubishi,Outlander,2020,SUV,168 520 km,5,5,Rosu,Benzina,2 360 cm3,170 CP,Automata,4x4 (automat),Euro 6,16999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,https://www.autovit.ro/autoturisme/anunt/mitsubishi-outlander-ver-2-4-4wd-cvt-intense-ID7HNYSI.html
Nissan,Juke,2013,SUV,180 450 km,5,5,Negru,Diesel,1 461 cm3,110 CP,Manuala,Fata,Euro 5,6790,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/nissan-juke-ver-1-5-dci-tekna-ID7HLNsv.html
BMW,Seria 1,2011,Compacta,284 839 km,5,5,Argint,Diesel,1 995 cm3,184 CP,Manuala,Spate,,7990,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autovit.ro/autoturisme/anunt/bmw-seria-1-ver-120d-ID7HNYRp.html
